"task","id","group","session","trial","condition","trialxcondition","gripFreq","peak","AUC","gripFreq_calib","peak_calib","AUC_calib"
"PIT",241,"obese","third",16,"CSplus",4,21,36,248.5,13,29,128.5
"PIT",241,"obese","third",17,"CSplus",5,20,38,215,15,31,107
"PIT",241,"obese","third",18,"CSplus",6,21,35,169,14,27,51
"PIT",241,"obese","third",19,"BL",7,19,37,180.5,13,32,80.5
"PIT",241,"obese","third",20,"BL",8,21,42,177,15,31,61
"PIT",241,"obese","third",21,"BL",9,19,35,186.5,9,26,48.5
"PIT",241,"obese","third",22,"CSminus",7,18,37,212.5,14,31,84.5
"PIT",241,"obese","third",23,"CSminus",8,16,35,217,12,28,86
"PIT",241,"obese","third",24,"CSminus",9,18,36,216.5,8,30,60
"PIT",241,"obese","third",25,"CSplus",7,21,36,232,16,27,96
"PIT",241,"obese","third",26,"CSplus",8,18,37,213,9,29,49
"PIT",241,"obese","third",27,"CSplus",9,20,36,217,12,30,54
"PIT",241,"obese","third",28,"BL",10,20,38,207,9,29,40
"PIT",241,"obese","third",29,"BL",11,17,37,135.5,2,30,14
"PIT",241,"obese","third",30,"BL",12,16,37,195.5,4,29,18
"PIT",241,"obese","third",31,"CSplus",10,13,40,247.5,11,31,79.5
"PIT",241,"obese","third",32,"CSplus",11,17,39,229,13,28,96
"PIT",241,"obese","third",33,"CSplus",12,15,36,235.5,10,31,84
"PIT",241,"obese","third",34,"CSminus",10,13,38,252.5,15,30,95.5
"PIT",241,"obese","third",35,"CSminus",11,16,37,235.5,10,26,78
"PIT",241,"obese","third",36,"CSminus",12,14,35,257.5,12,28,116.5
"PIT",241,"obese","third",37,"CSminus",13,13,35,252.5,11,28,95
"PIT",241,"obese","third",38,"CSminus",14,13,41,164.5,3,30,10
"PIT",241,"obese","third",39,"CSminus",15,19,37,190,14,31,77
"PIT",241,"obese","third",40,"CSplus",13,13,38,256,12,29,153
"PIT",241,"obese","third",41,"CSplus",14,11,36,288,9,30,151
"PIT",241,"obese","third",42,"CSplus",15,12,35,249.5,7,29,55.5
"PIT",241,"obese","third",43,"BL",13,10,38,252,12,30,93
"PIT",241,"obese","third",44,"BL",14,13,36,217,0,27,0
"PIT",241,"obese","third",45,"BL",15,13,35,122.5,1,29,8
"PIT",242,"obese","third",1,"CSplus",1,2,40,37.5,2,40,34.5
"PIT",242,"obese","third",2,"CSplus",2,5,38,98,5,38,94
"PIT",242,"obese","third",3,"CSplus",3,5,40,108,5,40,102
"PIT",242,"obese","third",4,"BL",1,7,38,147,7,38,136
"PIT",242,"obese","third",5,"BL",2,7,37,184.5,7,37,175
"PIT",242,"obese","third",6,"BL",3,7,40,233,7,39,219
"PIT",242,"obese","third",7,"CSminus",1,9,36,213,9,32,201
"PIT",242,"obese","third",8,"CSminus",2,7,37,185,7,35,177
"PIT",242,"obese","third",9,"CSminus",3,6,39,195,7,38,174
"PIT",242,"obese","third",10,"CSminus",4,7,38,190.5,7,37,181.5
"PIT",242,"obese","third",11,"CSminus",5,6,36,191,6,35,179
"PIT",242,"obese","third",12,"CSminus",6,7,38,178.5,7,37,167.5
"PIT",242,"obese","third",13,"CSplus",4,5,38,173,5,38,151
"PIT",242,"obese","third",14,"CSplus",5,5,35,172,5,34,160
"PIT",242,"obese","third",15,"CSplus",6,5,39,145,4,38,114
"PIT",242,"obese","third",16,"BL",4,7,36,156,6,36,140
"PIT",242,"obese","third",17,"BL",5,5,34,133,5,34,123
"PIT",242,"obese","third",18,"BL",6,6,36,204.5,6,36,194.5
"PIT",242,"obese","third",19,"CSplus",7,5,36,127,5,35,118
"PIT",242,"obese","third",20,"CSplus",8,6,34,105,6,34,93
"PIT",242,"obese","third",21,"CSplus",9,6,36,164,6,34,126
"PIT",242,"obese","third",22,"CSminus",7,5,39,115,6,38,101
"PIT",242,"obese","third",23,"CSminus",8,6,37,172.5,6,36,159.5
"PIT",242,"obese","third",24,"CSminus",9,6,38,171.5,6,35,159.5
"PIT",242,"obese","third",25,"BL",7,5,38,98.5,4,38,87.5
"PIT",242,"obese","third",26,"BL",8,5,39,130,5,38,118
"PIT",242,"obese","third",27,"BL",9,5,39,146,4,38,111
"PIT",242,"obese","third",28,"CSplus",10,5,39,110.5,5,39,95.5
"PIT",242,"obese","third",29,"CSplus",11,5,39,103,5,37,85
"PIT",242,"obese","third",30,"CSplus",12,6,35,107.5,6,34,74.5
"PIT",242,"obese","third",31,"CSminus",10,5,37,112,5,35,104
"PIT",242,"obese","third",32,"CSminus",11,5,39,98,5,37,82
"PIT",242,"obese","third",33,"CSminus",12,4,35,73,4,35,60
"PIT",242,"obese","third",34,"BL",10,7,40,175.5,7,38,165.5
"PIT",242,"obese","third",35,"BL",11,4,38,89,4,37,84
"PIT",242,"obese","third",36,"BL",12,5,35,95,5,34,89
"PIT",242,"obese","third",37,"BL",13,5,38,100,5,38,90
"PIT",242,"obese","third",38,"BL",14,6,36,86.5,6,36,76.5
"PIT",242,"obese","third",39,"BL",15,5,38,111,5,33,104
"PIT",242,"obese","third",40,"CSplus",13,6,36,84,5,35,61
"PIT",242,"obese","third",41,"CSplus",14,6,37,104,5,37,68
"PIT",242,"obese","third",42,"CSplus",15,5,38,85,4,35,58
"PIT",242,"obese","third",43,"CSminus",13,6,39,142,6,39,131
"PIT",242,"obese","third",44,"CSminus",14,5,36,126,5,36,116
"PIT",242,"obese","third",45,"CSminus",15,5,36,137,5,34,123
"PIT",244,"obese","third",1,"CSplus",1,10,26,51.5,10,26,50.5
"PIT",244,"obese","third",2,"CSplus",2,10,28,42,10,28,42
"PIT",244,"obese","third",3,"CSplus",3,6,29,41,6,29,41
"PIT",244,"obese","third",4,"CSminus",1,6,23,32,6,23,31
"PIT",244,"obese","third",5,"CSminus",2,7,22,39.5,7,22,39.5
"PIT",244,"obese","third",6,"CSminus",3,7,24,51,7,24,50
"PIT",244,"obese","third",7,"BL",1,5,28,38,5,28,37
"PIT",244,"obese","third",8,"BL",2,3,27,26,3,27,26
"PIT",244,"obese","third",9,"BL",3,6,25,60,6,25,59
"PIT",244,"obese","third",10,"CSplus",4,6,27,46.5,6,26,44.5
"PIT",244,"obese","third",11,"CSplus",5,6,30,41.5,6,30,41.5
"PIT",244,"obese","third",12,"CSplus",6,6,23,46,6,23,45
"PIT",244,"obese","third",13,"BL",4,6,24,53,6,24,53
"PIT",244,"obese","third",14,"BL",5,3,28,21.5,3,28,21.5
"PIT",244,"obese","third",15,"BL",6,3,23,48,3,23,44
"PIT",244,"obese","third",16,"CSminus",4,6,21,49,6,21,49
"PIT",244,"obese","third",17,"CSminus",5,6,27,42,6,27,41
"PIT",244,"obese","third",18,"CSminus",6,6,27,52,6,27,49
"PIT",244,"obese","third",19,"CSplus",7,5,29,55,5,29,55
"PIT",244,"obese","third",20,"CSplus",8,5,24,51,5,23,50
"PIT",244,"obese","third",21,"CSplus",9,5,25,59,5,24,59
"PIT",244,"obese","third",22,"BL",7,4,24,40,4,24,40
"PIT",244,"obese","third",23,"BL",8,6,24,56,6,24,55
"PIT",244,"obese","third",24,"BL",9,5,27,45.5,5,26,45.5
"PIT",244,"obese","third",25,"CSminus",7,6,27,59,6,27,59
"PIT",244,"obese","third",26,"CSminus",8,5,25,47,5,24,47
"PIT",244,"obese","third",27,"CSminus",9,4,28,37,4,28,36
"PIT",244,"obese","third",28,"CSminus",10,5,23,45,5,23,45
"PIT",244,"obese","third",29,"CSminus",11,5,25,42.5,5,25,41.5
"PIT",244,"obese","third",30,"CSminus",12,4,26,33,4,26,33
"PIT",244,"obese","third",31,"CSplus",10,2,28,20,2,28,20
"PIT",244,"obese","third",32,"CSplus",11,5,30,51,5,29,51
"PIT",244,"obese","third",33,"CSplus",12,5,25,50,5,25,50
"PIT",244,"obese","third",34,"BL",10,5,23,44,5,23,42
"PIT",244,"obese","third",35,"BL",11,4,29,32,4,29,31
"PIT",244,"obese","third",36,"BL",12,6,25,50,6,25,49
"PIT",244,"obese","third",37,"BL",13,5,23,39,5,23,37
"PIT",244,"obese","third",38,"BL",14,7,27,73,7,27,73
"PIT",244,"obese","third",39,"BL",15,15,25,126,15,25,125
"PIT",244,"obese","third",40,"CSplus",13,9,28,76,9,27,76
"PIT",244,"obese","third",41,"CSplus",14,6,25,57,6,24,57
"PIT",244,"obese","third",42,"CSplus",15,6,26,97,6,26,95
"PIT",244,"obese","third",43,"CSminus",13,6,33,60,6,33,60
"PIT",244,"obese","third",44,"CSminus",14,5,28,48,5,28,47
"PIT",244,"obese","third",45,"CSminus",15,5,26,49,5,26,48
"PIT",246,"obese","third",1,"BL",1,12,10,72,22,39,209
"PIT",246,"obese","third",2,"BL",2,29,9,135,35,37,272
"PIT",246,"obese","third",3,"BL",3,11,10,66,25,35,237
"PIT",246,"obese","third",4,"CSplus",1,9,10,24,27,37,210.5
"PIT",246,"obese","third",5,"CSplus",2,4,11,26,27,37,180.5
"PIT",246,"obese","third",6,"CSplus",3,14,8,40,38,36,235.5
"PIT",246,"obese","third",7,"CSminus",1,4,13,6,21,38,153
"PIT",246,"obese","third",8,"CSminus",2,0,8,0,28,39,168
"PIT",246,"obese","third",9,"CSminus",3,0,10,0,26,39,206.5
"PIT",246,"obese","third",10,"BL",4,2,10,4,24,39,224
"PIT",246,"obese","third",11,"BL",5,0,11,0,23,35,191
"PIT",246,"obese","third",12,"BL",6,3,9,18,27,40,179
"PIT",246,"obese","third",13,"CSplus",4,1,8,1,24,38,223.5
"PIT",246,"obese","third",14,"CSplus",5,14,12,31,23,37,162
"PIT",246,"obese","third",15,"CSplus",6,8,11,18,36,36,231
"PIT",246,"obese","third",16,"CSminus",4,6,11,13,33,37,227.5
"PIT",246,"obese","third",17,"CSminus",5,2,10,5,23,36,177
"PIT",246,"obese","third",18,"CSminus",6,7,12,20,29,39,229
"PIT",246,"obese","third",19,"CSminus",7,0,7,0,36,38,189
"PIT",246,"obese","third",20,"CSminus",8,0,8,0,36,37,224
"PIT",246,"obese","third",21,"CSminus",9,1,9,1,37,35,234
"PIT",246,"obese","third",22,"BL",7,0,14,0,38,38,189
"PIT",246,"obese","third",23,"BL",8,1,8,2,36,39,187
"PIT",246,"obese","third",24,"BL",9,3,13,7,33,38,184
"PIT",246,"obese","third",25,"CSplus",7,0,11,0,34,38,181
"PIT",246,"obese","third",26,"CSplus",8,7,11,17,36,34,243.5
"PIT",246,"obese","third",27,"CSplus",9,5,9,27,28,40,169
"PIT",246,"obese","third",28,"CSplus",10,2,7,8,30,39,198.5
"PIT",246,"obese","third",29,"CSplus",11,0,9,0,25,38,179
"PIT",246,"obese","third",30,"CSplus",12,1,9,2,32,34,216.5
"PIT",246,"obese","third",31,"CSminus",10,13,8,59,22,38,229
"PIT",246,"obese","third",32,"CSminus",11,4,10,30,21,38,173
"PIT",246,"obese","third",33,"CSminus",12,0,7,0,29,36,191
"PIT",246,"obese","third",34,"BL",10,11,7,41,24,37,206
"PIT",246,"obese","third",35,"BL",11,0,11,0,34,39,189
"PIT",246,"obese","third",36,"BL",12,0,10,0,37,37,211
"PIT",246,"obese","third",37,"CSminus",13,3,12,5,31,38,179.5
"PIT",246,"obese","third",38,"CSminus",14,1,9,3,23,35,157
"PIT",246,"obese","third",39,"CSminus",15,0,12,0,21,38,162.5
"PIT",246,"obese","third",40,"CSplus",13,0,8,0,11,36,75
"PIT",246,"obese","third",41,"CSplus",14,1,11,3,26,36,183
"PIT",246,"obese","third",42,"CSplus",15,1,11,2,34,37,193
"PIT",246,"obese","third",43,"BL",13,2,13,12,24,36,123
"PIT",246,"obese","third",44,"BL",14,10,9,53,25,37,215
"PIT",246,"obese","third",45,"BL",15,3,9,6,28,37,192
"PIT",248,"obese","third",1,"CSminus",1,8,22,188,8,31,204
"PIT",248,"obese","third",2,"CSminus",2,9,24,303.5,9,31,317.5
"PIT",248,"obese","third",3,"CSminus",3,6,19,373,6,30,382
"PIT",248,"obese","third",4,"CSplus",1,4,21,427,4,32,437
"PIT",248,"obese","third",5,"CSplus",2,1,21,574.5,1,30,575.5
"PIT",248,"obese","third",6,"CSplus",3,3,25,518.5,3,32,526.5
"PIT",248,"obese","third",7,"BL",1,8,23,61.5,11,31,109.5
"PIT",248,"obese","third",8,"BL",2,5,19,19.5,15,30,95.5
"PIT",248,"obese","third",9,"BL",3,15,23,61,18,30,120
"PIT",248,"obese","third",10,"CSplus",4,3,23,519.5,2,32,531.5
"PIT",248,"obese","third",11,"CSplus",5,1,23,573.5,1,34,574.5
"PIT",248,"obese","third",12,"CSplus",6,2,20,565.5,1,27,572.5
"PIT",248,"obese","third",13,"BL",4,6,23,55,7,29,79
"PIT",248,"obese","third",14,"BL",5,10,19,75.5,13,23,116.5
"PIT",248,"obese","third",15,"BL",6,11,24,39,16,31,98
"PIT",248,"obese","third",16,"CSminus",4,1,22,11,7,29,45
"PIT",248,"obese","third",17,"CSminus",5,2,23,5,8,30,37
"PIT",248,"obese","third",18,"CSminus",6,5,24,20,15,27,75
"PIT",248,"obese","third",19,"CSplus",7,1,21,557.5,1,31,559.5
"PIT",248,"obese","third",20,"CSplus",8,1,19,571.5,1,31,574.5
"PIT",248,"obese","third",21,"CSplus",9,1,19,564.5,1,29,566.5
"PIT",248,"obese","third",22,"CSminus",7,6,22,10,12,33,63
"PIT",248,"obese","third",23,"CSminus",8,10,23,40,18,29,94
"PIT",248,"obese","third",24,"CSminus",9,14,21,54,20,30,114
"PIT",248,"obese","third",25,"BL",7,0,22,0,9,31,28
"PIT",248,"obese","third",26,"BL",8,14,22,48.5,19,32,109.5
"PIT",248,"obese","third",27,"BL",9,6,22,20,17,29,73
"PIT",248,"obese","third",28,"CSminus",10,0,24,0,8,32,29
"PIT",248,"obese","third",29,"CSminus",11,1,24,3,3,34,9
"PIT",248,"obese","third",30,"CSminus",12,0,25,0,11,32,35
"PIT",248,"obese","third",31,"CSplus",10,2,23,492.5,2,33,498.5
"PIT",248,"obese","third",32,"CSplus",11,2,23,512.5,2,32,520.5
"PIT",248,"obese","third",33,"CSplus",12,1,24,575.5,1,31,577.5
"PIT",248,"obese","third",34,"BL",10,0,21,0,6,29,15
"PIT",248,"obese","third",35,"BL",11,8,25,19,20,32,82
"PIT",248,"obese","third",36,"BL",12,4,24,19,14,28,61
"PIT",248,"obese","third",37,"CSminus",13,0,24,0,1,31,3
"PIT",248,"obese","third",38,"CSminus",14,3,25,8,19,31,69
"PIT",248,"obese","third",39,"CSminus",15,0,22,0,9,30,29
"PIT",248,"obese","third",40,"BL",13,6,22,15,13,30,59
"PIT",248,"obese","third",41,"BL",14,2,21,2,5,30,16
"PIT",248,"obese","third",42,"BL",15,0,21,0,17,31,52
"PIT",248,"obese","third",43,"CSplus",13,1,24,554.5,1,33,555.5
"PIT",248,"obese","third",44,"CSplus",14,1,25,559.5,1,30,563.5
"PIT",248,"obese","third",45,"CSplus",15,1,22,553.5,1,31,558.5
"PIT",250,"obese","third",1,"BL",1,3,31,50,3,23,38
"PIT",250,"obese","third",2,"BL",2,17,33,136,13,24,87
"PIT",250,"obese","third",3,"BL",3,22,29,113,15,22,66
"PIT",250,"obese","third",4,"CSplus",1,17,30,79,9,23,28
"PIT",250,"obese","third",5,"CSplus",2,23,32,104,13,25,42
"PIT",250,"obese","third",6,"CSplus",3,20,33,148,12,23,93
"PIT",250,"obese","third",7,"CSminus",1,22,33,90,12,25,27
"PIT",250,"obese","third",8,"CSminus",2,22,31,108,12,22,46
"PIT",250,"obese","third",9,"CSminus",3,13,33,51.5,5,23,17
"PIT",250,"obese","third",10,"BL",4,18,35,92,12,27,47
"PIT",250,"obese","third",11,"BL",5,33,33,162.5,22,22,87.5
"PIT",250,"obese","third",12,"BL",6,28,31,129,16,27,53
"PIT",250,"obese","third",13,"CSminus",4,24,32,112,14,27,53
"PIT",250,"obese","third",14,"CSminus",5,36,36,184,21,28,106
"PIT",250,"obese","third",15,"CSminus",6,22,31,89,6,24,22
"PIT",250,"obese","third",16,"CSplus",4,23,32,91,13,22,40
"PIT",250,"obese","third",17,"CSplus",5,37,34,159,23,25,69
"PIT",250,"obese","third",18,"CSplus",6,12,33,46,5,27,14
"PIT",250,"obese","third",19,"BL",7,17,32,66,6,24,12
"PIT",250,"obese","third",20,"BL",8,34,30,192.5,23,23,111.5
"PIT",250,"obese","third",21,"BL",9,19,35,77,6,25,17
"PIT",250,"obese","third",22,"CSplus",7,31,31,171.5,20,19,92.5
"PIT",250,"obese","third",23,"CSplus",8,24,33,84.5,11,29,26
"PIT",250,"obese","third",24,"CSplus",9,27,32,126.5,12,25,37
"PIT",250,"obese","third",25,"CSminus",7,31,31,143,17,24,63
"PIT",250,"obese","third",26,"CSminus",8,7,33,22,2,26,7
"PIT",250,"obese","third",27,"CSminus",9,34,31,217,23,22,132
"PIT",250,"obese","third",28,"BL",10,15,32,65,5,22,28
"PIT",250,"obese","third",29,"BL",11,21,28,84,11,22,28
"PIT",250,"obese","third",30,"BL",12,25,30,95,11,20,41
"PIT",250,"obese","third",31,"CSplus",10,25,35,100.5,10,25,32
"PIT",250,"obese","third",32,"CSplus",11,16,28,76.5,9,21,36
"PIT",250,"obese","third",33,"CSplus",12,23,38,128,16,28,74
"PIT",250,"obese","third",34,"CSminus",10,24,31,107,11,24,41
"PIT",250,"obese","third",35,"CSminus",11,25,32,92,13,23,35
"PIT",250,"obese","third",36,"CSminus",12,18,32,79,10,25,37
"PIT",250,"obese","third",37,"CSminus",13,30,32,141,19,24,72
"PIT",250,"obese","third",38,"CSminus",14,14,31,61,9,27,33
"PIT",250,"obese","third",39,"CSminus",15,12,33,48,7,25,18
"PIT",250,"obese","third",40,"BL",13,26,30,99,13,23,39
"PIT",250,"obese","third",41,"BL",14,33,32,139,23,23,72
"PIT",250,"obese","third",42,"BL",15,12,34,42,4,26,13
"PIT",250,"obese","third",43,"CSplus",13,17,33,83,14,26,58
"PIT",250,"obese","third",44,"CSplus",14,20,33,69,8,27,20
"PIT",250,"obese","third",45,"CSplus",15,20,32,89,9,23,33
"PIT",251,"obese","third",1,"CSminus",1,12,24,106,12,27,114
"PIT",251,"obese","third",2,"CSminus",2,20,26,146.5,21,29,155.5
"PIT",251,"obese","third",3,"CSminus",3,19,30,134.5,19,31,146.5
"PIT",251,"obese","third",4,"CSplus",1,23,22,159,23,24,170
"PIT",251,"obese","third",5,"CSplus",2,22,21,148.5,22,23,159.5
"PIT",251,"obese","third",6,"CSplus",3,21,23,97,21,30,116
"PIT",251,"obese","third",7,"BL",1,3,27,10,8,31,23
"PIT",251,"obese","third",8,"BL",2,1,22,2,3,25,8
"PIT",251,"obese","third",9,"BL",3,6,26,26,7,27,32
"PIT",251,"obese","third",10,"CSplus",4,12,25,42,16,29,68
"PIT",251,"obese","third",11,"CSplus",5,20,23,120,20,26,133
"PIT",251,"obese","third",12,"CSplus",6,22,25,118,23,27,137
"PIT",251,"obese","third",13,"CSminus",4,8,23,17,13,25,41
"PIT",251,"obese","third",14,"CSminus",5,13,28,45,18,30,73
"PIT",251,"obese","third",15,"CSminus",6,0,28,0,7,31,16
"PIT",251,"obese","third",16,"BL",4,0,28,0,0,31,0
"PIT",251,"obese","third",17,"BL",5,10,25,29,11,28,47
"PIT",251,"obese","third",18,"BL",6,18,23,69,21,28,97
"PIT",251,"obese","third",19,"BL",7,25,26,123,27,28,141
"PIT",251,"obese","third",20,"BL",8,8,27,31,14,29,48
"PIT",251,"obese","third",21,"BL",9,14,27,63,19,29,86
"PIT",251,"obese","third",22,"CSminus",7,13,21,41,15,25,65
"PIT",251,"obese","third",23,"CSminus",8,10,25,36.5,12,28,46.5
"PIT",251,"obese","third",24,"CSminus",9,11,25,33.5,12,30,47.5
"PIT",251,"obese","third",25,"CSplus",7,24,26,151.5,24,29,161.5
"PIT",251,"obese","third",26,"CSplus",8,25,25,176,25,26,190
"PIT",251,"obese","third",27,"CSplus",9,27,20,144.5,27,25,160.5
"PIT",251,"obese","third",28,"BL",10,8,26,21,11,31,41
"PIT",251,"obese","third",29,"BL",11,7,28,28,8,31,38
"PIT",251,"obese","third",30,"BL",12,22,24,97,26,30,127.5
"PIT",251,"obese","third",31,"CSplus",10,30,28,143,30,30,161
"PIT",251,"obese","third",32,"CSplus",11,22,24,124,22,30,143
"PIT",251,"obese","third",33,"CSplus",12,20,27,108,21,31,124
"PIT",251,"obese","third",34,"CSminus",10,6,25,22,7,29,30.5
"PIT",251,"obese","third",35,"CSminus",11,2,22,8,7,27,23
"PIT",251,"obese","third",36,"CSminus",12,5,26,12,8,30,25
"PIT",251,"obese","third",37,"BL",13,15,24,54.5,18,26,77.5
"PIT",251,"obese","third",38,"BL",14,14,23,50,15,25,67
"PIT",251,"obese","third",39,"BL",15,16,24,71.5,17,28,86.5
"PIT",251,"obese","third",40,"CSplus",13,20,23,132,20,29,138
"PIT",251,"obese","third",41,"CSplus",14,22,20,92,25,27,117
"PIT",251,"obese","third",42,"CSplus",15,19,27,64,25,30,96
"PIT",251,"obese","third",43,"CSminus",13,14,26,42,15,26,64
"PIT",251,"obese","third",44,"CSminus",14,0,25,0,0,28,0
"PIT",251,"obese","third",45,"CSminus",15,4,23,13,7,28,27
"PIT",252,"obese","third",1,"CSminus",1,31,24,151.5,31,25,153.5
"PIT",252,"obese","third",2,"CSminus",2,34,25,178,34,26,182
"PIT",252,"obese","third",3,"CSminus",3,14,23,55,16,23,60
"PIT",252,"obese","third",4,"CSplus",1,22,25,78.5,25,27,89.5
"PIT",252,"obese","third",5,"CSplus",2,22,23,98,22,25,107
"PIT",252,"obese","third",6,"CSplus",3,30,21,114,30,22,127
"PIT",252,"obese","third",7,"BL",1,11,22,39,11,23,41
"PIT",252,"obese","third",8,"BL",2,33,21,138.5,34,22,144.5
"PIT",252,"obese","third",9,"BL",3,26,25,98,28,25,108
"PIT",252,"obese","third",10,"BL",4,25,21,86,25,25,92
"PIT",252,"obese","third",11,"BL",5,23,22,86,25,22,92
"PIT",252,"obese","third",12,"BL",6,20,20,68,22,20,76
"PIT",252,"obese","third",13,"CSminus",4,18,22,57,22,22,72
"PIT",252,"obese","third",14,"CSminus",5,11,18,29,12,19,35
"PIT",252,"obese","third",15,"CSminus",6,13,24,33,15,24,41
"PIT",252,"obese","third",16,"CSplus",4,4,26,10,5,27,12
"PIT",252,"obese","third",17,"CSplus",5,7,15,18,9,16,22
"PIT",252,"obese","third",18,"CSplus",6,18,22,40,20,23,50
"PIT",252,"obese","third",19,"BL",7,9,19,23,9,20,27
"PIT",252,"obese","third",20,"BL",8,21,25,56,22,25,69.5
"PIT",252,"obese","third",21,"BL",9,8,20,21,8,21,23
"PIT",252,"obese","third",22,"CSminus",7,8,23,24,9,24,29
"PIT",252,"obese","third",23,"CSminus",8,14,18,38,15,20,44
"PIT",252,"obese","third",24,"CSminus",9,6,26,16,6,28,18
"PIT",252,"obese","third",25,"CSplus",7,1,16,2,3,17,5
"PIT",252,"obese","third",26,"CSplus",8,6,23,18,8,25,25
"PIT",252,"obese","third",27,"CSplus",9,16,18,60,16,22,63
"PIT",252,"obese","third",28,"BL",10,8,28,19,9,29,22
"PIT",252,"obese","third",29,"BL",11,10,20,21,13,24,30
"PIT",252,"obese","third",30,"BL",12,3,21,6,4,22,9
"PIT",252,"obese","third",31,"CSplus",10,0,19,0,0,20,0
"PIT",252,"obese","third",32,"CSplus",11,7,19,15,8,21,17
"PIT",252,"obese","third",33,"CSplus",12,8,19,19.5,9,21,22.5
"PIT",252,"obese","third",34,"CSminus",10,19,19,57,19,23,61
"PIT",252,"obese","third",35,"CSminus",11,14,22,40,14,22,42
"PIT",252,"obese","third",36,"CSminus",12,21,21,63,22,22,71
"PIT",252,"obese","third",37,"BL",13,18,21,50,20,23,56
"PIT",252,"obese","third",38,"BL",14,12,24,47,15,27,54
"PIT",252,"obese","third",39,"BL",15,18,20,54,20,22,63
"PIT",252,"obese","third",40,"CSplus",13,4,21,8,6,25,15
"PIT",252,"obese","third",41,"CSplus",14,2,20,7,2,22,7
"PIT",252,"obese","third",42,"CSplus",15,9,19,28,10,20,31
"PIT",252,"obese","third",43,"CSminus",13,5,18,13,6,19,16
"PIT",252,"obese","third",44,"CSminus",14,3,13,6,3,17,8
"PIT",252,"obese","third",45,"CSminus",15,5,21,10,6,21,14
"PIT",253,"obese","third",1,"CSminus",1,27,37,229,27,36,218
"PIT",253,"obese","third",2,"CSminus",2,29,36,242.5,29,35,223.5
"PIT",253,"obese","third",3,"CSminus",3,24,38,223.5,24,37,208.5
"PIT",253,"obese","third",4,"BL",1,27,39,219,26,38,193
"PIT",253,"obese","third",5,"BL",2,26,37,242,26,34,218
"PIT",253,"obese","third",6,"BL",3,28,40,240.5,27,39,203.5
"PIT",253,"obese","third",7,"CSplus",1,30,39,239.5,30,38,209.5
"PIT",253,"obese","third",8,"CSplus",2,29,37,204,29,35,179
"PIT",253,"obese","third",9,"CSplus",3,29,38,229.5,29,38,199.5
"PIT",253,"obese","third",10,"CSminus",4,30,38,239,30,38,210
"PIT",253,"obese","third",11,"CSminus",5,31,37,223.5,31,37,193.5
"PIT",253,"obese","third",12,"CSminus",6,31,40,212,31,36,180
"PIT",253,"obese","third",13,"BL",4,28,37,175,25,37,141
"PIT",253,"obese","third",14,"BL",5,30,38,191.5,27,38,156
"PIT",253,"obese","third",15,"BL",6,32,37,188,30,37,146
"PIT",253,"obese","third",16,"CSplus",4,28,39,151,22,39,98
"PIT",253,"obese","third",17,"CSplus",5,27,40,212,25,40,173
"PIT",253,"obese","third",18,"CSplus",6,28,38,224.5,28,38,187.5
"PIT",253,"obese","third",19,"CSplus",7,24,38,247,24,37,218
"PIT",253,"obese","third",20,"CSplus",8,26,37,172,24,37,132
"PIT",253,"obese","third",21,"CSplus",9,27,37,220,27,37,196
"PIT",253,"obese","third",22,"CSminus",7,26,41,243,26,40,221
"PIT",253,"obese","third",23,"CSminus",8,27,39,233.5,27,39,209.5
"PIT",253,"obese","third",24,"CSminus",9,24,37,242,24,37,222
"PIT",253,"obese","third",25,"BL",7,26,37,195.5,26,34,167.5
"PIT",253,"obese","third",26,"BL",8,29,37,185,27,36,146
"PIT",253,"obese","third",27,"BL",9,25,38,218,24,38,188
"PIT",253,"obese","third",28,"CSminus",10,31,36,215.5,29,35,178.5
"PIT",253,"obese","third",29,"CSminus",11,27,36,230,27,34,209
"PIT",253,"obese","third",30,"CSminus",12,25,37,222,25,37,202
"PIT",253,"obese","third",31,"BL",10,28,38,196.5,26,38,160.5
"PIT",253,"obese","third",32,"BL",11,29,38,179,24,37,132
"PIT",253,"obese","third",33,"BL",12,25,37,226,25,37,196
"PIT",253,"obese","third",34,"CSplus",10,25,35,247,25,35,224
"PIT",253,"obese","third",35,"CSplus",11,23,36,197,23,36,177
"PIT",253,"obese","third",36,"CSplus",12,23,38,214.5,21,35,185.5
"PIT",253,"obese","third",37,"CSplus",13,25,37,215,24,37,192
"PIT",253,"obese","third",38,"CSplus",14,21,37,210.5,20,35,186.5
"PIT",253,"obese","third",39,"CSplus",15,25,38,239.5,25,37,223.5
"PIT",253,"obese","third",40,"CSminus",13,27,38,214,27,37,187
"PIT",253,"obese","third",41,"CSminus",14,27,38,191,25,38,157
"PIT",253,"obese","third",42,"CSminus",15,20,39,114,17,38,82
"PIT",253,"obese","third",43,"BL",13,27,36,189.5,26,36,156.5
"PIT",253,"obese","third",44,"BL",14,25,40,238.5,24,40,206.5
"PIT",253,"obese","third",45,"BL",15,28,40,225.5,28,39,195.5
"PIT",254,"obese","third",1,"CSplus",1,17,5,203,17,12,241
"PIT",254,"obese","third",2,"CSplus",2,21,5,133,21,11,197
"PIT",254,"obese","third",3,"CSplus",3,6,5,83,15,15,202
"PIT",254,"obese","third",4,"CSminus",1,14,4,70,20,11,174
"PIT",254,"obese","third",5,"CSminus",2,3,5,23,10,12,87
