"task","id","group","session","trial","condition","trialxcondition","gripFreq","peak","AUC","gripFreq_calib","peak_calib","AUC_calib"
"PIT",100,"control","second",1,"CSplus",1,13,32,237,13,32,237
"PIT",100,"control","second",2,"CSplus",2,15,31,214,15,31,214
"PIT",100,"control","second",3,"CSplus",3,15,33,227,15,33,226
"PIT",100,"control","second",4,"CSminus",1,14,37,316.5,14,37,316.5
"PIT",100,"control","second",5,"CSminus",2,14,38,312,14,38,312
"PIT",100,"control","second",6,"CSminus",3,16,38,295.5,16,38,293.5
"PIT",100,"control","second",7,"BL",1,18,37,247.5,17,36,245.5
"PIT",100,"control","second",8,"BL",2,15,38,227,16,38,224
"PIT",100,"control","second",9,"BL",3,15,35,266,16,35,266
"PIT",100,"control","second",10,"BL",4,14,35,193,14,35,190
"PIT",100,"control","second",11,"BL",5,13,33,102,14,33,95
"PIT",100,"control","second",12,"BL",6,13,35,147,12,35,143
"PIT",100,"control","second",13,"CSplus",4,14,38,172.5,14,38,165
"PIT",100,"control","second",14,"CSplus",5,16,35,231,16,35,224
"PIT",100,"control","second",15,"CSplus",6,13,37,150,12,37,148
"PIT",100,"control","second",16,"CSminus",4,13,39,259,16,39,256
"PIT",100,"control","second",17,"CSminus",5,14,37,215.5,17,37,206.5
"PIT",100,"control","second",18,"CSminus",6,16,40,189.5,16,40,185.5
"PIT",100,"control","second",19,"CSminus",7,17,35,229,16,35,223
"PIT",100,"control","second",20,"CSminus",8,11,37,149,10,37,143
"PIT",100,"control","second",21,"CSminus",9,11,37,209.5,11,37,207.5
"PIT",100,"control","second",22,"BL",7,13,40,128,12,40,120
"PIT",100,"control","second",23,"BL",8,12,37,136,13,37,130
"PIT",100,"control","second",24,"BL",9,14,38,112,15,38,109
"PIT",100,"control","second",25,"CSplus",7,9,40,122,10,40,119
"PIT",100,"control","second",26,"CSplus",8,7,38,90,8,38,89
"PIT",100,"control","second",27,"CSplus",9,8,40,110,9,40,107
"PIT",100,"control","second",28,"CSminus",10,16,38,215,16,38,211
"PIT",100,"control","second",29,"CSminus",11,16,38,165,16,38,157
"PIT",100,"control","second",30,"CSminus",12,15,41,296.5,15,41,295.5
"PIT",100,"control","second",31,"BL",10,16,38,302,17,38,300
"PIT",100,"control","second",32,"BL",11,18,39,294,18,39,294
"PIT",100,"control","second",33,"BL",12,19,35,281,19,35,280
"PIT",100,"control","second",34,"CSplus",10,18,38,203.5,18,38,201.5
"PIT",100,"control","second",35,"CSplus",11,22,38,189,22,38,189
"PIT",100,"control","second",36,"CSplus",12,16,38,160,15,38,158
"PIT",100,"control","second",37,"BL",13,18,38,262,18,38,259
"PIT",100,"control","second",38,"BL",14,21,41,195.5,21,41,192.5
"PIT",100,"control","second",39,"BL",15,19,40,266,20,40,264
"PIT",100,"control","second",40,"CSplus",13,17,38,235,18,38,233
"PIT",100,"control","second",41,"CSplus",14,21,37,208.5,21,37,206.5
"PIT",100,"control","second",42,"CSplus",15,18,37,254,19,36,253
"PIT",100,"control","second",43,"CSminus",13,17,39,219,18,39,218
"PIT",100,"control","second",44,"CSminus",14,19,35,170.5,18,35,166.5
"PIT",100,"control","second",45,"CSminus",15,20,36,288.5,20,36,285.5
"PIT",101,"control","second",1,"CSplus",1,8,22,60,8,23,63
"PIT",101,"control","second",2,"CSplus",2,13,23,113,13,23,119
"PIT",101,"control","second",3,"CSplus",3,11,17,91,12,17,100
"PIT",101,"control","second",4,"BL",1,12,24,111,12,24,120
"PIT",101,"control","second",5,"BL",2,14,17,122,14,19,128
"PIT",101,"control","second",6,"BL",3,12,27,105,13,27,121
"PIT",101,"control","second",7,"CSminus",1,14,22,130,13,24,137
"PIT",101,"control","second",8,"CSminus",2,15,17,107,15,18,119
"PIT",101,"control","second",9,"CSminus",3,15,26,130,15,26,135
"PIT",101,"control","second",10,"CSplus",4,14,17,110,14,17,116
"PIT",101,"control","second",11,"CSplus",5,14,25,105,14,25,118
"PIT",101,"control","second",12,"CSplus",6,15,18,107,15,18,117
"PIT",101,"control","second",13,"BL",4,15,19,92,15,19,99
"PIT",101,"control","second",14,"BL",5,15,27,95,15,27,104
"PIT",101,"control","second",15,"BL",6,14,19,93,14,19,102
"PIT",101,"control","second",16,"CSminus",4,15,25,104,15,25,109
"PIT",101,"control","second",17,"CSminus",5,15,23,105,15,23,116
"PIT",101,"control","second",18,"CSminus",6,15,21,93,15,21,102
"PIT",101,"control","second",19,"CSplus",7,15,27,105,15,27,112
"PIT",101,"control","second",20,"CSplus",8,16,18,96,16,19,105
"PIT",101,"control","second",21,"CSplus",9,16,27,99,16,27,106
"PIT",101,"control","second",22,"CSminus",7,16,21,104,16,21,109
"PIT",101,"control","second",23,"CSminus",8,16,21,106,16,21,116
"PIT",101,"control","second",24,"CSminus",9,15,27,93,15,27,102
"PIT",101,"control","second",25,"BL",7,14,17,96,15,17,103
"PIT",101,"control","second",26,"BL",8,16,27,109,15,27,116
"PIT",101,"control","second",27,"BL",9,15,22,93,15,22,102
"PIT",101,"control","second",28,"BL",10,16,22,88,16,22,96
"PIT",101,"control","second",29,"BL",11,16,29,102,16,29,109
"PIT",101,"control","second",30,"BL",12,16,16,110,16,16,126
"PIT",101,"control","second",31,"CSplus",10,15,28,92,15,29,99
"PIT",101,"control","second",32,"CSplus",11,15,19,94,14,21,101
"PIT",101,"control","second",33,"CSplus",12,16,21,101,16,21,106
"PIT",101,"control","second",34,"CSminus",10,16,25,103,16,26,114
"PIT",101,"control","second",35,"CSminus",11,16,16,104,16,16,113
"PIT",101,"control","second",36,"CSminus",12,16,21,96,16,22,106
"PIT",101,"control","second",37,"CSplus",13,17,24,99,17,24,111
"PIT",101,"control","second",38,"CSplus",14,17,21,94,17,22,109
"PIT",101,"control","second",39,"CSplus",15,17,29,82,17,30,94
"PIT",101,"control","second",40,"BL",13,16,17,88,16,17,101
"PIT",101,"control","second",41,"BL",14,17,26,102,17,26,106
"PIT",101,"control","second",42,"BL",15,17,27,95,17,28,107
"PIT",101,"control","second",43,"CSminus",13,17,17,90,17,18,102
"PIT",101,"control","second",44,"CSminus",14,18,32,89,18,32,94
"PIT",101,"control","second",45,"CSminus",15,18,17,96,18,17,100
"PIT",102,"control","second",1,"CSplus",1,6,24,130,6,24,128
"PIT",102,"control","second",2,"CSplus",2,8,25,161,8,25,158
"PIT",102,"control","second",3,"CSplus",3,6,38,294,6,38,288
"PIT",102,"control","second",4,"CSminus",1,8,34,261,8,34,256
"PIT",102,"control","second",5,"CSminus",2,8,33,269.5,8,33,261.5
"PIT",102,"control","second",6,"CSminus",3,7,35,333.5,7,35,325.5
"PIT",102,"control","second",7,"BL",1,8,37,294.5,8,36,285.5
"PIT",102,"control","second",8,"BL",2,8,39,272.5,7,38,265.5
"PIT",102,"control","second",9,"BL",3,8,37,190,8,37,176
"PIT",102,"control","second",10,"BL",4,8,34,226,8,34,219
"PIT",102,"control","second",11,"BL",5,8,38,256,8,36,248
"PIT",102,"control","second",12,"BL",6,9,38,258.5,9,37,250.5
"PIT",102,"control","second",13,"CSplus",4,8,39,194,8,39,186
"PIT",102,"control","second",14,"CSplus",5,8,36,198,8,36,183
"PIT",102,"control","second",15,"CSplus",6,7,33,195,7,33,178
"PIT",102,"control","second",16,"CSminus",4,8,36,234,8,35,230
"PIT",102,"control","second",17,"CSminus",5,9,37,229.5,9,37,226.5
"PIT",102,"control","second",18,"CSminus",6,9,35,240,9,35,234
"PIT",102,"control","second",19,"CSminus",7,9,36,246,9,35,239
"PIT",102,"control","second",20,"CSminus",8,10,34,210,10,34,204
"PIT",102,"control","second",21,"CSminus",9,11,35,229,11,35,223
"PIT",102,"control","second",22,"CSplus",7,6,37,76,5,37,59
"PIT",102,"control","second",23,"CSplus",8,7,35,61.5,5,33,47.5
"PIT",102,"control","second",24,"CSplus",9,8,38,131,8,37,116
"PIT",102,"control","second",25,"BL",7,8,36,185,8,36,179
"PIT",102,"control","second",26,"BL",8,9,36,191.5,9,36,184.5
"PIT",102,"control","second",27,"BL",9,9,40,173.5,9,39,168.5
"PIT",102,"control","second",28,"CSminus",10,9,37,206,9,36,200
"PIT",102,"control","second",29,"CSminus",11,9,36,205.5,9,36,197.5
"PIT",102,"control","second",30,"CSminus",12,9,35,216,9,35,208
"PIT",102,"control","second",31,"BL",10,9,34,224,9,33,215
"PIT",102,"control","second",32,"BL",11,8,35,211,9,34,205
"PIT",102,"control","second",33,"BL",12,9,33,173.5,9,32,168.5
"PIT",102,"control","second",34,"CSplus",10,3,34,27,2,34,16
"PIT",102,"control","second",35,"CSplus",11,6,34,53,5,34,23
"PIT",102,"control","second",36,"CSplus",12,8,36,75,8,36,62
"PIT",102,"control","second",37,"BL",13,9,38,190.5,9,35,184.5
"PIT",102,"control","second",38,"BL",14,9,39,208.5,9,39,201.5
"PIT",102,"control","second",39,"BL",15,9,35,201.5,9,35,195.5
"PIT",102,"control","second",40,"CSminus",13,9,36,194.5,9,35,187.5
"PIT",102,"control","second",41,"CSminus",14,9,38,218,9,37,210
"PIT",102,"control","second",42,"CSminus",15,9,35,188,9,35,182
"PIT",102,"control","second",43,"CSplus",13,1,35,4,0,31,0
"PIT",102,"control","second",44,"CSplus",14,0,36,0,0,35,0
"PIT",102,"control","second",45,"CSplus",15,0,35,0,0,35,0
"PIT",103,"control","second",1,"CSplus",1,21,28,151,21,28,151
"PIT",103,"control","second",2,"CSplus",2,16,35,129,16,35,130
"PIT",103,"control","second",3,"CSplus",3,13,22,126,14,22,129
"PIT",103,"control","second",4,"BL",1,18,35,147,18,35,150
"PIT",103,"control","second",5,"BL",2,17,25,122,17,25,124
"PIT",103,"control","second",6,"BL",3,17,37,137,17,37,137
"PIT",103,"control","second",7,"CSminus",1,18,34,154,18,34,154
"PIT",103,"control","second",8,"CSminus",2,19,22,125,19,22,126
"PIT",103,"control","second",9,"CSminus",3,19,39,152,19,39,152
"PIT",103,"control","second",10,"BL",4,18,23,131,18,23,131
"PIT",103,"control","second",11,"BL",5,19,36,115,19,36,116
"PIT",103,"control","second",12,"BL",6,18,31,131,18,31,131
"PIT",103,"control","second",13,"CSplus",4,19,28,137,19,28,137
"PIT",103,"control","second",14,"CSplus",5,19,37,131,19,37,132
"PIT",103,"control","second",15,"CSplus",6,20,21,143,20,21,145
"PIT",103,"control","second",16,"CSminus",4,20,34,144,20,34,146
"PIT",103,"control","second",17,"CSminus",5,20,32,148,20,32,148
"PIT",103,"control","second",18,"CSminus",6,20,27,153,20,27,154
"PIT",103,"control","second",19,"CSminus",7,21,35,135,21,35,137
"PIT",103,"control","second",20,"CSminus",8,22,20,126,22,21,127
"PIT",103,"control","second",21,"CSminus",9,22,37,129,22,37,130
"PIT",103,"control","second",22,"CSplus",7,22,31,133,22,31,135
"PIT",103,"control","second",23,"CSplus",8,23,27,115,23,28,115
"PIT",103,"control","second",24,"CSplus",9,24,35,115,24,35,118
"PIT",103,"control","second",25,"BL",7,24,22,135,24,22,135
"PIT",103,"control","second",26,"BL",8,24,32,139,24,33,142
"PIT",103,"control","second",27,"BL",9,24,32,130,24,32,131
"PIT",103,"control","second",28,"CSminus",10,25,28,140,25,28,144
"PIT",103,"control","second",29,"CSminus",11,24,36,132,24,36,134
"PIT",103,"control","second",30,"CSminus",12,24,20,121,24,20,124
"PIT",103,"control","second",31,"CSplus",10,24,36,132,24,36,132
"PIT",103,"control","second",32,"CSplus",11,23,29,130,23,29,133
"PIT",103,"control","second",33,"CSplus",12,24,30,129,24,30,131
"PIT",103,"control","second",34,"BL",10,24,40,125,24,40,125
"PIT",103,"control","second",35,"BL",11,23,24,133,23,24,133
"PIT",103,"control","second",36,"BL",12,25,37,155,25,37,156
"PIT",103,"control","second",37,"CSplus",13,25,27,139,25,27,141
"PIT",103,"control","second",38,"CSplus",14,25,30,144,25,30,144
"PIT",103,"control","second",39,"CSplus",15,24,38,131,24,39,134
"PIT",103,"control","second",40,"CSminus",13,25,22,117,25,22,118
"PIT",103,"control","second",41,"CSminus",14,25,37,123,25,37,124
"PIT",103,"control","second",42,"CSminus",15,25,30,123,25,30,125
"PIT",103,"control","second",43,"BL",13,25,31,132,25,31,134
"PIT",103,"control","second",44,"BL",14,26,39,137,26,39,137
"PIT",103,"control","second",45,"BL",15,26,23,120,26,23,123
"PIT",105,"control","second",1,"CSplus",1,0,22,0,1,28,27
"PIT",105,"control","second",2,"CSplus",2,3,19,55,3,30,79
"PIT",105,"control","second",3,"CSplus",3,5,18,64,5,31,128
"PIT",105,"control","second",4,"BL",1,3,23,45,3,36,202
"PIT",105,"control","second",5,"BL",2,0,22,0,2,39,110
"PIT",105,"control","second",6,"BL",3,6,25,76,4,37,295
"PIT",105,"control","second",7,"CSminus",1,4,25,130,3,38,369.5
"PIT",105,"control","second",8,"CSminus",2,6,21,163,3,36,454.5
"PIT",105,"control","second",9,"CSminus",3,5,24,187,4,38,447.5
"PIT",105,"control","second",10,"BL",4,3,23,23,6,39,306.5
"PIT",105,"control","second",11,"BL",5,0,25,0,0,39,0
"PIT",105,"control","second",12,"BL",6,1,21,4,4,38,150
"PIT",105,"control","second",13,"CSminus",4,5,22,117,5,37,355.5
"PIT",105,"control","second",14,"CSminus",5,4,24,93,8,40,266.5
"PIT",105,"control","second",15,"CSminus",6,5,24,50,7,36,340
"PIT",105,"control","second",16,"CSplus",4,2,28,59,5,40,275
"PIT",105,"control","second",17,"CSplus",5,2,26,21,6,39,270
"PIT",105,"control","second",18,"CSplus",6,4,22,35.5,6,38,150.5
"PIT",105,"control","second",19,"CSminus",7,4,28,65,9,38,228.5
"PIT",105,"control","second",20,"CSminus",8,7,24,135,9,39,308.5
"PIT",105,"control","second",21,"CSminus",9,6,25,85.5,10,38,279.5
"PIT",105,"control","second",22,"CSplus",7,6,26,84.5,10,37,268.5
"PIT",105,"control","second",23,"CSplus",8,4,26,28,8,39,326.5
"PIT",105,"control","second",24,"CSplus",9,8,26,89,9,35,292.5
"PIT",105,"control","second",25,"BL",7,5,25,83,6,36,141
"PIT",105,"control","second",26,"BL",8,6,23,67,7,37,229
"PIT",105,"control","second",27,"BL",9,6,23,61,8,40,294
"PIT",105,"control","second",28,"CSplus",10,1,27,22,7,41,226
"PIT",105,"control","second",29,"CSplus",11,3,23,24,6,38,179
"PIT",105,"control","second",30,"CSplus",12,0,23,0,7,38,325.5
"PIT",105,"control","second",31,"BL",10,3,25,52,6,40,155.5
"PIT",105,"control","second",32,"BL",11,3,24,23,5,38,165
"PIT",105,"control","second",33,"BL",12,3,26,34,6,36,164
"PIT",105,"control","second",34,"CSminus",10,7,26,138.5,7,40,300.5
"PIT",105,"control","second",35,"CSminus",11,5,27,93,9,39,276.5
"PIT",105,"control","second",36,"CSminus",12,1,23,10,8,36,205.5
"PIT",105,"control","second",37,"CSminus",13,4,26,50,6,40,158
"PIT",105,"control","second",38,"CSminus",14,1,27,20,4,38,95
"PIT",105,"control","second",39,"CSminus",15,4,24,42,9,39,236
"PIT",105,"control","second",40,"CSplus",13,2,29,61,8,39,206.5
"PIT",105,"control","second",41,"CSplus",14,1,25,22,5,38,147
"PIT",105,"control","second",42,"CSplus",15,11,26,152,8,38,287.5
"PIT",105,"control","second",43,"BL",13,2,27,45,5,41,363.5
"PIT",105,"control","second",44,"BL",14,1,26,22,4,39,132.5
"PIT",105,"control","second",45,"BL",15,2,24,32,6,38,139
"PIT",106,"control","second",1,"CSplus",1,1,0,7,0,0,0
"PIT",106,"control","second",2,"CSplus",2,1,1,15,0,0,0
"PIT",106,"control","second",3,"CSplus",3,3,1,74,0,0,0
"PIT",106,"control","second",4,"BL",1,2,0,17,0,0,0
"PIT",106,"control","second",5,"BL",2,1,0,10,0,0,0
"PIT",106,"control","second",6,"BL",3,1,0,11,0,0,0
"PIT",106,"control","second",7,"CSminus",1,0,0,0,0,0,0
"PIT",106,"control","second",8,"CSminus",2,1,0,5,0,0,0
"PIT",106,"control","second",9,"CSminus",3,1,0,14,0,0,0
"PIT",106,"control","second",10,"CSplus",4,0,0,0,0,0,0
"PIT",106,"control","second",11,"CSplus",5,0,0,0,0,0,0
"PIT",106,"control","second",12,"CSplus",6,0,0,0,0,0,0
"PIT",106,"control","second",13,"BL",4,0,0,0,0,0,0
"PIT",106,"control","second",14,"BL",5,0,0,0,0,0,0
"PIT",106,"control","second",15,"BL",6,0,0,0,0,0,0
"PIT",106,"control","second",16,"CSminus",4,0,0,0,0,0,0
"PIT",106,"control","second",17,"CSminus",5,0,1,0,0,0,0
"PIT",106,"control","second",18,"CSminus",6,0,0,0,0,0,0
"PIT",106,"control","second",19,"BL",7,0,0,0,0,0,0
"PIT",106,"control","second",20,"BL",8,0,0,0,0,0,0
"PIT",106,"control","second",21,"BL",9,0,0,0,0,0,0
"PIT",106,"control","second",22,"CSminus",7,0,0,0,0,0,0
"PIT",106,"control","second",23,"CSminus",8,0,0,0,0,0,0
"PIT",106,"control","second",24,"CSminus",9,0,0,0,0,0,0
"PIT",106,"control","second",25,"CSplus",7,0,0,0,0,0,0
"PIT",106,"control","second",26,"CSplus",8,0,0,0,0,0,0
"PIT",106,"control","second",27,"CSplus",9,0,0,0,0,0,0
"PIT",106,"control","second",28,"BL",10,0,1,0,0,0,0
"PIT",106,"control","second",29,"BL",11,0,0,0,0,0,0
"PIT",106,"control","second",30,"BL",12,0,0,0,0,0,0
"PIT",106,"control","second",31,"CSplus",10,0,0,0,0,0,0
"PIT",106,"control","second",32,"CSplus",11,0,0,0,0,0,0
"PIT",106,"control","second",33,"CSplus",12,0,0,0,0,0,0
"PIT",106,"control","second",34,"CSminus",10,0,0,0,0,0,0
"PIT",106,"control","second",35,"CSminus",11,0,0,0,0,0,0
"PIT",106,"control","second",36,"CSminus",12,0,0,0,0,0,0
"PIT",106,"control","second",37,"BL",13,0,0,0,0,0,0
"PIT",106,"control","second",38,"BL",14,0,0,0,0,0,0
"PIT",106,"control","second",39,"BL",15,0,0,0,0,0,0
"PIT",106,"control","second",40,"CSplus",13,0,1,0,0,0,0
"PIT",106,"control","second",41,"CSplus",14,0,0,0,0,0,0
"PIT",106,"control","second",42,"CSplus",15,0,0,0,0,0,0
"PIT",106,"control","second",43,"CSminus",13,0,0,0,0,0,0
"PIT",106,"control","second",44,"CSminus",14,0,0,0,0,0,0
"PIT",106,"control","second",45,"CSminus",15,0,0,0,0,0,0
"PIT",107,"control","second",1,"CSminus",1,14,23,91,14,23,92
"PIT",107,"control","second",2,"CSminus",2,19,25,86,19,26,91
"PIT",107,"control","second",3,"CSminus",3,20,30,120,20,30,121
"PIT",107,"control","second",4,"BL",1,21,27,111.5,21,27,116.5
"PIT",107,"control","second",5,"BL",2,21,29,103.5,21,29,108.5
"PIT",107,"control","second",6,"BL",3,23,28,113,23,28,120
"PIT",107,"control","second",7,"CSplus",1,24,26,161,24,26,164
"PIT",107,"control","second",8,"CSplus",2,22,23,123,23,24,129
"PIT",107,"control","second",9,"CSplus",3,15,31,77,15,31,81
"PIT",107,"control","second",10,"CSminus",4,22,32,149,22,32,154
"PIT",107,"control","second",11,"CSminus",5,19,30,102,20,30,107
"PIT",107,"control","second",12,"CSminus",6,20,29,113,20,30,117
"PIT",107,"control","second",13,"BL",4,21,25,115,21,27,116
"PIT",107,"control","second",14,"BL",5,21,29,93,21,29,99
"PIT",107,"control","second",15,"BL",6,21,27,83,22,30,92
"PIT",107,"control","second",16,"CSplus",4,19,26,93.5,21,27,99.5
"PIT",107,"control","second",17,"CSplus",5,17,28,88,17,30,90
"PIT",107,"control","second",18,"CSplus",6,17,28,65,17,28,70
"PIT",107,"control","second",19,"BL",7,13,27,44,15,27,49
"PIT",107,"control","second",20,"BL",8,13,31,86,13,31,90
"PIT",107,"control","second",21,"BL",9,16,28,94,16,28,101
"PIT",107,"control","second",22,"CSminus",7,13,28,77,13,28,78
"PIT",107,"control","second",23,"CSminus",8,14,29,65,14,30,66
"PIT",107,"control","second",24,"CSminus",9,14,27,63,14,29,65
"PIT",107,"control","second",25,"CSplus",7,22,25,132.5,22,26,133.5
"PIT",107,"control","second",26,"CSplus",8,17,32,82,18,33,86
"PIT",107,"control","second",27,"CSplus",9,7,30,43,8,30,46
"PIT",107,"control","second",28,"CSminus",10,6,32,23,7,32,26
"PIT",107,"control","second",29,"CSminus",11,10,28,56,10,28,58
"PIT",107,"control","second",30,"CSminus",12,12,26,67,12,26,68
"PIT",107,"control","second",31,"BL",10,8,29,29,8,29,32
"PIT",107,"control","second",32,"BL",11,7,27,19,8,28,23
"PIT",107,"control","second",33,"BL",12,7,29,42.5,7,31,42.5
"PIT",107,"control","second",34,"CSplus",10,6,26,31,6,27,33
"PIT",107,"control","second",35,"CSplus",11,8,29,35,8,30,36
"PIT",107,"control","second",36,"CSplus",12,10,28,54,10,28,54
"PIT",107,"control","second",37,"BL",13,12,32,68,12,32,69
"PIT",107,"control","second",38,"BL",14,17,31,90,17,31,94
"PIT",107,"control","second",39,"BL",15,11,26,49,12,27,54
"PIT",107,"control","second",40,"CSminus",13,5,30,18,6,31,20
"PIT",107,"control","second",41,"CSminus",14,7,32,24,7,32,27
"PIT",107,"control","second",42,"CSminus",15,13,30,44,13,30,47
"PIT",107,"control","second",43,"CSplus",13,11,34,48,12,34,49
"PIT",107,"control","second",44,"CSplus",14,5,28,19,5,30,20
"PIT",107,"control","second",45,"CSplus",15,10,29,34,10,29,34
"PIT",108,"control","second",1,"CSplus",1,31,31,237,31,32,265
"PIT",108,"control","second",2,"CSplus",2,9,28,284,9,31,301
"PIT",108,"control","second",3,"CSplus",3,26,33,195,26,37,236
"PIT",108,"control","second",4,"BL",1,12,31,191,13,35,227
"PIT",108,"control","second",5,"BL",2,23,29,226,23,33,266
"PIT",108,"control","second",6,"BL",3,15,35,84,19,37,129
"PIT",108,"control","second",7,"CSminus",1,19,31,233,19,33,270.5
"PIT",108,"control","second",8,"CSminus",2,16,32,133,17,36,169
"PIT",108,"control","second",9,"CSminus",3,25,32,277,25,34,311
"PIT",108,"control","second",10,"CSminus",4,29,34,227,29,36,275
"PIT",108,"control","second",11,"CSminus",5,22,33,221,22,37,263
"PIT",108,"control","second",12,"CSminus",6,25,32,196.5,25,36,233.5
"PIT",108,"control","second",13,"BL",4,27,34,244.5,27,37,296.5
"PIT",108,"control","second",14,"BL",5,33,33,250,33,36,293
"PIT",108,"control","second",15,"BL",6,29,34,220.5,30,37,280.5
"PIT",108,"control","second",16,"CSplus",4,33,34,177,37,38,241
"PIT",108,"control","second",17,"CSplus",5,33,35,172,37,36,249.5
"PIT",108,"control","second",18,"CSplus",6,28,36,193,28,39,238
"PIT",108,"control","second",19,"CSminus",7,16,38,83,30,40,163
"PIT",108,"control","second",20,"CSminus",8,17,34,57,26,36,124
"PIT",108,"control","second",21,"CSminus",9,18,36,78,29,40,162
"PIT",108,"control","second",22,"CSplus",7,20,36,91,25,36,163
"PIT",108,"control","second",23,"CSplus",8,30,34,153,32,39,195
"PIT",108,"control","second",24,"CSplus",9,20,35,100,25,36,147.5
"PIT",108,"control","second",25,"BL",7,18,33,107,21,35,151
"PIT",108,"control","second",26,"BL",8,15,34,67,20,34,127
"PIT",108,"control","second",27,"BL",9,23,32,126,27,36,188
"PIT",108,"control","second",28,"CSplus",10,15,34,99.5,26,36,158.5
"PIT",108,"control","second",29,"CSplus",11,26,36,87,33,37,154
"PIT",108,"control","second",30,"CSplus",12,13,33,119,21,35,197
"PIT",108,"control","second",31,"CSminus",10,20,32,87,25,36,148
"PIT",108,"control","second",32,"CSminus",11,19,33,110,23,37,151
"PIT",108,"control","second",33,"CSminus",12,23,35,96,30,37,160.5
"PIT",108,"control","second",34,"BL",10,25,36,133,29,37,187
"PIT",108,"control","second",35,"BL",11,19,32,91,26,38,145
"PIT",108,"control","second",36,"BL",12,19,35,154,20,38,177
"PIT",108,"control","second",37,"CSplus",13,28,33,132,33,37,199
"PIT",108,"control","second",38,"CSplus",14,23,34,109,29,36,168
"PIT",108,"control","second",39,"CSplus",15,26,35,87,32,38,153
"PIT",108,"control","second",40,"BL",13,15,33,94,18,36,143
"PIT",108,"control","second",41,"BL",14,25,33,91,33,34,181
"PIT",108,"control","second",42,"BL",15,21,31,68,29,35,126
"PIT",108,"control","second",43,"CSminus",13,18,34,87,21,36,126.5
"PIT",108,"control","second",44,"CSminus",14,8,35,34,10,39,60
"PIT",108,"control","second",45,"CSminus",15,8,35,39,10,37,60
"PIT",109,"control","second",1,"CSminus",1,8,32,140,8,35,154
"PIT",109,"control","second",2,"CSminus",2,14,32,126,14,35,143
"PIT",109,"control","second",3,"CSminus",3,19,34,153,19,37,177
"PIT",109,"control","second",4,"BL",1,21,35,163,21,38,187
"PIT",109,"control","second",5,"BL",2,23,34,149,23,36,180
"PIT",109,"control","second",6,"BL",3,24,33,169,24,35,202
"PIT",109,"control","second",7,"CSplus",1,22,31,168,22,34,200
"PIT",109,"control","second",8,"CSplus",2,22,38,148,22,39,183
"PIT",109,"control","second",9,"CSplus",3,23,33,147.5,23,40,180.5
"PIT",109,"control","second",10,"CSminus",4,22,36,124,22,37,161
"PIT",109,"control","second",11,"CSminus",5,21,34,92,22,38,135
"PIT",109,"control","second",12,"CSminus",6,22,37,98.5,23,40,140.5
"PIT",109,"control","second",13,"BL",4,24,35,172,24,37,202.5
"PIT",109,"control","second",14,"BL",5,24,36,175.5,24,39,199.5
"PIT",109,"control","second",15,"BL",6,25,34,161,25,35,192
"PIT",109,"control","second",16,"CSplus",4,27,37,139.5,27,39,182.5
"PIT",109,"control","second",17,"CSplus",5,27,35,166,27,38,199
"PIT",109,"control","second",18,"CSplus",6,25,33,114,27,37,167
"PIT",109,"control","second",19,"CSminus",7,27,33,162,27,35,199
"PIT",109,"control","second",20,"CSminus",8,26,33,141,26,38,181
"PIT",109,"control","second",21,"CSminus",9,25,33,155,26,35,190.5
"PIT",109,"control","second",22,"BL",7,27,33,152,27,34,191
"PIT",109,"control","second",23,"BL",8,25,33,114,25,39,163
"PIT",109,"control","second",24,"BL",9,24,34,102,25,36,155
"PIT",109,"control","second",25,"CSplus",7,28,34,120,28,34,163
"PIT",109,"control","second",26,"CSplus",8,25,35,95,27,37,148.5
"PIT",109,"control","second",27,"CSplus",9,21,33,72,28,38,137
"PIT",109,"control","second",28,"BL",10,28,34,117,28,35,164
"PIT",109,"control","second",29,"BL",11,15,32,46,27,35,110
"PIT",109,"control","second",30,"BL",12,17,32,57.5,28,34,130.5
"PIT",109,"control","second",31,"CSplus",10,25,35,82,29,38,144
"PIT",109,"control","second",32,"CSplus",11,17,33,53,26,36,118
"PIT",109,"control","second",33,"CSplus",12,19,36,63,27,38,127
"PIT",109,"control","second",34,"CSminus",10,23,33,102,27,37,145
"PIT",109,"control","second",35,"CSminus",11,26,33,90,29,34,146
"PIT",109,"control","second",36,"CSminus",12,21,37,64,29,42,126
"PIT",109,"control","second",37,"CSminus",13,21,35,64,28,36,132
"PIT",109,"control","second",38,"CSminus",14,27,37,138,28,38,181.5
"PIT",109,"control","second",39,"CSminus",15,29,37,127,29,39,180.5
"PIT",109,"control","second",40,"CSplus",13,26,31,113,29,34,168
"PIT",109,"control","second",41,"CSplus",14,18,31,60,26,35,122
"PIT",109,"control","second",42,"CSplus",15,26,32,80,30,35,145.5
"PIT",109,"control","second",43,"BL",13,26,34,101,28,37,157
"PIT",109,"control","second",44,"BL",14,26,34,95.5,29,34,151.5
"PIT",109,"control","second",45,"BL",15,26,34,114,25,37,157
"PIT",112,"control","second",1,"CSminus",1,10,31,67,10,32,72
"PIT",112,"control","second",2,"CSminus",2,14,32,77,14,32,87
"PIT",112,"control","second",3,"CSminus",3,17,30,97,17,31,112
"PIT",112,"control","second",4,"BL",1,15,34,90,15,35,102
"PIT",112,"control","second",5,"BL",2,14,28,75,14,31,88
"PIT",112,"control","second",6,"BL",3,15,28,112,15,30,120
