"task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"pav",249,"obese","second",24,"CSplus",12,0.3825641,1,91.75824
"pav",249,"obese","second",25,"CSminus",13,0.3558365,1,50
"pav",249,"obese","second",26,"CSplus",13,0.4902845,1,91.75824
"pav",249,"obese","second",27,"CSplus",14,0.3509638,1,91.75824
"pav",249,"obese","second",28,"CSminus",14,0.4099759,1,50
"pav",249,"obese","second",29,"CSminus",15,0.4322876,1,50
"pav",249,"obese","second",30,"CSplus",15,0.4566599,1,91.75824
"pav",249,"obese","second",31,"CSplus",16,0.4310617,1,91.75824
"pav",249,"obese","second",32,"CSminus",16,0.3430942,1,50
"pav",249,"obese","second",33,"CSplus",17,0.3618972,1,91.75824
"pav",249,"obese","second",34,"CSminus",17,0.4115122,1,50
"pav",249,"obese","second",35,"CSminus",18,0.3864375,1,50
"pav",249,"obese","second",36,"CSplus",18,0.4618571,1,91.75824
"pav",249,"obese","second",37,"CSminus",19,0.4090102,1,50
"pav",249,"obese","second",38,"CSplus",19,0.3084269,1,91.75824
"pav",249,"obese","second",39,"CSminus",20,0.4130735,1,50
"pav",249,"obese","second",40,"CSplus",20,0.4360504,1,91.75824
"pav",250,"obese","second",1,"CSplus",1,0.359498,1,50.54945
"pav",250,"obese","second",2,"CSminus",1,0.4242993,1,50
"pav",250,"obese","second",3,"CSminus",2,0.2493345,1,50
"pav",250,"obese","second",4,"CSplus",2,0.4152465,1,50.54945
"pav",250,"obese","second",5,"CSplus",3,0.3514938,1,50.54945
"pav",250,"obese","second",6,"CSminus",3,0.3198943,1,50
"pav",250,"obese","second",7,"CSminus",4,0.3164582,1,50
"pav",250,"obese","second",8,"CSplus",4,0.2036389,1,50.54945
"pav",250,"obese","second",9,"CSminus",5,0.2204017,1,50
"pav",250,"obese","second",10,"CSplus",5,0.340216,1,50.54945
"pav",250,"obese","second",11,"CSminus",6,0.1867837,1,50
"pav",250,"obese","second",12,"CSplus",6,0.4395971,1,50.54945
"pav",250,"obese","second",13,"CSplus",7,0.3146277,1,50.54945
"pav",250,"obese","second",14,"CSminus",7,0.2491023,1,50
"pav",250,"obese","second",15,"CSplus",8,0.3737943,1,50.54945
"pav",250,"obese","second",16,"CSminus",8,0.211985,1,50
"pav",250,"obese","second",17,"CSplus",9,0.2433261,1,50.54945
"pav",250,"obese","second",18,"CSminus",9,0.3174876,1,50
"pav",250,"obese","second",19,"CSplus",10,0.4013104,1,50.54945
"pav",250,"obese","second",20,"CSminus",10,0.374962,1,50
"pav",250,"obese","second",21,"CSminus",11,0.3503896,1,50
"pav",250,"obese","second",22,"CSplus",11,0.3426351,1,50.54945
"pav",250,"obese","second",23,"CSplus",12,0.2429778,1,50.54945
"pav",250,"obese","second",24,"CSminus",12,0.3106847,1,50
"pav",250,"obese","second",25,"CSplus",13,0.2189547,1,50.54945
"pav",250,"obese","second",26,"CSminus",13,0.256556,1,50
"pav",250,"obese","second",27,"CSplus",14,0.3463218,1,50.54945
"pav",250,"obese","second",28,"CSminus",14,0.292625,1,50
"pav",250,"obese","second",29,"CSplus",15,0.326639,1,50.54945
"pav",250,"obese","second",30,"CSminus",15,0.3692735,1,50
"pav",250,"obese","second",31,"CSplus",16,0.2959394,1,50.54945
"pav",250,"obese","second",32,"CSminus",16,0.2828702,1,50
"pav",250,"obese","second",33,"CSminus",17,0.3251267,1,50
"pav",250,"obese","second",34,"CSplus",17,0.3044532,1,50.54945
"pav",250,"obese","second",35,"CSminus",18,0.288824,1,50
"pav",250,"obese","second",36,"CSplus",18,0.6007565,1,50.54945
"pav",250,"obese","second",37,"CSminus",19,0.4121087,1,50
"pav",250,"obese","second",38,"CSplus",19,0.01168976,1,50.54945
"pav",250,"obese","second",39,"CSminus",20,0.58335,1,50
"pav",250,"obese","second",40,"CSplus",20,0.3231415,1,50.54945
"pav",251,"obese","second",1,"CSminus",1,0.3822769,1,43.68132
"pav",251,"obese","second",2,"CSplus",1,0.7363185,1,44.23077
"pav",251,"obese","second",3,"CSplus",2,0.793614,1,44.23077
"pav",251,"obese","second",4,"CSminus",2,0,0,43.68132
"pav",251,"obese","second",5,"CSminus",3,0.9989216,0,43.68132
"pav",251,"obese","second",6,"CSplus",3,0,0,44.23077
"pav",251,"obese","second",7,"CSplus",4,0,0,44.23077
"pav",251,"obese","second",8,"CSminus",4,0,0,43.68132
"pav",251,"obese","second",9,"CSplus",5,0.8275766,1,44.23077
"pav",251,"obese","second",10,"CSminus",5,0,0,43.68132
"pav",251,"obese","second",11,"CSminus",6,0,0,43.68132
"pav",251,"obese","second",12,"CSplus",6,0,0,44.23077
"pav",251,"obese","second",13,"CSplus",7,0,0,44.23077
"pav",251,"obese","second",14,"CSminus",7,0,0,43.68132
"pav",251,"obese","second",15,"CSminus",8,0,0,43.68132
"pav",251,"obese","second",16,"CSplus",8,0.8305722,1,44.23077
"pav",251,"obese","second",17,"CSplus",9,0.8210218,1,44.23077
"pav",251,"obese","second",18,"CSminus",9,0,0,43.68132
"pav",251,"obese","second",19,"CSplus",10,0,0,44.23077
"pav",251,"obese","second",20,"CSminus",10,0,0,43.68132
"pav",251,"obese","second",21,"CSplus",11,0,0,44.23077
"pav",251,"obese","second",22,"CSminus",11,0,0,43.68132
"pav",251,"obese","second",23,"CSminus",12,0.9808036,1,43.68132
"pav",251,"obese","second",24,"CSplus",12,0,0,44.23077
"pav",251,"obese","second",25,"CSplus",13,0,0,44.23077
"pav",251,"obese","second",26,"CSminus",13,0,0,43.68132
"pav",251,"obese","second",27,"CSminus",14,0.5080616,1,43.68132
"pav",251,"obese","second",28,"CSplus",14,0,0,44.23077
"pav",251,"obese","second",29,"CSminus",15,0,0,43.68132
"pav",251,"obese","second",30,"CSplus",15,0.5461902,1,44.23077
"pav",251,"obese","second",31,"CSminus",16,0.7231732,1,43.68132
"pav",251,"obese","second",32,"CSplus",16,0.9639882,1,44.23077
"pav",251,"obese","second",33,"CSplus",17,0,0,44.23077
"pav",251,"obese","second",34,"CSminus",17,0.8381404,1,43.68132
"pav",251,"obese","second",35,"CSminus",18,0,0,43.68132
"pav",251,"obese","second",36,"CSplus",18,0.6949535,1,44.23077
"pav",251,"obese","second",37,"CSminus",19,0,0,43.68132
"pav",251,"obese","second",38,"CSplus",19,0.824735,1,44.23077
"pav",251,"obese","second",39,"CSminus",20,0.6801022,1,43.68132
"pav",251,"obese","second",40,"CSplus",20,0.9268746,1,44.23077
"pav",252,"obese","second",1,"CSminus",1,0.3393136,1,61.81319
"pav",252,"obese","second",2,"CSplus",1,0.3805535,1,42.30769
"pav",252,"obese","second",3,"CSminus",2,0.3085425,1,61.81319
"pav",252,"obese","second",4,"CSplus",2,0.3549806,1,42.30769
"pav",252,"obese","second",5,"CSplus",3,0.3771937,1,42.30769
"pav",252,"obese","second",6,"CSminus",3,0.4611059,1,61.81319
"pav",252,"obese","second",7,"CSplus",4,0.3402246,1,42.30769
"pav",252,"obese","second",8,"CSminus",4,0.4008051,1,61.81319
"pav",252,"obese","second",9,"CSminus",5,0.2760682,1,61.81319
"pav",252,"obese","second",10,"CSplus",5,0.5122061,1,42.30769
"pav",252,"obese","second",11,"CSplus",6,0.4665078,1,42.30769
"pav",252,"obese","second",12,"CSminus",6,0.4359113,1,61.81319
"pav",252,"obese","second",13,"CSplus",7,0.3921835,1,42.30769
"pav",252,"obese","second",14,"CSminus",7,0.3696678,1,61.81319
"pav",252,"obese","second",15,"CSminus",8,0.2917163,1,61.81319
"pav",252,"obese","second",16,"CSplus",8,0.3304909,1,42.30769
"pav",252,"obese","second",17,"CSminus",9,0.5870956,1,61.81319
"pav",252,"obese","second",18,"CSplus",9,0.3549419,1,42.30769
"pav",252,"obese","second",19,"CSplus",10,0.1445914,1,42.30769
"pav",252,"obese","second",20,"CSminus",10,0.281945,1,61.81319
"pav",252,"obese","second",21,"CSminus",11,0.3860458,1,61.81319
"pav",252,"obese","second",22,"CSplus",11,0.3256239,1,42.30769
"pav",252,"obese","second",23,"CSminus",12,0.4875923,1,61.81319
"pav",252,"obese","second",24,"CSplus",12,0.3975598,1,42.30769
"pav",252,"obese","second",25,"CSplus",13,0.5982778,1,42.30769
"pav",252,"obese","second",26,"CSminus",13,0.4483561,1,61.81319
"pav",252,"obese","second",27,"CSplus",14,0.2802648,1,42.30769
"pav",252,"obese","second",28,"CSminus",14,0.2939947,1,61.81319
"pav",252,"obese","second",29,"CSminus",15,0.5173838,1,61.81319
"pav",252,"obese","second",30,"CSplus",15,0.6592631,1,42.30769
"pav",252,"obese","second",31,"CSplus",16,0.3239422,1,42.30769
"pav",252,"obese","second",32,"CSminus",16,0.3521857,1,61.81319
"pav",252,"obese","second",33,"CSplus",17,0.3405836,1,42.30769
"pav",252,"obese","second",34,"CSminus",17,0.4519173,1,61.81319
"pav",252,"obese","second",35,"CSminus",18,0.6654122,1,61.81319
"pav",252,"obese","second",36,"CSplus",18,0.3093956,1,42.30769
"pav",252,"obese","second",37,"CSplus",19,0.8433863,1,42.30769
"pav",252,"obese","second",38,"CSminus",19,0.3693346,1,61.81319
"pav",252,"obese","second",39,"CSplus",20,0.3027125,1,42.30769
"pav",252,"obese","second",40,"CSminus",20,0.4832887,1,61.81319
"pav",253,"obese","second",1,"CSminus",1,0.3912263,1,50
"pav",253,"obese","second",2,"CSplus",1,0.3786973,1,50
"pav",253,"obese","second",3,"CSplus",2,0.4047859,1,50
"pav",253,"obese","second",4,"CSminus",2,0.458132,1,50
"pav",253,"obese","second",5,"CSminus",3,0.4334936,1,50
"pav",253,"obese","second",6,"CSplus",3,0.4055617,1,50
"pav",253,"obese","second",7,"CSminus",4,0.6642586,1,50
"pav",253,"obese","second",8,"CSplus",4,0.4858383,1,50
"pav",253,"obese","second",9,"CSminus",5,0.4609997,1,50
"pav",253,"obese","second",10,"CSplus",5,0.6321192,1,50
"pav",253,"obese","second",11,"CSminus",6,0.468064,1,50
"pav",253,"obese","second",12,"CSplus",6,0.8933374,1,50
"pav",253,"obese","second",13,"CSminus",7,0.5381439,1,50
"pav",253,"obese","second",14,"CSplus",7,0.4929426,1,50
"pav",253,"obese","second",15,"CSplus",8,0.4536016,1,50
"pav",253,"obese","second",16,"CSminus",8,0.3406393,1,50
"pav",253,"obese","second",17,"CSplus",9,0,0,50
"pav",253,"obese","second",18,"CSminus",9,0.5306782,1,50
"pav",253,"obese","second",19,"CSplus",10,0.4916791,1,50
"pav",253,"obese","second",20,"CSminus",10,0.3434067,1,50
"pav",253,"obese","second",21,"CSplus",11,0.6676221,1,50
"pav",253,"obese","second",22,"CSminus",11,0.8088092,1,50
"pav",253,"obese","second",23,"CSminus",12,0.4520298,1,50
"pav",253,"obese","second",24,"CSplus",12,0.6444313,1,50
"pav",253,"obese","second",25,"CSminus",13,0.3963998,1,50
"pav",253,"obese","second",26,"CSplus",13,0.4576086,1,50
"pav",253,"obese","second",27,"CSplus",14,0.4367008,1,50
"pav",253,"obese","second",28,"CSminus",14,0.7694738,1,50
"pav",253,"obese","second",29,"CSminus",15,0.482443,1,50
"pav",253,"obese","second",30,"CSplus",15,0.3950891,1,50
"pav",253,"obese","second",31,"CSplus",16,0,0,50
"pav",253,"obese","second",32,"CSminus",16,0.420925,1,50
"pav",253,"obese","second",33,"CSminus",17,0.7615334,1,50
"pav",253,"obese","second",34,"CSplus",17,0.4658147,1,50
"pav",253,"obese","second",35,"CSplus",18,0,0,50
"pav",253,"obese","second",36,"CSminus",18,0,0,50
"pav",253,"obese","second",37,"CSminus",19,0.4630648,1,50
"pav",253,"obese","second",38,"CSplus",19,0.5154168,1,50
"pav",253,"obese","second",39,"CSminus",20,0.4761364,1,50
"pav",253,"obese","second",40,"CSplus",20,0.4461986,1,50
"pav",254,"obese","second",1,"CSminus",1,0.2628934,1,29.94505
"pav",254,"obese","second",2,"CSplus",1,0.3373095,1,85.43956
"pav",254,"obese","second",3,"CSplus",2,0.3050797,1,85.43956
"pav",254,"obese","second",4,"CSminus",2,0.4302412,1,29.94505
"pav",254,"obese","second",5,"CSminus",3,0.4641588,1,29.94505
"pav",254,"obese","second",6,"CSplus",3,0.4181984,1,85.43956
"pav",254,"obese","second",7,"CSplus",4,0.281875,1,85.43956
"pav",254,"obese","second",8,"CSminus",4,0.3534457,1,29.94505
"pav",254,"obese","second",9,"CSplus",5,0.3068008,1,85.43956
"pav",254,"obese","second",10,"CSminus",5,0.2912013,1,29.94505
"pav",254,"obese","second",11,"CSminus",6,0.7391119,1,29.94505
"pav",254,"obese","second",12,"CSplus",6,0.2309857,1,85.43956
"pav",254,"obese","second",13,"CSplus",7,0.2306194,1,85.43956
"pav",254,"obese","second",14,"CSminus",7,0.4305585,1,29.94505
"pav",254,"obese","second",15,"CSplus",8,0.3712076,1,85.43956
"pav",254,"obese","second",16,"CSminus",8,0.3840452,1,29.94505
"pav",254,"obese","second",17,"CSplus",9,0.3184304,1,85.43956
"pav",254,"obese","second",18,"CSminus",9,0.3993775,1,29.94505
"pav",254,"obese","second",19,"CSminus",10,0.5620446,1,29.94505
"pav",254,"obese","second",20,"CSplus",10,0.2279993,1,85.43956
"pav",254,"obese","second",21,"CSplus",11,0.21427,1,85.43956
"pav",254,"obese","second",22,"CSminus",11,0.6505893,1,29.94505
"pav",254,"obese","second",23,"CSplus",12,0.3794264,0,85.43956
"pav",254,"obese","second",24,"CSminus",12,0.4865852,1,29.94505
"pav",254,"obese","second",25,"CSminus",13,0.4800149,1,29.94505
"pav",254,"obese","second",26,"CSplus",13,0.2534236,1,85.43956
"pav",254,"obese","second",27,"CSminus",14,0.2861582,1,29.94505
"pav",254,"obese","second",28,"CSplus",14,0.4781742,1,85.43956
"pav",254,"obese","second",29,"CSplus",15,0.2655592,1,85.43956
"pav",254,"obese","second",30,"CSminus",15,0.4530682,1,29.94505
"pav",254,"obese","second",31,"CSplus",16,0.3725023,1,85.43956
"pav",254,"obese","second",32,"CSminus",16,0.5333915,1,29.94505
"pav",254,"obese","second",33,"CSminus",17,0.4721753,1,29.94505
"pav",254,"obese","second",34,"CSplus",17,0.2198341,1,85.43956
"pav",254,"obese","second",35,"CSminus",18,0.3014224,1,29.94505
"pav",254,"obese","second",36,"CSplus",18,0.2209984,1,85.43956
"pav",254,"obese","second",37,"CSplus",19,0.2373043,1,85.43956
"pav",254,"obese","second",38,"CSminus",19,0,0,29.94505
"pav",254,"obese","second",39,"CSminus",20,0.5893816,1,29.94505
"pav",254,"obese","second",40,"CSplus",20,0.2128496,1,85.43956
"pav",256,"obese","second",1,"CSminus",1,0,0,50
"pav",256,"obese","second",2,"CSplus",1,0,0,50
"pav",256,"obese","second",3,"CSplus",2,0,0,50
"pav",256,"obese","second",4,"CSminus",2,0,0,50
"pav",256,"obese","second",5,"CSminus",3,0.9990878,0,50
"pav",256,"obese","second",6,"CSplus",3,0,0,50
"pav",256,"obese","second",7,"CSminus",4,0,0,50
"pav",256,"obese","second",8,"CSplus",4,0,0,50
"pav",256,"obese","second",9,"CSminus",5,0,0,50
"pav",256,"obese","second",10,"CSplus",5,0,0,50
"pav",256,"obese","second",11,"CSplus",6,0,0,50
"pav",256,"obese","second",12,"CSminus",6,0,0,50
"pav",256,"obese","second",13,"CSminus",7,0,0,50
"pav",256,"obese","second",14,"CSplus",7,0,0,50
"pav",256,"obese","second",15,"CSminus",8,0,0,50
"pav",256,"obese","second",16,"CSplus",8,0,0,50
"pav",256,"obese","second",17,"CSplus",9,0,0,50
"pav",256,"obese","second",18,"CSminus",9,0,0,50
"pav",256,"obese","second",19,"CSminus",10,0,0,50
"pav",256,"obese","second",20,"CSplus",10,0,0,50
"pav",256,"obese","second",21,"CSminus",11,0,0,50
"pav",256,"obese","second",22,"CSplus",11,0,0,50
"pav",256,"obese","second",23,"CSplus",12,0,0,50
"pav",256,"obese","second",24,"CSminus",12,0,0,50
"pav",256,"obese","second",25,"CSplus",13,0,0,50
"pav",256,"obese","second",26,"CSminus",13,0,0,50
"pav",256,"obese","second",27,"CSminus",14,0,0,50
"pav",256,"obese","second",28,"CSplus",14,0,0,50
"pav",256,"obese","second",29,"CSminus",15,0,0,50
"pav",256,"obese","second",30,"CSplus",15,0,0,50
"pav",256,"obese","second",31,"CSplus",16,0,0,50
"pav",256,"obese","second",32,"CSminus",16,0,0,50
"pav",256,"obese","second",33,"CSminus",17,0,0,50
"pav",256,"obese","second",34,"CSplus",17,0,0,50
"pav",256,"obese","second",35,"CSplus",18,0,0,50
"pav",256,"obese","second",36,"CSminus",18,0,0,50
"pav",256,"obese","second",37,"CSminus",19,0,0,50
"pav",256,"obese","second",38,"CSplus",19,0,0,50
"pav",256,"obese","second",39,"CSplus",20,0,0,50
"pav",256,"obese","second",40,"CSminus",20,0,0,50
"pav",258,"obese","second",1,"CSplus",1,0.2825039,1,30.49451
"pav",258,"obese","second",2,"CSminus",1,0.3687112,1,50
"pav",258,"obese","second",3,"CSplus",2,0.2619172,1,30.49451
"pav",258,"obese","second",4,"CSminus",2,0.2775828,1,50
"pav",258,"obese","second",5,"CSplus",3,0.3174391,1,30.49451
"pav",258,"obese","second",6,"CSminus",3,0.325629,1,50
"pav",258,"obese","second",7,"CSplus",4,0.3747182,1,30.49451
"pav",258,"obese","second",8,"CSminus",4,0.3416831,1,50
"pav",258,"obese","second",9,"CSplus",5,0.4352732,1,30.49451
"pav",258,"obese","second",10,"CSminus",5,0.4108986,1,50
"pav",258,"obese","second",11,"CSminus",6,0.4054607,1,50
"pav",258,"obese","second",12,"CSplus",6,0.3253919,1,30.49451
"pav",258,"obese","second",13,"CSminus",7,0.3652474,1,50
"pav",258,"obese","second",14,"CSplus",7,0.3303806,1,30.49451
"pav",258,"obese","second",15,"CSplus",8,0.3252132,1,30.49451
"pav",258,"obese","second",16,"CSminus",8,0.3916568,1,50
"pav",258,"obese","second",17,"CSminus",9,0.3519486,1,50
"pav",258,"obese","second",18,"CSplus",9,0.324593,1,30.49451
"pav",258,"obese","second",19,"CSminus",10,0.4041545,1,50
"pav",258,"obese","second",20,"CSplus",10,0.324663,1,30.49451
"pav",258,"obese","second",21,"CSminus",11,0.3342368,1,50
"pav",258,"obese","second",22,"CSplus",11,0.4041912,1,30.49451
"pav",258,"obese","second",23,"CSplus",12,0.3399274,1,30.49451
"pav",258,"obese","second",24,"CSminus",12,0.3656497,1,50
"pav",258,"obese","second",25,"CSminus",13,0.3507714,1,50
"pav",258,"obese","second",26,"CSplus",13,0.3433693,1,30.49451
"pav",258,"obese","second",27,"CSplus",14,0.3809409,1,30.49451
"pav",258,"obese","second",28,"CSminus",14,0.310528,1,50
"pav",258,"obese","second",29,"CSplus",15,0.3397402,1,30.49451
"pav",258,"obese","second",30,"CSminus",15,0.3756027,1,50
"pav",258,"obese","second",31,"CSminus",16,0.3242309,1,50
"pav",258,"obese","second",32,"CSplus",16,0.3174541,1,30.49451
"pav",258,"obese","second",33,"CSminus",17,0.4186927,1,50
"pav",258,"obese","second",34,"CSplus",17,0.3039739,1,30.49451
"pav",258,"obese","second",35,"CSplus",18,0.3880746,1,30.49451
"pav",258,"obese","second",36,"CSminus",18,0.293635,1,50
"pav",258,"obese","second",37,"CSplus",19,0.3793183,1,30.49451
"pav",258,"obese","second",38,"CSminus",19,0.4140598,1,50
"pav",258,"obese","second",39,"CSminus",20,0.2553045,1,50
"pav",258,"obese","second",40,"CSplus",20,0.3368059,1,30.49451
"pav",259,"obese","second",1,"CSminus",1,0.3411707,1,64.01099
"pav",259,"obese","second",2,"CSplus",1,0.4316615,1,70.6044
"pav",259,"obese","second",3,"CSminus",2,0.355982,1,64.01099
"pav",259,"obese","second",4,"CSplus",2,0.3048157,1,70.6044
"pav",259,"obese","second",5,"CSminus",3,0.4575178,1,64.01099
"pav",259,"obese","second",6,"CSplus",3,0.4345755,1,70.6044
"pav",259,"obese","second",7,"CSplus",4,0.2689937,1,70.6044
"pav",259,"obese","second",8,"CSminus",4,0.463066,1,64.01099
"pav",259,"obese","second",9,"CSplus",5,0.3577668,1,70.6044
"pav",259,"obese","second",10,"CSminus",5,0.2951757,1,64.01099
"pav",259,"obese","second",11,"CSminus",6,0.310347,1,64.01099
"pav",259,"obese","second",12,"CSplus",6,0.5285894,1,70.6044
"pav",259,"obese","second",13,"CSplus",7,0.389171,1,70.6044
"pav",259,"obese","second",14,"CSminus",7,0.276433,1,64.01099
"pav",259,"obese","second",15,"CSminus",8,0.2649879,1,64.01099
"pav",259,"obese","second",16,"CSplus",8,0.3047171,1,70.6044
"pav",259,"obese","second",17,"CSminus",9,0.3914491,1,64.01099
"pav",259,"obese","second",18,"CSplus",9,0.2696707,1,70.6044
"pav",259,"obese","second",19,"CSminus",10,0.395839,1,64.01099
"pav",259,"obese","second",20,"CSplus",10,0.2585085,1,70.6044
"pav",259,"obese","second",21,"CSminus",11,0.3771522,1,64.01099
"pav",259,"obese","second",22,"CSplus",11,0.3684999,1,70.6044
"pav",259,"obese","second",23,"CSplus",12,0.4662885,1,70.6044
"pav",259,"obese","second",24,"CSminus",12,0.3318273,1,64.01099
"pav",259,"obese","second",25,"CSminus",13,0.5593634,1,64.01099
"pav",259,"obese","second",26,"CSplus",13,0.304087,1,70.6044
"pav",259,"obese","second",27,"CSplus",14,0.37616,1,70.6044
"pav",259,"obese","second",28,"CSminus",14,0.2909403,1,64.01099
"pav",259,"obese","second",29,"CSminus",15,0.3447252,1,64.01099
"pav",259,"obese","second",30,"CSplus",15,0.2344632,1,70.6044
"pav",259,"obese","second",31,"CSplus",16,0.2496107,1,70.6044
"pav",259,"obese","second",32,"CSminus",16,0.37705,1,64.01099
"pav",259,"obese","second",33,"CSplus",17,0.2826182,1,70.6044
"pav",259,"obese","second",34,"CSminus",17,0.4338592,1,64.01099
"pav",259,"obese","second",35,"CSminus",18,0.4914772,1,64.01099
"pav",259,"obese","second",36,"CSplus",18,0.360999,1,70.6044
"pav",259,"obese","second",37,"CSplus",19,0.2504938,1,70.6044
"pav",259,"obese","second",38,"CSminus",19,0.2807568,1,64.01099
"pav",259,"obese","second",39,"CSplus",20,0.4972056,1,70.6044
"pav",259,"obese","second",40,"CSminus",20,0.2102306,1,64.01099
"pav",262,"obese","second",1,"CSplus",1,0.3289002,1,91.75824
"pav",262,"obese","second",2,"CSminus",1,0.3182431,1,34.61538
"pav",262,"obese","second",3,"CSminus",2,0.3039044,1,34.61538
"pav",262,"obese","second",4,"CSplus",2,0.3259802,1,91.75824
"pav",262,"obese","second",5,"CSplus",3,0.4889466,1,91.75824
"pav",262,"obese","second",6,"CSminus",3,0.3859486,1,34.61538
"pav",262,"obese","second",7,"CSminus",4,0.3716477,1,34.61538
"pav",262,"obese","second",8,"CSplus",4,0.3933095,1,91.75824
"pav",262,"obese","second",9,"CSminus",5,0.4284903,1,34.61538
"pav",262,"obese","second",10,"CSplus",5,0.4212532,1,91.75824
"pav",262,"obese","second",11,"CSplus",6,0.3673303,1,91.75824
"pav",262,"obese","second",12,"CSminus",6,0.3394725,1,34.61538
"pav",262,"obese","second",13,"CSplus",7,0.3663474,1,91.75824
"pav",262,"obese","second",14,"CSminus",7,0.3159172,1,34.61538
"pav",262,"obese","second",15,"CSplus",8,0.4139049,1,91.75824
"pav",262,"obese","second",16,"CSminus",8,0.5892765,1,34.61538
"pav",262,"obese","second",17,"CSminus",9,0.2971399,1,34.61538
"pav",262,"obese","second",18,"CSplus",9,0.41825,1,91.75824
"pav",262,"obese","second",19,"CSminus",10,0.4079328,1,34.61538
"pav",262,"obese","second",20,"CSplus",10,0.4946579,1,91.75824
"pav",262,"obese","second",21,"CSminus",11,0.4267208,1,34.61538
"pav",262,"obese","second",22,"CSplus",11,0.477905,1,91.75824
"pav",262,"obese","second",23,"CSminus",12,0.4507185,1,34.61538
"pav",262,"obese","second",24,"CSplus",12,0.4112965,1,91.75824
"pav",262,"obese","second",25,"CSplus",13,0.4916385,1,91.75824
"pav",262,"obese","second",26,"CSminus",13,0.4310722,1,34.61538
"pav",262,"obese","second",27,"CSplus",14,0.4090178,1,91.75824
"pav",262,"obese","second",28,"CSminus",14,0.4978805,1,34.61538
"pav",262,"obese","second",29,"CSminus",15,0.470243,1,34.61538
"pav",262,"obese","second",30,"CSplus",15,0.4583194,1,91.75824
"pav",262,"obese","second",31,"CSminus",16,0.3216087,1,34.61538
"pav",262,"obese","second",32,"CSplus",16,0.395246,1,91.75824
"pav",262,"obese","second",33,"CSplus",17,0.4698617,1,91.75824
"pav",262,"obese","second",34,"CSminus",17,0.3730281,1,34.61538
"pav",262,"obese","second",35,"CSplus",18,0.4143514,1,91.75824
"pav",262,"obese","second",36,"CSminus",18,0.5087506,1,34.61538
"pav",262,"obese","second",37,"CSminus",19,0.4324087,1,34.61538
"pav",262,"obese","second",38,"CSplus",19,0.287177,1,91.75824
"pav",262,"obese","second",39,"CSplus",20,0.5132447,1,91.75824
"pav",262,"obese","second",40,"CSminus",20,0.5864256,1,34.61538
"pav",263,"obese","second",1,"CSplus",1,0.3017029,1,91.75824
"pav",263,"obese","second",2,"CSminus",1,0.4372053,1,37.08791
"pav",263,"obese","second",3,"CSminus",2,0.4339699,1,37.08791
"pav",263,"obese","second",4,"CSplus",2,0.3531956,1,91.75824
"pav",263,"obese","second",5,"CSminus",3,0.3031563,1,37.08791
"pav",263,"obese","second",6,"CSplus",3,0.3089986,1,91.75824
"pav",263,"obese","second",7,"CSminus",4,0.476706,1,37.08791
"pav",263,"obese","second",8,"CSplus",4,0.5650701,1,91.75824
"pav",263,"obese","second",9,"CSminus",5,0.3630152,1,37.08791
"pav",263,"obese","second",10,"CSplus",5,0.438882,1,91.75824
"pav",263,"obese","second",11,"CSplus",6,0.4086839,1,91.75824
"pav",263,"obese","second",12,"CSminus",6,0.4517135,1,37.08791
"pav",263,"obese","second",13,"CSplus",7,0.354981,1,91.75824
"pav",263,"obese","second",14,"CSminus",7,0.359278,1,37.08791
"pav",263,"obese","second",15,"CSminus",8,0.3719058,1,37.08791
"pav",263,"obese","second",16,"CSplus",8,0.3994243,1,91.75824
"pav",263,"obese","second",17,"CSminus",9,0.2908394,1,37.08791
"pav",263,"obese","second",18,"CSplus",9,0.4830266,1,91.75824
"pav",263,"obese","second",19,"CSplus",10,0.4187313,1,91.75824
"pav",263,"obese","second",20,"CSminus",10,0.3329136,1,37.08791
"pav",263,"obese","second",21,"CSplus",11,0.3544176,1,91.75824
"pav",263,"obese","second",22,"CSminus",11,0.6832421,1,37.08791
"pav",263,"obese","second",23,"CSplus",12,0.4138546,1,91.75824
"pav",263,"obese","second",24,"CSminus",12,0.4152026,1,37.08791
"pav",263,"obese","second",25,"CSminus",13,0.3788268,1,37.08791
"pav",263,"obese","second",26,"CSplus",13,0.3289047,1,91.75824
"pav",263,"obese","second",27,"CSplus",14,0.4949411,1,91.75824
"pav",263,"obese","second",28,"CSminus",14,0.2474336,1,37.08791
"pav",263,"obese","second",29,"CSminus",15,0.4117393,1,37.08791
"pav",263,"obese","second",30,"CSplus",15,0.3177095,1,91.75824
"pav",263,"obese","second",31,"CSminus",16,0.2445079,1,37.08791
"pav",263,"obese","second",32,"CSplus",16,0.2658404,1,91.75824
"pav",263,"obese","second",33,"CSplus",17,0.4189969,1,91.75824
"pav",263,"obese","second",34,"CSminus",17,0.3029595,1,37.08791
"pav",263,"obese","second",35,"CSminus",18,0.306697,1,37.08791
"pav",263,"obese","second",36,"CSplus",18,0.3495419,1,91.75824
"pav",263,"obese","second",37,"CSplus",19,0.3395209,1,91.75824
"pav",263,"obese","second",38,"CSminus",19,0.3199204,1,37.08791
"pav",263,"obese","second",39,"CSminus",20,0.3089034,1,37.08791
"pav",263,"obese","second",40,"CSplus",20,0.3267546,1,91.75824
"pav",264,"obese","second",1,"CSminus",1,0.4048326,1,66.20879
