"task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"pav",204,"obese","second",1,"CSminus",1,0.2994447,1,52.47253
"pav",204,"obese","second",2,"CSplus",1,0.2972705,1,59.89011
"pav",204,"obese","second",3,"CSplus",2,0.334274,1,59.89011
"pav",204,"obese","second",4,"CSminus",2,0.318859,1,52.47253
"pav",204,"obese","second",5,"CSminus",3,0.3942851,1,52.47253
"pav",204,"obese","second",6,"CSplus",3,0.328964,1,59.89011
"pav",204,"obese","second",7,"CSplus",4,0.3332499,1,59.89011
"pav",204,"obese","second",8,"CSminus",4,0.4232071,1,52.47253
"pav",204,"obese","second",9,"CSplus",5,0.2985512,1,59.89011
"pav",204,"obese","second",10,"CSminus",5,0.5466087,1,52.47253
"pav",204,"obese","second",11,"CSminus",6,0.2779444,1,52.47253
"pav",204,"obese","second",12,"CSplus",6,0.3048914,1,59.89011
"pav",204,"obese","second",13,"CSplus",7,0.307396,1,59.89011
"pav",204,"obese","second",14,"CSminus",7,0.3473631,1,52.47253
"pav",204,"obese","second",15,"CSminus",8,0.3325443,1,52.47253
"pav",204,"obese","second",16,"CSplus",8,0.3459599,1,59.89011
"pav",204,"obese","second",17,"CSminus",9,0.4326113,1,52.47253
"pav",204,"obese","second",18,"CSplus",9,0.3505936,1,59.89011
"pav",204,"obese","second",19,"CSplus",10,0.3837782,1,59.89011
"pav",204,"obese","second",20,"CSminus",10,0.5478586,1,52.47253
"pav",204,"obese","second",21,"CSminus",11,0.3280983,1,52.47253
"pav",204,"obese","second",22,"CSplus",11,0.3105777,1,59.89011
"pav",204,"obese","second",23,"CSminus",12,0.3908763,1,52.47253
"pav",204,"obese","second",24,"CSplus",12,0.3780249,1,59.89011
"pav",204,"obese","second",25,"CSplus",13,0.3475889,1,59.89011
"pav",204,"obese","second",26,"CSminus",13,0.3015545,1,52.47253
"pav",204,"obese","second",27,"CSplus",14,0.3593695,1,59.89011
"pav",204,"obese","second",28,"CSminus",14,0.4425499,1,52.47253
"pav",204,"obese","second",29,"CSplus",15,0.2731353,1,59.89011
"pav",204,"obese","second",30,"CSminus",15,0.3056583,1,52.47253
"pav",204,"obese","second",31,"CSminus",16,0.3758038,1,52.47253
"pav",204,"obese","second",32,"CSplus",16,0.3557843,1,59.89011
"pav",204,"obese","second",33,"CSminus",17,0.3924444,1,52.47253
"pav",204,"obese","second",34,"CSplus",17,0.3172832,1,59.89011
"pav",204,"obese","second",35,"CSplus",18,0.2272083,1,59.89011
"pav",204,"obese","second",36,"CSminus",18,0.3174106,1,52.47253
"pav",204,"obese","second",37,"CSplus",19,0.2756268,1,59.89011
"pav",204,"obese","second",38,"CSminus",19,0.3698888,1,52.47253
"pav",204,"obese","second",39,"CSplus",20,0.2810696,1,59.89011
"pav",204,"obese","second",40,"CSminus",20,0.4076134,1,52.47253
"pav",205,"obese","second",1,"CSminus",1,0.6493843,1,50
"pav",205,"obese","second",2,"CSplus",1,0.4916694,1,50
"pav",205,"obese","second",3,"CSplus",2,0.4577372,1,50
"pav",205,"obese","second",4,"CSminus",2,0.489424,1,50
"pav",205,"obese","second",5,"CSplus",3,0.823155,1,50
"pav",205,"obese","second",6,"CSminus",3,0,0,50
"pav",205,"obese","second",7,"CSminus",4,0.5066313,1,50
"pav",205,"obese","second",8,"CSplus",4,0.5567612,1,50
"pav",205,"obese","second",9,"CSplus",5,0,0,50
"pav",205,"obese","second",10,"CSminus",5,0,0,50
"pav",205,"obese","second",11,"CSminus",6,0.4938158,1,50
"pav",205,"obese","second",12,"CSplus",6,0.634825,1,50
"pav",205,"obese","second",13,"CSminus",7,0.7990696,1,50
"pav",205,"obese","second",14,"CSplus",7,0.9534861,1,50
"pav",205,"obese","second",15,"CSminus",8,0.4821004,1,50
"pav",205,"obese","second",16,"CSplus",8,0.5172386,1,50
"pav",205,"obese","second",17,"CSminus",9,0,0,50
"pav",205,"obese","second",18,"CSplus",9,0,0,50
"pav",205,"obese","second",19,"CSplus",10,0.5385827,1,50
"pav",205,"obese","second",20,"CSminus",10,0.6686029,1,50
"pav",205,"obese","second",21,"CSplus",11,0.6002317,1,50
"pav",205,"obese","second",22,"CSminus",11,0.737344,1,50
"pav",205,"obese","second",23,"CSplus",12,0.695055,1,50
"pav",205,"obese","second",24,"CSminus",12,0.6292872,1,50
"pav",205,"obese","second",25,"CSminus",13,0.7752071,1,50
"pav",205,"obese","second",26,"CSplus",13,0.5233748,1,50
"pav",205,"obese","second",27,"CSplus",14,0.4455151,1,50
"pav",205,"obese","second",28,"CSminus",14,0,0,50
"pav",205,"obese","second",29,"CSminus",15,0,0,50
"pav",205,"obese","second",30,"CSplus",15,0,0,50
"pav",205,"obese","second",31,"CSminus",16,0.8990927,1,50
"pav",205,"obese","second",32,"CSplus",16,0.5036286,1,50
"pav",205,"obese","second",33,"CSminus",17,0.0001494614,1,50
"pav",205,"obese","second",34,"CSplus",17,0,0,50
"pav",205,"obese","second",35,"CSplus",18,0.5325549,1,50
"pav",205,"obese","second",36,"CSminus",18,0,0,50
"pav",205,"obese","second",37,"CSminus",19,0,0,50
"pav",205,"obese","second",38,"CSplus",19,0,0,50
"pav",205,"obese","second",39,"CSminus",20,0.5341604,1,50
"pav",205,"obese","second",40,"CSplus",20,0.8733504,1,50
"pav",206,"obese","second",1,"CSminus",1,0.2957083,1,75.82418
"pav",206,"obese","second",2,"CSplus",1,0.3477747,1,71.7033
"pav",206,"obese","second",3,"CSminus",2,0.3723682,1,75.82418
"pav",206,"obese","second",4,"CSplus",2,0.4614723,1,71.7033
"pav",206,"obese","second",5,"CSplus",3,0.3241222,1,71.7033
"pav",206,"obese","second",6,"CSminus",3,0.390266,1,75.82418
"pav",206,"obese","second",7,"CSplus",4,0.3191511,1,71.7033
"pav",206,"obese","second",8,"CSminus",4,0.4275896,1,75.82418
"pav",206,"obese","second",9,"CSplus",5,0.3926702,1,71.7033
"pav",206,"obese","second",10,"CSminus",5,0.4020124,1,75.82418
"pav",206,"obese","second",11,"CSminus",6,0.4246889,1,75.82418
"pav",206,"obese","second",12,"CSplus",6,0.3529764,1,71.7033
"pav",206,"obese","second",13,"CSminus",7,0.4313438,1,75.82418
"pav",206,"obese","second",14,"CSplus",7,0.4704148,1,71.7033
"pav",206,"obese","second",15,"CSminus",8,0.2851974,1,75.82418
"pav",206,"obese","second",16,"CSplus",8,0.465904,1,71.7033
"pav",206,"obese","second",17,"CSplus",9,0.4674682,1,71.7033
"pav",206,"obese","second",18,"CSminus",9,0.4429157,1,75.82418
"pav",206,"obese","second",19,"CSminus",10,0.4824136,1,75.82418
"pav",206,"obese","second",20,"CSplus",10,0.4397119,1,71.7033
"pav",206,"obese","second",21,"CSminus",11,0.4834076,1,75.82418
"pav",206,"obese","second",22,"CSplus",11,0.417743,1,71.7033
"pav",206,"obese","second",23,"CSminus",12,0.5431723,1,75.82418
"pav",206,"obese","second",24,"CSplus",12,0.4895581,1,71.7033
"pav",206,"obese","second",25,"CSminus",13,0.441467,1,75.82418
"pav",206,"obese","second",26,"CSplus",13,0.6367081,1,71.7033
"pav",206,"obese","second",27,"CSminus",14,0.5534067,1,75.82418
"pav",206,"obese","second",28,"CSplus",14,0.5027821,1,71.7033
"pav",206,"obese","second",29,"CSplus",15,0.5785609,1,71.7033
"pav",206,"obese","second",30,"CSminus",15,0.6992016,1,75.82418
"pav",206,"obese","second",31,"CSplus",16,0.5645696,1,71.7033
"pav",206,"obese","second",32,"CSminus",16,0,0,75.82418
"pav",206,"obese","second",33,"CSminus",17,0.44734,1,75.82418
"pav",206,"obese","second",34,"CSplus",17,0.4648497,1,71.7033
"pav",206,"obese","second",35,"CSminus",18,0.7678741,1,75.82418
"pav",206,"obese","second",36,"CSplus",18,0.4953785,1,71.7033
"pav",206,"obese","second",37,"CSplus",19,0,0,71.7033
"pav",206,"obese","second",38,"CSminus",19,0.4477217,1,75.82418
"pav",206,"obese","second",39,"CSminus",20,0.5153662,1,75.82418
"pav",206,"obese","second",40,"CSplus",20,0,0,71.7033
"pav",207,"obese","second",1,"CSminus",1,0.2705242,1,32.41758
"pav",207,"obese","second",2,"CSplus",1,0.4321352,1,29.3956
"pav",207,"obese","second",3,"CSminus",2,0.3850503,1,32.41758
"pav",207,"obese","second",4,"CSplus",2,0.4093485,1,29.3956
"pav",207,"obese","second",5,"CSminus",3,0.3496333,1,32.41758
"pav",207,"obese","second",6,"CSplus",3,0.5668439,1,29.3956
"pav",207,"obese","second",7,"CSplus",4,0.2636406,1,29.3956
"pav",207,"obese","second",8,"CSminus",4,0.2836243,1,32.41758
"pav",207,"obese","second",9,"CSplus",5,0.4557577,1,29.3956
"pav",207,"obese","second",10,"CSminus",5,0.3119742,1,32.41758
"pav",207,"obese","second",11,"CSplus",6,0.3285758,1,29.3956
"pav",207,"obese","second",12,"CSminus",6,0.4824333,1,32.41758
"pav",207,"obese","second",13,"CSplus",7,0.2561225,1,29.3956
"pav",207,"obese","second",14,"CSminus",7,0.2563201,1,32.41758
"pav",207,"obese","second",15,"CSminus",8,0.4269589,1,32.41758
"pav",207,"obese","second",16,"CSplus",8,0.3399253,1,29.3956
"pav",207,"obese","second",17,"CSminus",9,0.3923444,1,32.41758
"pav",207,"obese","second",18,"CSplus",9,0.5341818,1,29.3956
"pav",207,"obese","second",19,"CSplus",10,0.325997,1,29.3956
"pav",207,"obese","second",20,"CSminus",10,0.5102664,1,32.41758
"pav",207,"obese","second",21,"CSplus",11,0.3593487,1,29.3956
"pav",207,"obese","second",22,"CSminus",11,0.317249,1,32.41758
"pav",207,"obese","second",23,"CSplus",12,0.285594,1,29.3956
"pav",207,"obese","second",24,"CSminus",12,0.2846863,1,32.41758
"pav",207,"obese","second",25,"CSplus",13,0.6164983,1,29.3956
"pav",207,"obese","second",26,"CSminus",13,0.5638303,1,32.41758
"pav",207,"obese","second",27,"CSplus",14,0.3239892,1,29.3956
"pav",207,"obese","second",28,"CSminus",14,0.3637659,1,32.41758
"pav",207,"obese","second",29,"CSminus",15,0.4212087,1,32.41758
"pav",207,"obese","second",30,"CSplus",15,0.7235595,1,29.3956
"pav",207,"obese","second",31,"CSplus",16,0.4010697,1,29.3956
"pav",207,"obese","second",32,"CSminus",16,0.9183888,1,32.41758
"pav",207,"obese","second",33,"CSminus",17,0.8247321,1,32.41758
"pav",207,"obese","second",34,"CSplus",17,0.4912786,1,29.3956
"pav",207,"obese","second",35,"CSplus",18,0.3291059,1,29.3956
"pav",207,"obese","second",36,"CSminus",18,0.5979501,1,32.41758
"pav",207,"obese","second",37,"CSminus",19,0.3280263,1,32.41758
"pav",207,"obese","second",38,"CSplus",19,0,0,29.3956
"pav",207,"obese","second",39,"CSminus",20,0.3056197,1,32.41758
"pav",207,"obese","second",40,"CSplus",20,0.3152495,1,29.3956
"pav",208,"obese","second",1,"CSminus",1,0.3213095,1,72.25275
"pav",208,"obese","second",2,"CSplus",1,0.3536122,1,91.75824
"pav",208,"obese","second",3,"CSplus",2,0.4300937,1,91.75824
"pav",208,"obese","second",4,"CSminus",2,0.3968015,1,72.25275
"pav",208,"obese","second",5,"CSplus",3,0.5066522,1,91.75824
"pav",208,"obese","second",6,"CSminus",3,0.2823621,1,72.25275
"pav",208,"obese","second",7,"CSplus",4,0.4257137,1,91.75824
"pav",208,"obese","second",8,"CSminus",4,0.298394,1,72.25275
"pav",208,"obese","second",9,"CSminus",5,0.3473261,1,72.25275
"pav",208,"obese","second",10,"CSplus",5,0.4625766,1,91.75824
"pav",208,"obese","second",11,"CSplus",6,0.3003431,1,91.75824
"pav",208,"obese","second",12,"CSminus",6,0.3976351,1,72.25275
"pav",208,"obese","second",13,"CSminus",7,0.3531981,1,72.25275
"pav",208,"obese","second",14,"CSplus",7,0.4912938,1,91.75824
"pav",208,"obese","second",15,"CSplus",8,0.3742764,1,91.75824
"pav",208,"obese","second",16,"CSminus",8,0.5160657,1,72.25275
"pav",208,"obese","second",17,"CSminus",9,0.4651986,1,72.25275
"pav",208,"obese","second",18,"CSplus",9,0.5800867,1,91.75824
"pav",208,"obese","second",19,"CSminus",10,0.4983805,1,72.25275
"pav",208,"obese","second",20,"CSplus",10,0.5509817,1,91.75824
"pav",208,"obese","second",21,"CSplus",11,0.3663318,1,91.75824
"pav",208,"obese","second",22,"CSminus",11,0.4141125,1,72.25275
"pav",208,"obese","second",23,"CSplus",12,0.3422662,1,91.75824
"pav",208,"obese","second",24,"CSminus",12,0.5331538,1,72.25275
"pav",208,"obese","second",25,"CSplus",13,0.5480458,1,91.75824
"pav",208,"obese","second",26,"CSminus",13,0.5125578,1,72.25275
"pav",208,"obese","second",27,"CSplus",14,0.5910642,1,91.75824
"pav",208,"obese","second",28,"CSminus",14,0.4036989,1,72.25275
"pav",208,"obese","second",29,"CSplus",15,0.5907874,1,91.75824
"pav",208,"obese","second",30,"CSminus",15,0.6594642,1,72.25275
"pav",208,"obese","second",31,"CSplus",16,0.4226979,1,91.75824
"pav",208,"obese","second",32,"CSminus",16,0.3683595,1,72.25275
"pav",208,"obese","second",33,"CSminus",17,0.5160378,1,72.25275
"pav",208,"obese","second",34,"CSplus",17,0.3737119,1,91.75824
"pav",208,"obese","second",35,"CSplus",18,0.4609495,1,91.75824
"pav",208,"obese","second",36,"CSminus",18,0.6229512,1,72.25275
"pav",208,"obese","second",37,"CSminus",19,0.416839,1,72.25275
"pav",208,"obese","second",38,"CSplus",19,0.4506973,1,91.75824
"pav",208,"obese","second",39,"CSminus",20,0.544468,1,72.25275
"pav",208,"obese","second",40,"CSplus",20,0.5483229,1,91.75824
"pav",209,"obese","second",1,"CSplus",1,0.4345312,1,81.59341
"pav",209,"obese","second",2,"CSminus",1,0.3834796,1,23.07692
"pav",209,"obese","second",3,"CSplus",2,0.3752242,1,81.59341
"pav",209,"obese","second",4,"CSminus",2,0.5070983,1,23.07692
"pav",209,"obese","second",5,"CSplus",3,0.396154,1,81.59341
"pav",209,"obese","second",6,"CSminus",3,0.6895381,1,23.07692
"pav",209,"obese","second",7,"CSminus",4,0.3318201,1,23.07692
"pav",209,"obese","second",8,"CSplus",4,0.4697278,1,81.59341
"pav",209,"obese","second",9,"CSplus",5,0.3702285,1,81.59341
"pav",209,"obese","second",10,"CSminus",5,0.4689311,1,23.07692
"pav",209,"obese","second",11,"CSplus",6,0.3847067,1,81.59341
"pav",209,"obese","second",12,"CSminus",6,0.7382481,1,23.07692
"pav",209,"obese","second",13,"CSplus",7,0.5153033,1,81.59341
"pav",209,"obese","second",14,"CSminus",7,0.3639768,1,23.07692
"pav",209,"obese","second",15,"CSminus",8,0.5391898,1,23.07692
"pav",209,"obese","second",16,"CSplus",8,0.6788462,1,81.59341
"pav",209,"obese","second",17,"CSminus",9,0.4634116,1,23.07692
"pav",209,"obese","second",18,"CSplus",9,0.4543823,1,81.59341
"pav",209,"obese","second",19,"CSplus",10,0.6595788,1,81.59341
"pav",209,"obese","second",20,"CSminus",10,0.6693509,1,23.07692
"pav",209,"obese","second",21,"CSminus",11,0.4125562,1,23.07692
"pav",209,"obese","second",22,"CSplus",11,0.3634601,1,81.59341
"pav",209,"obese","second",23,"CSminus",12,0.7618338,1,23.07692
"pav",209,"obese","second",24,"CSplus",12,0.6531536,1,81.59341
"pav",209,"obese","second",25,"CSminus",13,0.8724112,1,23.07692
"pav",209,"obese","second",26,"CSplus",13,0.3533968,1,81.59341
"pav",209,"obese","second",27,"CSminus",14,0.5267166,1,23.07692
"pav",209,"obese","second",28,"CSplus",14,0.8778797,1,81.59341
"pav",209,"obese","second",29,"CSminus",15,0.6778625,1,23.07692
"pav",209,"obese","second",30,"CSplus",15,0.7153167,1,81.59341
"pav",209,"obese","second",31,"CSplus",16,0.4711175,1,81.59341
"pav",209,"obese","second",32,"CSminus",16,0.5452491,1,23.07692
"pav",209,"obese","second",33,"CSplus",17,0.3692849,1,81.59341
"pav",209,"obese","second",34,"CSminus",17,0.4757605,1,23.07692
"pav",209,"obese","second",35,"CSplus",18,0.3674744,1,81.59341
"pav",209,"obese","second",36,"CSminus",18,0.5536456,1,23.07692
"pav",209,"obese","second",37,"CSminus",19,0.3821854,1,23.07692
"pav",209,"obese","second",38,"CSplus",19,0.6529207,1,81.59341
"pav",209,"obese","second",39,"CSplus",20,0.6385965,1,81.59341
"pav",209,"obese","second",40,"CSminus",20,0,0,23.07692
"pav",210,"obese","second",1,"CSplus",1,0.3981151,1,60.98901
"pav",210,"obese","second",2,"CSminus",1,0.4976105,1,29.94505
"pav",210,"obese","second",3,"CSplus",2,0.5259868,1,60.98901
"pav",210,"obese","second",4,"CSminus",2,0.6470095,1,29.94505
"pav",210,"obese","second",5,"CSminus",3,0.4113606,1,29.94505
"pav",210,"obese","second",6,"CSplus",3,0.5106716,1,60.98901
"pav",210,"obese","second",7,"CSminus",4,0.4876362,1,29.94505
"pav",210,"obese","second",8,"CSplus",4,0.4543269,1,60.98901
"pav",210,"obese","second",9,"CSplus",5,0.4004299,1,60.98901
"pav",210,"obese","second",10,"CSminus",5,0.5560412,1,29.94505
"pav",210,"obese","second",11,"CSplus",6,0.4312463,1,60.98901
"pav",210,"obese","second",12,"CSminus",6,0.4470715,1,29.94505
"pav",210,"obese","second",13,"CSminus",7,0.4895917,1,29.94505
"pav",210,"obese","second",14,"CSplus",7,0.4804235,1,60.98901
"pav",210,"obese","second",15,"CSminus",8,0.5307684,1,29.94505
"pav",210,"obese","second",16,"CSplus",8,0.6223464,1,60.98901
"pav",210,"obese","second",17,"CSminus",9,0.5008528,1,29.94505
"pav",210,"obese","second",18,"CSplus",9,0.501739,1,60.98901
"pav",210,"obese","second",19,"CSminus",10,0.4974165,1,29.94505
"pav",210,"obese","second",20,"CSplus",10,0.5581388,1,60.98901
"pav",210,"obese","second",21,"CSplus",11,0.5039759,1,60.98901
"pav",210,"obese","second",22,"CSminus",11,0.5050398,1,29.94505
"pav",210,"obese","second",23,"CSplus",12,0.5992369,1,60.98901
"pav",210,"obese","second",24,"CSminus",12,0,0,29.94505
"pav",210,"obese","second",25,"CSminus",13,0.433352,1,29.94505
"pav",210,"obese","second",26,"CSplus",13,0.4119905,1,60.98901
"pav",210,"obese","second",27,"CSminus",14,0.5073507,1,29.94505
"pav",210,"obese","second",28,"CSplus",14,0.4520234,1,60.98901
"pav",210,"obese","second",29,"CSplus",15,0.5423213,1,60.98901
"pav",210,"obese","second",30,"CSminus",15,0.518835,1,29.94505
"pav",210,"obese","second",31,"CSminus",16,0.4919944,1,29.94505
"pav",210,"obese","second",32,"CSplus",16,0,0,60.98901
"pav",210,"obese","second",33,"CSplus",17,0.4266245,1,60.98901
"pav",210,"obese","second",34,"CSminus",17,0.5019831,1,29.94505
"pav",210,"obese","second",35,"CSplus",18,0.5035021,1,60.98901
"pav",210,"obese","second",36,"CSminus",18,0.7156272,1,29.94505
"pav",210,"obese","second",37,"CSminus",19,0.4694282,1,29.94505
"pav",210,"obese","second",38,"CSplus",19,0.5181528,1,60.98901
"pav",210,"obese","second",39,"CSplus",20,0.5047867,1,60.98901
"pav",210,"obese","second",40,"CSminus",20,0.4766734,1,29.94505
"pav",211,"obese","second",1,"CSplus",1,0.3659601,1,50
"pav",211,"obese","second",2,"CSminus",1,0.3272761,1,49.72527
"pav",211,"obese","second",3,"CSplus",2,0.409082,1,50
"pav",211,"obese","second",4,"CSminus",2,0.4605527,1,49.72527
"pav",211,"obese","second",5,"CSminus",3,0.4617099,1,49.72527
"pav",211,"obese","second",6,"CSplus",3,0.4267109,1,50
"pav",211,"obese","second",7,"CSplus",4,0.4140608,1,50
"pav",211,"obese","second",8,"CSminus",4,0.5446038,1,49.72527
"pav",211,"obese","second",9,"CSplus",5,0.432386,1,50
"pav",211,"obese","second",10,"CSminus",5,0.4626927,1,49.72527
"pav",211,"obese","second",11,"CSplus",6,0.4683068,1,50
"pav",211,"obese","second",12,"CSminus",6,0.4367224,1,49.72527
"pav",211,"obese","second",13,"CSplus",7,0.4195601,1,50
"pav",211,"obese","second",14,"CSminus",7,0.3673412,1,49.72527
"pav",211,"obese","second",15,"CSplus",8,0.4514114,1,50
"pav",211,"obese","second",16,"CSminus",8,0.3997621,1,49.72527
"pav",211,"obese","second",17,"CSminus",9,0.4003195,1,49.72527
"pav",211,"obese","second",18,"CSplus",9,0.3670547,1,50
"pav",211,"obese","second",19,"CSplus",10,0.4247086,1,50
"pav",211,"obese","second",20,"CSminus",10,0.4262225,1,49.72527
"pav",211,"obese","second",21,"CSplus",11,0.4531386,1,50
"pav",211,"obese","second",22,"CSminus",11,0.5859969,1,49.72527
"pav",211,"obese","second",23,"CSminus",12,0.3719004,1,49.72527
"pav",211,"obese","second",24,"CSplus",12,0.534703,1,50
"pav",211,"obese","second",25,"CSplus",13,0.4802998,1,50
"pav",211,"obese","second",26,"CSminus",13,0.9058079,1,49.72527
"pav",211,"obese","second",27,"CSplus",14,0.5328921,1,50
"pav",211,"obese","second",28,"CSminus",14,0.4633329,1,49.72527
"pav",211,"obese","second",29,"CSplus",15,0.5358265,1,50
"pav",211,"obese","second",30,"CSminus",15,0.522813,1,49.72527
"pav",211,"obese","second",31,"CSminus",16,0.4342671,1,49.72527
"pav",211,"obese","second",32,"CSplus",16,0.4418606,1,50
"pav",211,"obese","second",33,"CSminus",17,0.4263876,1,49.72527
"pav",211,"obese","second",34,"CSplus",17,0.3939587,1,50
"pav",211,"obese","second",35,"CSplus",18,0.3617982,1,50
"pav",211,"obese","second",36,"CSminus",18,0.624661,1,49.72527
"pav",211,"obese","second",37,"CSplus",19,0.7601086,1,50
"pav",211,"obese","second",38,"CSminus",19,0.389836,1,49.72527
"pav",211,"obese","second",39,"CSminus",20,0.3330802,1,49.72527
"pav",211,"obese","second",40,"CSplus",20,0.3767509,1,50
"pav",213,"obese","second",1,"CSplus",1,0.3273852,1,80.21978
"pav",213,"obese","second",2,"CSminus",1,0.3948713,1,50
"pav",213,"obese","second",3,"CSplus",2,0.4043554,1,80.21978
"pav",213,"obese","second",4,"CSminus",2,0.4038025,1,50
"pav",213,"obese","second",5,"CSminus",3,0.4502539,1,50
"pav",213,"obese","second",6,"CSplus",3,0.3997324,1,80.21978
"pav",213,"obese","second",7,"CSminus",4,0.420771,1,50
"pav",213,"obese","second",8,"CSplus",4,0.423435,1,80.21978
"pav",213,"obese","second",9,"CSminus",5,0.4254216,1,50
"pav",213,"obese","second",10,"CSplus",5,0.4553292,1,80.21978
"pav",213,"obese","second",11,"CSplus",6,0.7912389,1,80.21978
"pav",213,"obese","second",12,"CSminus",6,0.8765328,1,50
"pav",213,"obese","second",13,"CSminus",7,0.2878162,1,50
"pav",213,"obese","second",14,"CSplus",7,0.3655863,1,80.21978
"pav",213,"obese","second",15,"CSplus",8,0.5071785,1,80.21978
"pav",213,"obese","second",16,"CSminus",8,0.5374787,1,50
"pav",213,"obese","second",17,"CSplus",9,0.4173042,1,80.21978
"pav",213,"obese","second",18,"CSminus",9,0.4722319,1,50
"pav",213,"obese","second",19,"CSminus",10,0.3788801,1,50
"pav",213,"obese","second",20,"CSplus",10,0.6241604,1,80.21978
"pav",213,"obese","second",21,"CSminus",11,0.56325,1,50
"pav",213,"obese","second",22,"CSplus",11,0.3783118,1,80.21978
"pav",213,"obese","second",23,"CSplus",12,0.6562666,1,80.21978
"pav",213,"obese","second",24,"CSminus",12,0.60821,1,50
"pav",213,"obese","second",25,"CSplus",13,0.4305178,1,80.21978
"pav",213,"obese","second",26,"CSminus",13,0.9105416,1,50
"pav",213,"obese","second",27,"CSminus",14,0.370464,1,50
"pav",213,"obese","second",28,"CSplus",14,0.2827617,1,80.21978
"pav",213,"obese","second",29,"CSplus",15,0.7687823,1,80.21978
"pav",213,"obese","second",30,"CSminus",15,0.3699361,1,50
"pav",213,"obese","second",31,"CSminus",16,0.316859,1,50
"pav",213,"obese","second",32,"CSplus",16,0.358951,1,80.21978
"pav",213,"obese","second",33,"CSplus",17,0.2976807,1,80.21978
"pav",213,"obese","second",34,"CSminus",17,0.3294511,1,50
"pav",213,"obese","second",35,"CSminus",18,0.315909,1,50
"pav",213,"obese","second",36,"CSplus",18,0.3677625,1,80.21978
"pav",213,"obese","second",37,"CSplus",19,0.6567968,1,80.21978
"pav",213,"obese","second",38,"CSminus",19,0.3955811,1,50
"pav",213,"obese","second",39,"CSplus",20,0.6770294,1,80.21978
"pav",213,"obese","second",40,"CSminus",20,0,0,50
"pav",214,"obese","second",1,"CSminus",1,0.4390324,1,53.84615
"pav",214,"obese","second",2,"CSplus",1,0.4839937,1,66.48352
"pav",214,"obese","second",3,"CSplus",2,0.5359812,1,66.48352
"pav",214,"obese","second",4,"CSminus",2,0.5853321,1,53.84615
"pav",214,"obese","second",5,"CSminus",3,0.5574418,1,53.84615
"pav",214,"obese","second",6,"CSplus",3,0.6112931,1,66.48352
"pav",214,"obese","second",7,"CSminus",4,0.4030423,1,53.84615
"pav",214,"obese","second",8,"CSplus",4,0.6262855,1,66.48352
"pav",214,"obese","second",9,"CSplus",5,0.4615549,1,66.48352
"pav",214,"obese","second",10,"CSminus",5,0.5945361,1,53.84615
"pav",214,"obese","second",11,"CSminus",6,0.302347,1,53.84615
"pav",214,"obese","second",12,"CSplus",6,0.8177331,1,66.48352
"pav",214,"obese","second",13,"CSplus",7,0.3995868,1,66.48352
"pav",214,"obese","second",14,"CSminus",7,0,0,53.84615
"pav",214,"obese","second",15,"CSminus",8,0.51234,1,53.84615
"pav",214,"obese","second",16,"CSplus",8,0.2658313,1,66.48352
"pav",214,"obese","second",17,"CSplus",9,0.383681,1,66.48352
"pav",214,"obese","second",18,"CSminus",9,0.3929543,1,53.84615
"pav",214,"obese","second",19,"CSplus",10,0.2989097,1,66.48352
"pav",214,"obese","second",20,"CSminus",10,0.3832519,1,53.84615
"pav",214,"obese","second",21,"CSplus",11,0.4253843,1,66.48352
"pav",214,"obese","second",22,"CSminus",11,0.4195283,1,53.84615
"pav",214,"obese","second",23,"CSminus",12,0.4094445,1,53.84615
"pav",214,"obese","second",24,"CSplus",12,0.5655797,1,66.48352
"pav",214,"obese","second",25,"CSminus",13,0.1865542,1,53.84615
"pav",214,"obese","second",26,"CSplus",13,0.3150096,1,66.48352
"pav",214,"obese","second",27,"CSplus",14,0,0,66.48352
"pav",214,"obese","second",28,"CSminus",14,0.3884259,1,53.84615
"pav",214,"obese","second",29,"CSplus",15,0.5000919,1,66.48352
"pav",214,"obese","second",30,"CSminus",15,0.5007375,1,53.84615
"pav",214,"obese","second",31,"CSplus",16,0.8875469,1,66.48352
"pav",214,"obese","second",32,"CSminus",16,0.3781721,1,53.84615
"pav",214,"obese","second",33,"CSminus",17,0,0,53.84615
"pav",214,"obese","second",34,"CSplus",17,0.6530532,1,66.48352
"pav",214,"obese","second",35,"CSminus",18,0.6094483,1,53.84615
"pav",214,"obese","second",36,"CSplus",18,0,0,66.48352
"pav",214,"obese","second",37,"CSplus",19,0.6850854,1,66.48352
"pav",214,"obese","second",38,"CSminus",19,0,0,53.84615
"pav",214,"obese","second",39,"CSminus",20,0.4368389,1,53.84615
"pav",214,"obese","second",40,"CSplus",20,0.4761755,1,66.48352
"pav",215,"obese","second",1,"CSminus",1,0.3271362,1,17.03297
"pav",215,"obese","second",2,"CSplus",1,0.3709045,1,87.63736
"pav",215,"obese","second",3,"CSminus",2,0.9997704,0,17.03297
"pav",215,"obese","second",4,"CSplus",2,0.3773125,1,87.63736
"pav",215,"obese","second",5,"CSplus",3,0.4426687,1,87.63736
"pav",215,"obese","second",6,"CSminus",3,0.4380726,1,17.03297
"pav",215,"obese","second",7,"CSminus",4,0.4207558,1,17.03297
"pav",215,"obese","second",8,"CSplus",4,0,0,87.63736
"pav",215,"obese","second",9,"CSminus",5,0,0,17.03297
"pav",215,"obese","second",10,"CSplus",5,0,0,87.63736
