bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-control121_ses-second_task-inst_run-01_bold	0.002674715447154472	0.01286276967479675	0	32.753766024693874	1.2058440944081628	1.0425257096326535	0.4959370601823206	3070.451416015625	0.2841967058661526	157	63.82113821138211	2.3946266381019146	2.33169	2.6956233333333333	2.15656658097241	0.0181302	-0.019602030515670776	0.011022835969924927	246	70	70	40	6.026668942297318	2.0	3.0	3.0	3.6000001430511475	31.554442578547537	7.491359915534584	35.2647590637207	12.865853309631348	120779.0	6.239837169647217	158.05933990478496	67.09944152832031	6.777387380313998	96.51374859404893	733.6329345703125	740.0772094726562	37289.0	573.1081176757813	896.0007812499999	122.7987289428711	54.1162227652967
sub-control122_ses-second_task-PIT_run-01_bold	0.0020469956140350878	0.01981933513157895	0	38.32328030112092	1.1646491322417583	0.9794514372527469	0.570814749690744	1736.7835693359375	0.3285415231257866	243	53.28947368421053	2.493241821188501	2.45606	2.70866	2.3150054635655035	0.0311972	-0.006565612740814686	0.022501125931739807	456	70	70	40	5.4843193799071335	2.0	3.0	3.0	3.6000001430511475	11.209009402355125	11.519429674644565	56.064273834228516	16.199562072753906	108243.0	6.712719440460205	269.3004455566406	94.59675598144531	4.426533480229786	107.46911481631452	708.791015625	712.88818359375	47507.0	531.5386169433593	892.5041931152342	129.98526000976562	37.51175496354699
sub-control122_ses-second_task-hedonicreactivity_run-01_bold	0.0017367011834319526	0.022809497633136094	0	45.78178539115554	1.2062074480296299	0.9948799638666662	0.5713689282674643	1782.8226318359375	0.5268006025887116	520	76.92307692307692	2.516410709708283	2.47435	2.7320100000000003	2.3428721291248484	0.0362979	-0.0025076265446841717	0.021862709894776344	676	70	70	40	5.4736566101294795	2.0	3.0	3.0	3.6000001430511475	10.18010854078213	11.097583917068974	55.65353775024414	15.881656646728516	107960.0	6.815088748931885	268.3820373535152	93.83613586425781	4.5951559451674076	106.81097480562168	706.4017944335938	710.3180541992188	47615.0	530.1917419433594	888.9819641113281	129.76893615722656	34.49146942596417
sub-control122_ses-second_task-pav_run-01_bold	0.0031558579881656806	0.017289344753451678	0	41.57768996624506	1.258767229644269	1.0412887638537545	0.5700951683132794	1789.248046875	0.35949163745944407	342	67.45562130177515	2.4993449694149814	2.4612266666666667	2.7277166666666663	2.309091574911611	0.0177033	-0.008328964002430439	0.01920974813401699	507	70	70	40	5.465763119985056	2.0	3.0	3.0	3.6000001430511475	12.837963074684215	11.422178866700236	55.802310943603516	15.986193656921387	108073.0	6.585798740386963	268.9427978515623	95.17242431640625	4.277185694163009	108.96972471557467	711.1112060546875	715.071044921875	47583.0	532.4542236328125	895.4674682617188	130.825927734375	40.32575576659292
sub-control122_ses-second_task-inst_run-01_bold	0.0022075619834710744	0.02094702024793389	0	42.7400415348548	1.1507748756431535	1.0039359626970952	0.5711219327855324	1727.3338623046875	0.5003356529728953	201	83.05785123966942	2.499123487658583	2.4494466666666668	2.7180766666666667	2.329847129642415	0.0292141	-0.012470629997551441	0.015329623594880104	242	70	70	40	5.562332625749046	2.0	3.0	3.0	3.6000001430511475	11.320396888699907	11.75054191221803	56.452415466308594	16.516529083251953	108608.0	6.851239204406738	271.01175994873023	95.30671691894531	4.361754379999952	108.00939048438016	710.3240356445312	714.8987426757812	47472.0	532.4125793457031	891.1606903076172	128.5236358642578	36.287171793868765
sub-control123_ses-second_task-PIT_run-01_bold	0.0008088671023965141	0.012505602374727668	0	29.357274871637557	1.1664310747598252	1.0036613840174669	0.5004823110452322	3156.280029296875	0.17636552627278446	113	24.618736383442265	2.439269278768326	2.3019000000000003	2.80658	2.209327836304978	0.0436515	-0.011109849438071251	0.021290546283125877	459	70	70	40	5.90075353999953	2.0	3.0	3.0	3.5999999046325684	24.450629339949607	8.191457992055879	36.39072799682617	13.496731758117676	119101.0	6.435729503631592	156.84967041015625	67.39152526855469	6.891411937090329	94.90595227341305	779.5673828125	787.02392578125	38572.0	593.4194610595704	952.1260253906248	133.3751220703125	54.55006786156446
sub-control123_ses-second_task-hedonicreactivity_run-01_bold	0.0014268955223880597	0.011449748328358208	0	30.081587043383244	1.190898568592814	1.023175151556886	0.5016407642042608	3094.225830078125	0.17806535580924765	105	31.34328358208955	2.44862576029678	2.3133966666666668	2.817833333333333	2.2146472808903397	0.0193003	-0.011357656680047512	0.022330597043037415	335	70	70	40	5.851505798253255	2.0	3.0	3.0	3.5999999046325684	24.006863699991072	8.156524986044385	36.6505241394043	13.498507499694824	119129.0	6.447761058807373	157.97671813964837	67.14883422851562	6.888568730402097	95.25393486809466	773.2913208007812	781.208984375	38663.0	580.2805786132812	945.574920654297	133.50390625	58.08206971443724
sub-control123_ses-second_task-hedonicreactivity_run-02_bold	0.0018316330645161292	0.01740916741935484	1	28.695527448484857	1.0965136271111107	1.005403445515152	0.5046597839159009	2969.662353515625	0.21566103297234288	199	40.12096774193548	2.48183742716544	2.3375733333333333	2.870416666666667	2.2375222814963203	0.0129441	-0.013426044024527073	0.02464752085506916	496	70	70	40	5.784642776490632	2.0	3.0	3.0	3.5999999046325684	22.272443145956597	9.37686066124899	39.916656494140625	14.540322303771973	118867.0	6.631048202514648	169.5768112182617	71.95662689208984	6.260920213295051	104.16176444496678	812.713134765625	821.352783203125	38869.0	609.3431274414063	999.2846435546874	141.98667907714844	46.77186446636915
sub-control123_ses-second_task-pav_run-01_bold	0.0008598	0.012492378859999998	0	28.509440550180365	1.161981534148298	0.9950161577154313	0.5001945871034726	3173.544677734375	0.17093087694835601	141	28.2	2.4433474268721262	2.3056733333333335	2.8200633333333336	2.2043056139497126	0.0314463	-0.012040728703141212	0.02090083248913288	500	70	70	40	5.921181902069247	2.0	3.0	3.0	3.5999999046325684	24.328536080044206	8.255129622060517	36.22706985473633	13.43600082397461	119127.0	6.324000358581543	155.01620635986325	67.22056579589844	6.822495388611122	95.21868867887909	779.3062744140625	787.1280517578125	38562.0	591.1244415283203	950.4068359374999	132.93255615234375	56.27894659526646
sub-control123_ses-second_task-inst_run-01_bold	0.0023312156862745096	0.012553237764705882	1	29.815789718228334	1.1959832475196839	1.0201300538976377	0.5008393186225429	3127.39013671875	0.16622685409217527	64	25.098039215686274	2.4357018712476943	2.298366666666667	2.8122333333333334	2.196505613743083	0.0104664	-0.012658875435590744	0.020487507805228233	255	70	70	40	6.013455629125685	2.0	3.0	3.0	3.5999999046325684	24.139940315197503	8.40722778742868	36.89525604248047	13.49019718170166	119339.0	6.349020004272461	158.3843231201172	68.64154815673828	6.843797654836868	94.72664463816105	778.3787231445312	784.9745483398438	38456.0	596.490234375	948.795166015625	130.53465270996094	56.69897949672304
sub-control124_ses-second_task-PIT_run-01_bold	0.003415912087912088	0.024422795604395607	3	30.62709552918505	1.0196718215198237	0.9456015522687209	0.5399161036425643	2023.6722412109375	0.27756611890465205	128	28.13186813186813	2.5482013173465727	2.44144	2.8193	2.3838639520397176	0.0339036	0.0018813598435372114	0.015455656684935093	455	70	70	40	5.556384778112944	2.0	3.0	3.0	3.5999999046325684	9.567552287286356	9.645061425351404	52.353172302246094	14.665934562683105	117453.0	6.501099109649658	267.6830932617185	92.86449432373047	4.256218726325873	102.10897932980568	681.2684936523438	682.5066528320312	40436.0	510.7285919189453	859.3187255859375	122.83134460449219	32.34062310052104
