"id"	"age"	"gender"
100	0.214494911256083	0
102	1.49393824155553	1
105	-0.984983210899647	1
106	-0.984983210899647	0
107	-0.745087586468501	0
108	-0.984983210899647	1
109	0.134529703112368	1
110	-0.185331129462493	0
112	-1.30484404347451	0
113	1.49393824155553	1
115	-0.825052794612216	0
116	0.374425327543514	1
118	2.3735555311364	1
119	-0.905018002755931	1
120	0.61432095197466	1
121	-0.58515717018107	1
122	-1.30484404347451	0
125	-0.825052794612216	1
126	-1.46477445976194	1
127	-1.30484404347451	0
128	0.374425327543514	0
129	-0.745087586468501	0
130	-0.425226753893639	1
131	0.0545644949686526	0
132	1.25404261712438	0
133	0.854216576405806	1
201	1.41397303341181	1
202	1.57390344969924	1
203	-1.22487883533079	0
204	0.694286160118375	1
205	0.774251368262091	0
206	-0.105365921318778	0
207	-0.745087586468501	1
208	-0.665122378324785	0
209	-0.905018002755931	1
210	0.214494911256083	1
211	0.774251368262091	1
213	1.09411220083695	1
214	-0.105365921318778	1
215	-0.0254007131750627	1
216	0.294460119399799	0
217	0.454390535687229	1
218	-1.06494841904336	1
219	-0.505191962037355	1
220	1.57390344969924	0
221	-0.185331129462493	1
222	-0.825052794612216	1
223	-0.665122378324785	1
224	0.694286160118375	1
225	-0.665122378324785	1
227	-1.06494841904336	1
229	0.694286160118375	0
230	0.694286160118375	1
231	-0.0254007131750627	1
232	0.534355743830945	0
233	-0.425226753893639	0
235	1.25404261712438	1
236	1.73383386598667	0
237	-1.54473966790565	1
238	-0.825052794612216	1
239	-0.105365921318778	0
240	-1.06494841904336	0
241	0.854216576405806	1
244	-0.905018002755931	0
245	-0.425226753893639	1
246	-0.0254007131750627	1
247	1.65386865784296	0
248	0.374425327543514	1
249	2.13365990670525	1
250	-1.38480925161822	0
251	0.934181784549521	1
252	-1.22487883533079	1
253	-0.905018002755931	1
254	-0.984983210899647	1
258	0.694286160118375	1
259	0.214494911256083	1
262	0.454390535687229	0
263	-0.905018002755931	1
264	-0.825052794612216	1
265	-0.505191962037355	1
266	1.97372949041782	1
267	0.934181784549521	1
268	2.13365990670525	1
269	-1.06494841904336	0
270	-0.58515717018107	0
