"","ID","trial","item_condition","run","bin","congr","CS","CS_pupil","CS_DW_L","CS_DW_R","CS_DW_congr","CS_DW_cue","ANT_DW_L","ANT_DW_R","ANT_DW_congr","ANT_DW_cue","US_RT","US_ACC","CS_liking"
"8015","sub-52",77,26,2,"bin03","congr","CSpL",0.02359173,0,0,0,0,0,0,0,0.3333333,0.04905662,1,26.37363
"8016","sub-52",78,29,2,"bin04","congr","CSmi",0.2077822,0,0,0,0,0,0,0,0,NA,1,44.50549
"8017","sub-52",79,30,2,"bin04","congr","CSmi",-0.04874943,0,0,0,0,0,0,0,0.5882353,NA,1,44.50549
"8018","sub-52",80,24,2,"bin03","congr","CSpR",-0.03175731,0,0,0,0,0,0.3065693,0.3065693,0.6861314,-0.3462948,1,68.68132
"8019","sub-52",81,27,2,"bin03","congr","CSpL",-0.09846051,0,0,0,0,0,0,0,0.09375,-0.27414,1,26.37363
"8020","sub-52",82,25,2,"bin03","congr","CSpR",-0.01196144,0,0,0,0,0,0.2556391,0.2556391,0.5112782,-0.1129869,1,68.68132
"8021","sub-52",83,31,2,"bin04","congr","CSmi",0.2025147,0,0,0,0,0.3602941,0.6323529,0.4963235,0,NA,1,44.50549
"8022","sub-52",84,28,2,"bin04","congr","CSpL",-0.108334,0,0,0,0,0,0,0,0.8740741,0.2112906,1,26.37363
"8023","sub-52",85,26,2,"bin03","congr","CSpR",0.2626746,0,0,0,0.8452381,0,1,1,0,-0.2163176,1,68.68132
"8024","sub-52",86,32,2,"bin04","congr","CSmi",0.07031629,0,0,0,0.4736842,0,0,0,1,NA,1,44.50549
"8025","sub-52",87,29,2,"bin04","congr","CSpL",0.4829675,0,0,0,0.2089552,0.5147059,0,0.5147059,0,NA,1,26.37363
"8026","sub-52",88,30,2,"bin04","congr","CSpL",0.006280935,0,0,0,0,0,0,0,0.7591241,-0.007172879,1,26.37363
"8027","sub-52",89,27,2,"bin03","congr","CSpR",-0.08324506,0,0.5,0.5,0.25,0,0.9124088,0.9124088,0.08029197,-0.1760635,1,68.68132
"8028","sub-52",90,28,2,"bin04","congr","CSpR",0.1061675,0,0,0,0.65,0,0.4962963,0.4962963,0.4592593,-0.2563327,1,68.68132
"8029","sub-52",91,31,2,"bin04","congr","CSpL",-0.151257,0,0,0,0,0.6541353,0,0.6541353,0.2105263,-0.07656037,1,26.37363
"8030","sub-52",92,29,2,"bin04","congr","CSpR",-0.05699821,0,0.394958,0.394958,0.4957983,0,1,1,0,-0.008912554,1,68.68132
"8031","sub-52",93,30,2,"bin04","congr","CSpR",-0.1653486,0,0,0,0.725,0,0.8222222,0.8222222,0.1185185,-0.1982187,1,68.68132
"8032","sub-52",94,31,2,"bin04","incongr","CSpR",-0.06699191,0,0,0,0,0,0.2518519,0.2518519,0,-0.07712373,1,68.68132
"8033","sub-52",95,32,2,"bin04","congr","CSpR",0.035023,0,0,0,0,0,0,0,0.9090909,-0.01477093,1,68.68132
"8034","sub-52",96,33,2,"bin04","congr","CSpR",0.06763274,0,0,0,0,0,0.8235294,0.8235294,0.1102941,NA,1,68.68132
"8035","sub-52",97,32,2,"bin04","congr","CSpL",0.01573645,0.2073733,0,0.2073733,0.7465438,0,0,0,0.1838235,0.03340039,1,26.37363
"8036","sub-52",98,33,2,"bin04","congr","CSpL",0.2775893,0.06703911,0,0.06703911,0.7821229,0.4230769,0,0.4230769,0.2538462,-6.433615e-06,1,26.37363
"8037","sub-52",99,34,2,"bin04","congr","CSpL",-0.006673508,0,0,0,0,0.2222222,0,0.2222222,0.6814815,0.1287452,1,26.37363
"8038","sub-52",100,33,2,"bin04","incongr","CSmi",0.1132257,0,0,0,0,0,0.4074074,0.2037037,0.1555556,0.08692612,1,44.50549
"8039","sub-52",101,34,2,"bin04","congr","CSpR",0.07990196,0,0,0,0.7111111,0,0.8308824,0.8308824,0.1029412,-0.1284899,1,68.68132
"8040","sub-52",102,34,2,"bin04","congr","CSmi",-0.09234701,0,0,0,0.6748466,0.6642336,0,0.3321168,0.2846715,NA,1,44.50549
"8041","sub-52",103,35,2,"bin04","congr","CSpR",0.1670544,0,0.1666667,0.1666667,0.3095238,0,0.7810219,0.7810219,0.2116788,-0.2970533,1,68.68132
"8042","sub-52",104,35,2,"bin04","congr","CSmi",-0.2578682,0,0,0,0.7294118,0.3664122,0.259542,0.3129771,0,NA,1,44.50549
"8043","sub-52",105,35,2,"bin04","congr","CSpL",-0.1816702,0,0,0,0.5135135,0.5112782,0.4661654,0.5112782,0,-0.3821677,1,26.37363
"8044","sub-52",106,36,2,"bin04","incongr","CSpL",-0.08928095,0,0,0,0,0.8248175,0,0.8248175,0.1167883,0.1185799,1,26.37363
"8045","sub-52",107,36,2,"bin04","congr","CSpR",0.07290112,0,0,0,0.5611511,0,0.9343066,0.9343066,0,0.05342277,1,68.68132
"8046","sub-52",108,36,2,"bin04","incongr","CSmi",-0.05862198,0,0,0,0.7857143,0.4029851,0,0.2014925,0,0.05661968,1,44.50549
"8047","sub-52",109,37,3,"bin05","congr","CSpL",0.1431184,0,0,0,0,0.619403,0.2985075,0.619403,0.08208955,NA,1,19.23077
"8048","sub-52",110,37,3,"bin05","congr","CSmi",-0.1274323,0,0,0,0,0,0,0,0.4029851,NA,1,53.84615
"8049","sub-52",111,38,3,"bin05","congr","CSmi",-0.2235871,0,0,0,0,0,0,0,1,NA,1,53.84615
"8050","sub-52",112,38,3,"bin05","congr","CSpL",-0.03288881,0,0,0,0,0,0,0,1,NA,1,19.23077
"8051","sub-52",113,39,3,"bin05","congr","CSpL",-0.1161592,0,0,0,0,0.3409091,0,0.3409091,0.1515152,0.1587663,1,19.23077
"8052","sub-52",114,40,3,"bin05","congr","CSpL",-0.1935803,0,0,0,0,0.2462687,0,0.2462687,0.07462687,0.02974627,1,19.23077
"8053","sub-52",115,37,3,"bin05","congr","CSpR",-0.03369626,0,0,0,0.8225806,0,0.6715328,0.6715328,0.2919708,-0.09146374,1,77.47253
"8054","sub-52",116,41,3,"bin05","congr","CSpL",0.1384392,0,0,0,0.9008264,0.9708029,0,0.9708029,0,-0.1472959,1,19.23077
"8055","sub-52",117,42,3,"bin05","congr","CSpL",0.07206417,0,0,0,0.8739496,0.625,0,0.625,0.3014706,-0.01799428,1,19.23077
"8056","sub-52",118,38,3,"bin05","congr","CSpR",-0.03890768,0,0,0,0,0,0.8686131,0.8686131,0.08029197,-0.2027766,1,77.47253
"8057","sub-52",119,39,3,"bin05","congr","CSmi",-0.2669344,0,0,0,0,0,0,0,1,NA,1,53.84615
"8058","sub-52",120,40,3,"bin05","congr","CSmi",-0.341843,0,0,0,0,0,0,0,0,NA,1,53.84615
"8059","sub-52",121,43,3,"bin05","incongr","CSpL",0.05297742,0,0,0,0,0.7153285,0,0.7153285,0.2773723,0.07598698,1,19.23077
"8060","sub-52",122,39,3,"bin05","congr","CSpR",-0.07850602,0,0,0,0,0.4552239,0.4776119,0.4776119,0.01492537,-0.1100918,1,77.47253
"8061","sub-52",123,41,3,"bin05","incongr","CSmi",-0.1326524,0,0,0,0,0.6861314,0,0.3430657,0.2481752,0.04134461,1,53.84615
"8062","sub-52",124,40,3,"bin05","congr","CSpR",-0.1237096,0,0,0,0.9638009,0,0.2272727,0.2272727,0.530303,-0.09442747,1,77.47253
"8063","sub-52",125,42,3,"bin05","congr","CSmi",-0.08010031,0,0,0,0,0.5925926,0,0.2962963,0.362963,NA,1,53.84615
"8064","sub-52",126,44,3,"bin05","congr","CSpL",0.06912258,0,0,0,0.9863014,0,0,0,0.6846154,-0.04878159,1,19.23077
"8065","sub-52",127,41,3,"bin05","congr","CSpR",-0.1099288,0,0,0,0,0,0,0,0,0.1429046,1,77.47253
"8066","sub-52",128,42,3,"bin05","congr","CSpR",0.1817296,0,0,0,0.1636364,0,0.8029197,0.8029197,0.1021898,NA,1,77.47253
"8067","sub-52",129,43,3,"bin05","congr","CSmi",-0.09667045,0,0,0,0,0.1481481,0,0.07407407,0.8,NA,1,53.84615
"8068","sub-52",130,43,3,"bin05","congr","CSpR",-0.2495973,0,0,0,0,0,0,0,0.9166667,0.443236,1,77.47253
"8069","sub-52",131,45,3,"bin05","congr","CSpL",-0.03174312,0,0,0,0,0.2773723,0,0.2773723,0.7226277,-0.1421937,1,19.23077
"8070","sub-52",132,44,3,"bin05","congr","CSpR",-0.1532303,0,0,0,0,0,0.5503876,0.5503876,0.1472868,-0.1370837,1,77.47253
"8071","sub-52",133,44,3,"bin05","congr","CSmi",0.1922222,0,0,0,0.7228261,0.141791,0,0.07089552,0.6865672,NA,1,53.84615
"8072","sub-52",134,46,3,"bin06","incongr","CSpL",-0.1946683,0,0,0,0,1,0,1,0,0.3059252,1,19.23077
"8073","sub-52",135,47,3,"bin06","congr","CSpL",0.07121253,0,0,0,0,0,0.7941176,0,0.1323529,-0.09341231,1,19.23077
"8074","sub-52",136,45,3,"bin05","congr","CSmi",0.05432813,0,0,0,0,0.4045802,0.3664122,0.3854962,0.09923664,NA,1,53.84615
"8075","sub-52",137,46,3,"bin06","incongr","CSmi",-0.3095899,0,0,0,0,0.9124088,0,0.4562044,0,0.06014346,1,53.84615
"8076","sub-52",138,48,3,"bin06","congr","CSpL",-0.0629843,0,0,0,0,0.7372263,0,0.7372263,0.2189781,0.4942925,1,19.23077
"8077","sub-52",139,45,3,"bin05","congr","CSpR",-0.10265,0,0,0,0.8148148,0,0.5255474,0.5255474,0.4744526,-0.05330217,1,77.47253
"8078","sub-52",140,49,3,"bin06","congr","CSpL",0.1728794,0,0,0,0,0.8455882,0,0.8455882,0.1102941,0.1130516,1,19.23077
"8079","sub-52",141,46,3,"bin06","congr","CSpR",0.1083237,0,0,0,0,0,0,0,0.119403,0.04234901,1,77.47253
"8080","sub-52",142,47,3,"bin06","congr","CSmi",0.1294658,0,0,0,0,0.1590909,0.2727273,0.2159091,0.1893939,NA,1,53.84615
"8081","sub-52",143,48,3,"bin06","congr","CSmi",0.07444229,0,0,0,0.9145299,0.141791,0.6492537,0.3955224,0,NA,1,53.84615
"8082","sub-52",144,49,3,"bin06","congr","CSmi",-0.02526986,0,0,0,0,0,0,0,0.6074074,NA,1,53.84615
"8083","sub-52",145,47,3,"bin06","incongr","CSpR",-0.04260099,0,0,0,0,0,0.3529412,0.3529412,0.05882353,0.06668361,1,77.47253
"8084","sub-52",146,50,3,"bin06","incongr","CSmi",-0.05196791,0,0,0,0,0.3909774,0.518797,0.4548872,0,0.09874991,1,53.84615
"8085","sub-52",147,48,3,"bin06","congr","CSpR",-0.09576673,0,0.2995392,0.2995392,0.6221198,0,0,0,0.9230769,-0.06217433,1,77.47253
"8086","sub-52",148,49,3,"bin06","congr","CSpR",0.1053761,0,0,0,0,0,0,0,0.238806,NA,1,77.47253
"8087","sub-52",149,51,3,"bin06","incongr","CSmi",0.4050539,0,0,0,0.379562,0.3834586,0.3834586,0.3834586,0.1203008,0.4188507,1,53.84615
"8088","sub-52",150,50,3,"bin06","congr","CSpR",0.1533089,0,0,0,1,0,0.6716418,0.6716418,0.2761194,-0.1144373,1,77.47253
"8089","sub-52",151,50,3,"bin06","congr","CSpL",-0.165086,0,0,0,0.8869565,1,0,1,0,-0.07230958,1,19.23077
"8090","sub-52",152,51,3,"bin06","congr","CSpR",-0.1480979,0,0,0,0.4021739,0,0,0,0.08823529,-0.2295736,1,77.47253
"8091","sub-52",153,51,3,"bin06","congr","CSpL",0.1114962,0,0,0,0,0,0,0,0.09558824,-0.02808143,1,19.23077
"8092","sub-52",154,52,3,"bin06","congr","CSmi",0.2305344,0,0,0,0,0,0,0,0.6962963,NA,1,53.84615
"8093","sub-52",155,52,3,"bin06","incongr","CSpR",0.07248229,0,0,0,0,0,0.3307692,0.3307692,0,0.1534289,1,77.47253
"8094","sub-52",156,52,3,"bin06","congr","CSpL",-0.02144387,0,0,0,0,0.9270073,0,0.9270073,0.06569343,-0.09513305,1,19.23077
"8095","sub-52",157,53,3,"bin06","congr","CSpR",0.09293896,0,0,0,0,0.2910448,0.5373134,0.5373134,0.1567164,-0.1776044,1,77.47253
"8096","sub-52",158,54,3,"bin06","congr","CSpR",0.1002764,0,0,0,0,0,1,1,0,-0.2884487,1,77.47253
"8097","sub-52",159,53,3,"bin06","congr","CSmi",-0.1063452,0,0,0,0,0,0.3283582,0.1641791,0,NA,1,53.84615
"8098","sub-52",160,54,3,"bin06","congr","CSmi",0.003700826,0,0,0,0.88,0.1969697,0.3636364,0.280303,0.2272727,NA,1,53.84615
"8099","sub-52",161,53,3,"bin06","congr","CSpL",0.1023438,0,0,0,0.8484848,0.4296296,0,0.4296296,0.2592593,-0.1159694,1,19.23077
"8100","sub-52",162,54,3,"bin06","congr","CSpL",0.110407,0,0,0,0.1478261,0.7480916,0,0.7480916,0.1603053,0.3985145,1,19.23077
"8101","sub-53",1,1,1,"bin01","congr","CSpL",-0.2136152,0.0859375,0,0.0859375,0.4296875,0.3282443,0,0.3282443,0,-0.06678645,1,52.74725
"8102","sub-53",2,1,1,"bin01","congr","CSpR",0.001047859,0,0,0,0,0.2846154,0,0,0,0.7321837,1,82.41758
"8103","sub-53",3,2,1,"bin01","congr","CSpR",-0.1432477,0,0,0,0,0,0.007751938,0.007751938,0.1782946,-0.3243932,1,82.41758
"8104","sub-53",4,1,1,"bin01","congr","CSmi",-0.3720318,0,0,0,0,0.2713178,0,0.1356589,0.007751938,NA,1,32.96703
"8105","sub-53",5,2,1,"bin01","congr","CSpL",-0.2464171,0,0,0,0,0,0,0,0,0.0163868,1,52.74725
"8106","sub-53",6,3,1,"bin01","congr","CSpR",0.01885624,0,0,0,0.5263158,0,0,0,0,0.2164638,1,82.41758
"8107","sub-53",7,4,1,"bin01","congr","CSpR",0.01831491,0,0,0,0.8564593,NA,NA,NA,NA,0.5399302,1,82.41758
"8108","sub-53",8,5,1,"bin01","congr","CSpR",-0.2726902,0,0,0,0,0.3383459,0,0,0,0.129794,1,82.41758
"8109","sub-53",9,6,1,"bin01","congr","CSpR",0.433472,0,0,0,0,0,0,0,0,-0.5746751,1,82.41758
"8110","sub-53",10,2,1,"bin01","congr","CSmi",0.05093686,0,0,0,0,0,0,0,1,NA,0,32.96703
"8111","sub-53",11,7,1,"bin01","congr","CSpR",0.4316739,0,0,0,0,0,0,0,0,-0.3311426,1,82.41758
"8112","sub-53",12,3,1,"bin01","congr","CSpL",-0.1636991,0,0,0,0.8194444,0,0,0,1,NA,0,52.74725
"8113","sub-53",13,4,1,"bin01","incongr","CSpL",-0.4623923,0,0,0,0.2111801,0.4545455,0,0.4545455,0,-0.1525889,1,52.74725
"8114","sub-53",14,8,1,"bin01","congr","CSpR",0.1060473,0,0,0,0,0.1317829,0,0,0.007751938,-0.2822106,1,82.41758
"8115","sub-53",15,9,1,"bin01","congr","CSpR",0.2680526,0,0,0,0,0.125,0,0,0.140625,-0.124981,1,82.41758
"8116","sub-53",16,3,1,"bin01","congr","CSmi",0.2148746,0.2009804,0,0.1004902,0.03431373,0,0,0,0,NA,1,32.96703
"8117","sub-53",17,10,1,"bin02","congr","CSpR",0.5844933,0,0,0,0,0,0,0,0,0.6795872,1,82.41758
"8118","sub-53",18,4,1,"bin01","congr","CSmi",-0.1057221,0,0,0,0.3214286,0,0,0,0.2132353,NA,1,32.96703
"8119","sub-53",19,5,1,"bin01","congr","CSpL",0.104213,0,0,0,0.6590909,0,0,0,0,-0.1920323,1,52.74725
"8120","sub-53",20,6,1,"bin01","congr","CSpL",0.5570566,0.2727273,0,0.2727273,0.5284091,0.8656716,0,0.8656716,0,-0.5130478,1,52.74725
"8121","sub-53",21,5,1,"bin01","incongr","CSmi",-0.1247313,0,0,0,0.3076923,0,0,0,0,0.6253377,1,32.96703
"8122","sub-53",22,6,1,"bin01","incongr","CSmi",-0.06307923,0,0,0,0,0,0,0,0.3507463,0.151871,1,32.96703
"8123","sub-53",23,7,1,"bin01","congr","CSpL",-0.1833055,0,0,0,0.4382716,0.5114504,0.2290076,0.5114504,0.1526718,-0.2068873,1,52.74725
"8124","sub-53",24,8,1,"bin01","congr","CSpL",-0.3806903,0,0,0,0.5957447,0,0,0,0,0.389871,1,52.74725
"8125","sub-53",25,7,1,"bin01","incongr","CSmi",-0.2720535,0,0,0,0,0,0,0,0.02919708,-0.1709107,1,32.96703
"8126","sub-53",26,8,1,"bin01","congr","CSmi",-0.1812453,0,0,0,0,0,0,0,0.1136364,NA,1,32.96703
"8127","sub-53",27,9,1,"bin01","congr","CSpL",0.04088227,0,0,0,0.6791444,0.481203,0.112782,0.481203,0.112782,0.2442924,1,52.74725
"8128","sub-53",28,11,1,"bin02","congr","CSpR",0.038154,0,0.08675799,0.08675799,0.5388128,0.2121212,0.2121212,0.2121212,0,-0.7356598,1,82.41758
"8129","sub-53",29,9,1,"bin01","congr","CSmi",0.2391788,0,0,0,0.4018692,0.1037037,0,0.05185185,0.1777778,NA,1,32.96703
"8130","sub-53",30,10,1,"bin02","congr","CSmi",-0.5552915,0,0,0,0,0.6148148,0.162963,0.3888889,0.1259259,NA,1,32.96703
"8131","sub-53",31,10,1,"bin02","congr","CSpL",-0.1420776,0,0,0,0,0,0,0,0,NA,1,52.74725
"8132","sub-53",32,11,1,"bin02","congr","CSpL",0.1887286,0,0,0,0.0462963,0.2706767,0.406015,0.2706767,0,NA,1,52.74725
"8133","sub-53",33,12,1,"bin02","congr","CSpL",0.7284611,0,0,0,0.5714286,0.01538462,0.1,0.01538462,0.09230769,-0.2416734,1,52.74725
"8134","sub-53",34,11,1,"bin02","congr","CSmi",0.291068,0,0,0,0,0,0.2272727,0.1136364,0.3181818,NA,1,32.96703
"8135","sub-53",35,13,1,"bin02","congr","CSpL",-0.2414111,0,0,0,0,0,0.1590909,0,0.1590909,NA,0,52.74725
"8136","sub-53",36,12,1,"bin02","incongr","CSpR",-0.1703625,0,0,0,0,0,0.2846715,0.2846715,0,0.3055993,1,82.41758
"8137","sub-53",37,13,1,"bin02","congr","CSpR",0.4702023,0,0,0,0.8686869,0,0,0,0.08396947,-0.333549,1,82.41758
"8138","sub-53",38,12,1,"bin02","congr","CSmi",-0.09097759,0,0,0,0,0,0.2125984,0.1062992,0.1496063,NA,1,32.96703
"8139","sub-53",39,14,1,"bin02","incongr","CSpL",-0.1448628,0,0,0,0,0.2262774,0,0.2262774,0.7007299,-0.1885631,1,52.74725
"8140","sub-53",40,15,1,"bin02","congr","CSpL",-0.3266745,0,0,0,0.2101449,0.3587786,0,0.3587786,0.007633588,0.54575,1,52.74725
"8141","sub-53",41,14,1,"bin02","incongr","CSpR",-0.01037047,0,0,0,0.3880597,0,0,0,0.15625,0.03002044,1,82.41758
"8142","sub-53",42,16,1,"bin02","congr","CSpL",0.26015,0,0,0,0.1550802,0,0,0,0.1865672,NA,0,52.74725
"8143","sub-53",43,17,1,"bin02","congr","CSpL",-0.07820248,0.06206897,0,0.06206897,0.7724138,0.3358209,0,0.3358209,0.1343284,-0.3374986,1,52.74725
"8144","sub-53",44,15,1,"bin02","congr","CSpR",0.1282066,0.08411215,0,0,0,0,0,0,0,NA,1,82.41758
"8145","sub-53",45,16,1,"bin02","congr","CSpR",0.05650477,0,0,0,0,0.1940299,0,0,0,NA,1,82.41758
"8146","sub-53",46,17,1,"bin02","congr","CSpR",-0.2044894,0.1045752,0.1437908,0.1437908,0.4509804,0,0.1729323,0.1729323,0.1804511,-0.1440652,1,82.41758
"8147","sub-53",47,13,1,"bin02","congr","CSmi",0.7270542,0,0,0,0.1203704,0.2910448,0,0.1455224,0,NA,1,32.96703
"8148","sub-53",48,18,1,"bin02","congr","CSpL",-0.01244766,0,0,0,0.6166667,0,0.2180451,0,0.1578947,-0.3444878,1,52.74725
"8149","sub-53",49,14,1,"bin02","incongr","CSmi",0.2801457,0,0,0,0,0,0,0,0.5912409,0.1555338,1,32.96703
"8150","sub-53",50,15,1,"bin02","congr","CSmi",0.006780275,0,0,0,0,0,0,0,0,NA,1,32.96703
"8151","sub-53",51,16,1,"bin02","congr","CSmi",0.1872135,0.327381,0,0.1636905,0.125,0,0,0,0,NA,1,32.96703
"8152","sub-53",52,18,1,"bin02","congr","CSpR",0.07129296,0,0,0,0.04320988,0,0.1865672,0.1865672,0,0.332336,1,82.41758
"8153","sub-53",53,17,1,"bin02","congr","CSmi",0.1003523,0,0,0,0.3309353,0.3410853,0,0.1705426,0.1395349,NA,1,32.96703
"8154","sub-53",54,18,1,"bin02","congr","CSmi",-0.4723311,0,0,0,0,0.3358779,0,0.1679389,0,NA,1,32.96703
"8155","sub-53",55,19,2,"bin03","congr","CSpL",0.3635795,0,0,0,0,0.03787879,0.1060606,0.03787879,0.1893939,NA,1,69.78022
"8156","sub-53",56,19,2,"bin03","congr","CSpR",-0.08480086,0,0,0,0.7459016,0.2,0,0,0.1777778,0.7004304,1,79.67033
"8157","sub-53",57,19,2,"bin03","congr","CSmi",0.2786682,0,0,0,0,0.04477612,0,0.02238806,0.4925373,NA,1,34.06593
"8158","sub-53",58,20,2,"bin03","congr","CSmi",0.4604656,0,0,0,0.4591837,0,0,0,0.2105263,NA,1,34.06593
"8159","sub-53",59,21,2,"bin03","congr","CSmi",0.2743822,0,0,0,0,0,0,0,0,NA,1,34.06593
"8160","sub-53",60,22,2,"bin03","congr","CSmi",-0.3956556,0,0,0,0,0,0.007633588,0.003816794,0,NA,1,34.06593
"8161","sub-53",61,20,2,"bin03","congr","CSpR",0.1794733,0,0,0,0,0,0,0,0,-0.2336683,1,79.67033
"8162","sub-53",62,23,2,"bin03","congr","CSmi",0.04861614,0,0,0,0.362069,0,0,0,0.216,NA,1,34.06593
"8163","sub-53",63,24,2,"bin03","incongr","CSmi",0.0271053,0,0,0,0,0,0,0,0,NA,0,34.06593
"8164","sub-53",64,20,2,"bin03","congr","CSpL",-0.2026621,0,0,0,0,0,0,0,0.09090909,-0.2912201,1,69.78022
"8165","sub-53",65,21,2,"bin03","congr","CSpL",-0.1118283,0,0,0,0,0.2686567,0,0.2686567,0.1641791,-0.02419417,1,69.78022
"8166","sub-53",66,21,2,"bin03","congr","CSpR",-0.09893785,0,0,0,0,0,0.3759398,0.3759398,0.4135338,-0.4617951,1,79.67033
"8167","sub-53",67,22,2,"bin03","congr","CSpR",0.08190567,0,0,0,0.859375,0,0,0,0.07462687,0.5094617,1,79.67033
"8168","sub-53",68,25,2,"bin03","congr","CSmi",-0.0965274,0,0,0,0,0,0,0,0,NA,1,34.06593
"8169","sub-53",69,22,2,"bin03","congr","CSpL",0.02925677,0,0,0,0,0.3851852,0,0.3851852,0,0.6748123,1,69.78022
"8170","sub-53",70,26,2,"bin03","incongr","CSmi",0.01897068,0,0,0,0,0,0,0,0,0.232494,1,34.06593
"8171","sub-53",71,23,2,"bin03","congr","CSpR",-0.06227038,0,0,0,0.8456376,0.0530303,0,0,0.09848485,0.2968365,1,79.67033
"8172","sub-53",72,23,2,"bin03","congr","CSpL",-0.1171749,0,0,0,0.007407407,0,0,0,0.02962963,-0.04074361,1,69.78022
"8173","sub-53",73,27,2,"bin03","congr","CSmi",-0.4115446,0,0,0,0,0,0,0,0.5538462,NA,1,34.06593
"8174","sub-53",74,24,2,"bin03","congr","CSpL",-0.08663243,0,0,0,0.8275862,0,0,0,0.119403,0.1132223,1,69.78022
"8175","sub-53",75,25,2,"bin03","congr","CSpL",-0.2979322,0,0,0,0.7654321,0,0.1969697,0,0.1212121,NA,0,69.78022
"8176","sub-53",76,28,2,"bin04","congr","CSmi",0.2437399,0,0,0,0,0,0,0,0.06666667,NA,1,34.06593
"8177","sub-53",77,24,2,"bin03","congr","CSpR",-0.0001041695,0,0,0,0,0,0,0,0.2296296,-0.2880366,1,79.67033
"8178","sub-53",78,29,2,"bin04","congr","CSmi",-0.3005561,0,0,0,0.8490566,0,0,0,0.1111111,NA,1,34.06593
"8179","sub-53",79,26,2,"bin03","incongr","CSpL",-0.2429439,0,0,0,0,0,0,0,0,-0.06362122,1,69.78022
"8180","sub-53",80,27,2,"bin03","congr","CSpL",-0.1125189,0,0,0,0,0,0,0,0,-0.2436082,1,69.78022
"8181","sub-53",81,28,2,"bin04","congr","CSpL",-0.003212908,0,0,0,0,0,0,0,0,-0.2429663,1,69.78022
"8182","sub-53",82,25,2,"bin03","congr","CSpR",-0.1796644,0,0,0,0,0,0,0,0,-0.255404,1,79.67033
"8183","sub-53",83,30,2,"bin04","incongr","CSmi",0.1463247,0,0,0,0.4178404,0.5496183,0.09160305,0.3206107,0.2137405,0.5622708,1,34.06593
"8184","sub-53",84,29,2,"bin04","congr","CSpL",-0.2707013,0,0,0,0,0,0,0,0,-0.6917642,1,69.78022
"8185","sub-53",85,26,2,"bin03","congr","CSpR",0.01176808,0,0,0,0,0,0,0,0,0.4725111,1,79.67033
"8186","sub-53",86,31,2,"bin04","congr","CSmi",-0.1058693,0,0,0,0,0,0,0,0,NA,1,34.06593
"8187","sub-53",87,27,2,"bin03","congr","CSpR",0.209535,0,0,0,0,0,0,0,0.8432836,NA,1,79.67033
"8188","sub-53",88,32,2,"bin04","congr","CSmi",-0.3401106,0,0.09036145,0.04518072,0.3433735,0,0,0,0,NA,1,34.06593
"8189","sub-53",89,30,2,"bin04","congr","CSpL",-0.5163883,0,0,0,0,0,0,0,0,-0.2954339,1,69.78022
"8190","sub-53",90,31,2,"bin04","congr","CSpL",0.1248247,0,0,0,0,0,0,0,0,-0.7556522,1,69.78022
"8191","sub-53",91,33,2,"bin04","congr","CSmi",0.1447631,0,0,0,0.3253012,0,0,0,0.511811,NA,1,34.06593
"8192","sub-53",92,34,2,"bin04","congr","CSmi",0.04293586,0,0,0,0,0,0,0,0.1119403,NA,1,34.06593
"8193","sub-53",93,28,2,"bin04","congr","CSpR",-0.009582339,0,0,0,0.3636364,0,0,0,0.2255639,-0.4532628,1,79.67033
"8194","sub-53",94,29,2,"bin04","congr","CSpR",0.07648397,0,0,0,0.8181818,0,0.3064516,0.3064516,0,-0.1597885,1,79.67033
"8195","sub-53",95,32,2,"bin04","congr","CSpL",-0.159368,0,0,0,0.1909091,0.2205882,0,0.2205882,0,-0.4257209,1,69.78022
"8196","sub-53",96,30,2,"bin04","congr","CSpR",0.2727017,0,0.05839416,0.05839416,0.2481752,0,0.2575758,0.2575758,0.2272727,-0.3688806,1,79.67033
"8197","sub-53",97,35,2,"bin04","congr","CSmi",-0.3987884,0,0,0,0.7857143,0.2985075,0,0.1492537,0.06716418,NA,1,34.06593
"8198","sub-53",98,33,2,"bin04","congr","CSpL",0.2544405,0,0,0,0.789916,0,0,0,0.3129771,-0.1353639,1,69.78022
"8199","sub-53",99,34,2,"bin04","congr","CSpL",0.1332325,0,0,0,0,0.02307692,0.007692308,0.02307692,0,0.6708643,1,69.78022
"8200","sub-53",100,35,2,"bin04","incongr","CSpL",-0.06970247,0,0,0,0,0,0,0,0,0.3914104,1,69.78022
"8201","sub-53",101,31,2,"bin04","congr","CSpR",-0.1803723,0,0,0,0,0,0,0,0,NA,1,79.67033
"8202","sub-53",102,32,2,"bin04","congr","CSpR",0.1031285,0,0,0,0.02325581,0,0,0,0,0.1148516,1,79.67033
"8203","sub-53",103,33,2,"bin04","incongr","CSpR",-0.1737725,0,0,0,0.1341463,0,0,0,0,-0.03398602,1,79.67033
"8204","sub-53",104,34,2,"bin04","congr","CSpR",0.1352368,0,0,0,0,0,0,0,0,-0.04744458,1,79.67033
"8205","sub-53",105,36,2,"bin04","congr","CSpL",-0.4242384,0,0,0,0,0,0,0,0,NA,1,69.78022
"8206","sub-53",106,35,2,"bin04","incongr","CSpR",-0.0875547,0,0,0,0,0,0,0,0,0.002480969,1,79.67033
"8207","sub-53",107,36,2,"bin04","congr","CSpR",0.3573782,0.0887574,0,0,0,0,0,0,0,-0.3700475,1,79.67033
