ID   trial   item_condition   run   bin   congr   CS   CS_pupil   CS_DW_L   CS_DW_R   CS_DW_congr   CS_DW_cue   ANT_DW_L   ANT_DW_R   ANT_DW_congr   ANT_DW_cue   US_RT   US_ACC   CS_liking
sub-32   10   2   01   bin01    congr   CSpL  -1.397469e-01   0   0   0   0   0   2.923077e-01   0   0   3.738444e-01   1   2.912088e+01
sub-32   11   3   01   bin01    congr   CSpR  -9.799289e-02   0   0   0   8.020833e-01   0   2.910448e-01   2.910448e-01   6.119403e-01   -3.284373e-02   1   3.571429e+01
sub-32   12   7   01   bin01    congr   CSmi  -2.523605e-01   0   0   0   0   0   4.210526e-01   2.105263e-01   1.729323e-01   NaN   1   6.428571e+01
sub-32   13   3   01   bin01    congr   CSpL  -1.352956e-01   0   0   0   3.669725e-02   6.153846e-02   2.615385e-01   6.153846e-02   0   1.592133e-02   1   2.912088e+01
sub-32   14   4   01   bin01    congr   CSpR  -1.759757e-01   0   0   0   0   0   2.706767e-01   2.706767e-01   0   -1.590077e-01   1   3.571429e+01
sub-32   15   4   01   bin01    congr   CSpL  3.081970e-02   0   0   0   0   2.030075e-01   0   2.030075e-01   7.518797e-03   -4.145674e-02   1   2.912088e+01
sub-32   16   5   01   bin01    congr   CSpL  1.786550e-01   0   0   0   8.222222e-01   5.606061e-01   2.500000e-01   5.606061e-01   1.363636e-01   -1.418332e-01   1   2.912088e+01
sub-32   17   8   01   bin01    incongr   CSmi  2.110442e-03   0   0   0   0   0   0   0   5.343511e-01   6.324546e-02   1   6.428571e+01
sub-32   18   6   01   bin01    congr   CSpL  -4.542830e-02   0   0   0   0   1.893939e-01   3.181818e-01   1.893939e-01   9.848485e-02   -2.979771e-01   1   2.912088e+01
sub-32   19   7   01   bin01    incongr   CSpL  2.761279e-01   0   0   0   0   4.848485e-01   1.818182e-01   4.848485e-01   2.727273e-01   3.554088e-02   1   2.912088e+01
sub-32   20   9   01   bin01    congr   CSmi  -1.851434e-01   0   0   0   8.660714e-01   1.654135e-01   4.436090e-01   3.045113e-01   3.007519e-01   NaN   1   6.428571e+01
sub-32   21   10   01   bin02    congr   CSmi  -2.368191e-01   0   0   0   7.656250e-01   0   0   0   5.970149e-02   NaN   1   6.428571e+01
sub-32   22   8   01   bin01    congr   CSpL  1.117731e-01   0   0   0   2.272727e-01   6.793893e-01   0   6.793893e-01   0   NaN   1   2.912088e+01
sub-32   23   9   01   bin01    congr   CSpL  -1.765884e-01   0   0   0   0   0   0   0   0   -9.733508e-02   1   2.912088e+01
sub-32   24   5   01   bin01    incongr   CSpR  1.390451e-01   0   0   0   0   0   4.852941e-01   4.852941e-01   4.779412e-01   8.218785e-02   1   3.571429e+01
sub-32   25   11   01   bin02    congr   CSmi  2.825162e-01   0   0   0   0   0   0   0   8.888889e-01   NaN   1   6.428571e+01
sub-32   26   12   01   bin02    congr   CSmi  2.985512e-01   0   4.093023e-01   2.046512e-01   4.418605e-01   4.701493e-01   4.402985e-01   4.552239e-01   0   NaN   1   6.428571e+01
sub-32   27   13   01   bin02    congr   CSmi  -1.439338e-01   0   0   0   4.272300e-01   0   9.402985e-01   4.701493e-01   0   NaN   1   6.428571e+01
sub-32   28   10   01   bin02    congr   CSpL  -2.512121e-02   0   0   0   6.161616e-01   5.488722e-01   3.157895e-01   5.488722e-01   1.127820e-01   -6.609732e-02   1   2.912088e+01
sub-32   29   14   01   bin02    congr   CSmi  1.641530e-01   0   0   0   8.809524e-01   4.814815e-01   5.037037e-01   4.925926e-01   0   NaN   1   6.428571e+01
sub-32   30   11   01   bin02    congr   CSpL  7.161493e-02   0   0   0   7.826087e-01   4.045802e-01   2.366412e-01   4.045802e-01   1.679389e-01   NaN   1   2.912088e+01
sub-32   31   12   01   bin02    congr   CSpL  3.024657e-01   0   0   0   0   8.244275e-01   0   8.244275e-01   1.374046e-01   1.839726e-01   1   2.912088e+01
sub-32   32   6   01   bin01    congr   CSpR  2.712969e-01   0   0   0   8.924731e-01   0   7.651515e-01   7.651515e-01   0   -3.537529e-02   1   3.571429e+01
sub-32   33   13   01   bin02    congr   CSpL  5.641646e-02   0   0   0   8.139535e-01   0   7.633588e-03   0   1.374046e-01   -1.561372e-01   1   2.912088e+01
sub-32   34   7   01   bin01    incongr   CSpR  -9.653668e-02   0   0   0   7.682927e-01   0   4.924242e-01   4.924242e-01   1.287879e-01   2.696005e-02   1   3.571429e+01
sub-32   35   8   01   bin01    congr   CSpR  -1.131367e-01   0   0   0   8.557692e-01   0   8.270677e-01   8.270677e-01   1.052632e-01   -5.857081e-02   1   3.571429e+01
sub-32   36   9   01   bin01    congr   CSpR  5.262153e-02   0   0   0   8.674699e-01   1.904762e-01   6.587302e-01   6.587302e-01   9.523810e-02   -2.350895e-01   1   3.571429e+01
sub-32   37   10   01   bin02    congr   CSpR  3.915728e-02   0   0   0   8.055556e-01   2.424242e-01   7.424242e-01   7.424242e-01   0   -1.568075e-01   1   3.571429e+01
sub-32   38   11   01   bin02    congr   CSpR  2.061353e-01   0   0   0   0   5.984848e-01   1.893939e-01   1.893939e-01   1.515152e-01   NaN   1   3.571429e+01
sub-32   39   12   01   bin02    congr   CSpR  5.005625e-02   0   0   0   7.909091e-01   2.348485e-01   6.363636e-01   6.363636e-01   0   -3.532303e-01   1   3.571429e+01
sub-32   40   15   01   bin02    congr   CSmi  -3.377620e-01   0   0   0   0   3.538462e-01   5.692308e-01   4.615385e-01   3.846154e-02   NaN   1   6.428571e+01
sub-32   41   16   01   bin02    congr   CSmi  2.879554e-02   0   0   0   8.661417e-01   1.240310e-01   0   6.201550e-02   1.627907e-01   NaN   1   6.428571e+01
sub-32   42   14   01   bin02    congr   CSpL  -7.435366e-02   0   0   0   9.027778e-01   8.120301e-01   0   8.120301e-01   0   -1.334737e-03   1   2.912088e+01
sub-32   43   13   01   bin02    congr   CSpR  7.228553e-02   0   2.890625e-01   2.890625e-01   4.765625e-01   1.496063e-01   4.094488e-01   4.094488e-01   3.307087e-01   -1.161700e-01   1   3.571429e+01
sub-32   44   14   01   bin02    congr   CSpR  -6.658068e-02   0   0   0   0   0   2.406015e-01   2.406015e-01   4.812030e-01   1.134266e-01   1   3.571429e+01
sub-32   45   17   01   bin02    congr   CSmi  -3.638420e-01   0   0   0   0   0   0   0   1.268657e-01   NaN   1   6.428571e+01
sub-32   46   18   01   bin02    incongr   CSmi  -3.613748e-01   0   0   0   0   0   8.120301e-01   4.060150e-01   1.353383e-01   2.049771e-01   1   6.428571e+01
sub-32   47   15   01   bin02    congr   CSpL  2.104045e-02   0   1.515152e-01   0   7.575758e-01   4.108527e-01   0   4.108527e-01   0   -3.993527e-01   1   2.912088e+01
sub-32   48   16   01   bin02    congr   CSpL  -8.258354e-02   0   0   0   0   1.769231e-01   0   1.769231e-01   1.153846e-01   -2.538256e-01   1   2.912088e+01
sub-32   49   15   01   bin02    congr   CSpR  -6.024015e-02   0   0   0   7.906977e-01   0   5.864662e-01   5.864662e-01   2.030075e-01   2.414260e-01   1   3.571429e+01
sub-32   50   16   01   bin02    congr   CSpR  1.982310e-01   0   0   0   8.888889e-01   0   2.835821e-01   2.835821e-01   1.716418e-01   -6.619541e-02   1   3.571429e+01
sub-32   51   17   01   bin02    congr   CSpR  1.892673e-01   0   0   0   0   1.515152e-01   8.257576e-01   8.257576e-01   0   NaN   1   3.571429e+01
sub-32   52   18   01   bin02    congr   CSpR  -1.644565e-01   0   0   0   0   0   7.786260e-01   7.786260e-01   1.374046e-01   -2.224040e-01   1   3.571429e+01
sub-32   53   17   01   bin02    congr   CSpL  8.508017e-02   0   0   0   8.636364e-01   8.059701e-01   0   8.059701e-01   1.194030e-01   -2.000217e-02   1   2.912088e+01
sub-32   54   18   01   bin02    congr   CSpL  1.638592e-01   0   0   0   6.052632e-01   5.503876e-01   1.550388e-01   5.503876e-01   1.472868e-01   -2.440740e-01   1   2.912088e+01
sub-32   55   19   02   bin03    congr   CSmi  2.614252e-02   0   0   0   0   8.320611e-01   0   4.160305e-01   0   NaN   1   6.538462e+01
sub-32   56   20   02   bin03    congr   CSmi  -3.205613e-01   0   0   0   0   0   4.776119e-01   2.388060e-01   4.328358e-01   NaN   1   6.538462e+01
sub-32   57   21   02   bin03    congr   CSmi  2.682431e-01   0   0   0   5.933333e-01   0   0   0   0   NaN   1   6.538462e+01
sub-32   58   19   02   bin03    congr   CSpR  1.788136e-01   0   0   0   8.480000e-01   2.480620e-01   6.046512e-01   6.046512e-01   1.240310e-01   -1.381886e-01   1   4.450549e+01
sub-32   59   22   02   bin03    congr   CSmi  -1.366264e-01   0   0   0   0   0   0   0   3.897059e-01   NaN   1   6.538462e+01
sub-32   60   23   02   bin03    congr   CSmi  -4.818501e-02   0   0   0   8.170732e-01   0   0   0   4.015152e-01   NaN   1   6.538462e+01
sub-32   61   19   02   bin03    congr   CSpL  3.085623e-02   0   0   0   1.960784e-02   2.424242e-01   4.166667e-01   2.424242e-01   1.439394e-01   -7.731538e-02   1   4.340659e+01
sub-32   62   24   02   bin03    congr   CSmi  -6.766567e-02   0   0   0   4.225352e-01   1.171875e-01   0   5.859375e-02   0   NaN   1   6.538462e+01
sub-32   63   20   02   bin03    congr   CSpL  -1.653291e-01   0   0   0   7.710843e-01   0   0   0   3.664122e-01   -1.587856e-01   1   4.340659e+01
sub-32   64   21   02   bin03    incongr   CSpL  1.346337e-01   0   0   0   7.982456e-01   8.955224e-01   0   8.955224e-01   0   7.529850e-02   1   4.340659e+01
sub-32   65   20   02   bin03    congr   CSpR  2.577031e-02   0   0   0   6.470588e-01   6.560000e-01   9.600000e-02   9.600000e-02   1.280000e-01   1.680349e-01   1   4.450549e+01
sub-32   66   21   02   bin03    congr   CSpR  -9.067847e-03   0   0   0   8.440367e-01   0   4.645669e-01   4.645669e-01   1.653543e-01   -1.823069e-01   1   4.450549e+01
sub-32   67   25   02   bin03    congr   CSmi  1.410333e-01   0   0   0   8.240741e-01   0   0   0   1.015625e-01   NaN   1   6.538462e+01
sub-32   68   26   02   bin03    congr   CSmi  8.542477e-03   0   0   0   3.473684e-01   0   0   0   3.816794e-02   NaN   1   6.538462e+01
sub-32   69   22   02   bin03    incongr   CSpR  1.142650e-01   0   0   0   8.369565e-01   9.701493e-02   8.805970e-01   8.805970e-01   0   -9.448924e-02   1   4.450549e+01
sub-32   70   23   02   bin03    congr   CSpR  -1.076850e-01   0   0   0   7.941176e-01   5.037594e-01   3.909774e-01   3.909774e-01   9.022556e-02   NaN   1   4.450549e+01
sub-32   71   22   02   bin03    congr   CSpL  -3.567268e-01   0   0   0   0   1.578947e-01   0   1.578947e-01   0   -2.239685e-01   1   4.340659e+01
sub-32   72   23   02   bin03    congr   CSpL  1.760781e-01   0   0   0   0   7.022901e-01   1.679389e-01   7.022901e-01   6.870229e-02   2.039553e-02   1   4.340659e+01
sub-32   73   27   02   bin03    incongr   CSmi  -2.617896e-01   0   0   0   0   0   0   0   5.187970e-01   2.081550e-01   1   6.538462e+01
sub-32   74   24   02   bin03    congr   CSpR  -1.017085e-02   0   0   0   8.235294e-01   1.297710e-01   7.709924e-01   7.709924e-01   6.870229e-02   -6.421071e-02   1   4.450549e+01
sub-32   75   28   02   bin04    congr   CSmi  -2.553757e-01   0   0   0   6.901408e-01   0   0   0   3.125000e-01   NaN   1   6.538462e+01
sub-32   76   29   02   bin04    congr   CSmi  7.718013e-02   0   0   0   7.303371e-01   0   0   0   9.343066e-01   NaN   1   6.538462e+01
sub-32   77   24   02   bin03    congr   CSpL  -3.913068e-02   0   0   0   5.222930e-01   7.007299e-01   0   7.007299e-01   0   -1.398533e-01   1   4.340659e+01
sub-32   78   25   02   bin03    congr   CSpR  -1.253784e-01   0   0   0   0   0   4.135338e-01   4.135338e-01   2.932331e-01   -3.509371e-01   1   4.450549e+01
sub-32   79   25   02   bin03    congr   CSpL  -4.784678e-02   0   0   0   0   6.985294e-01   0   6.985294e-01   0   5.756708e-02   1   4.340659e+01
sub-32   80   26   02   bin03    congr   CSpR  1.967021e-02   0   0   0   0   0   8.731343e-01   8.731343e-01   8.955224e-02   -2.853194e-01   1   4.450549e+01
sub-32   81   30   02   bin04    congr   CSmi  -1.305547e-01   0   0   0   0   3.511450e-01   0   1.755725e-01   0   NaN   1   6.538462e+01
sub-32   82   26   02   bin03    congr   CSpL  -5.438452e-02   0   0   0   0   9.022556e-01   0   9.022556e-01   0   -7.259725e-03   1   4.340659e+01
sub-32   83   27   02   bin03    congr   CSpL  -1.853503e-01   0   0   0   7.419355e-01   8.421053e-01   0   8.421053e-01   0   NaN   1   4.340659e+01
sub-32   84   28   02   bin04    congr   CSpL  2.178461e-01   0   0   0   3.073394e-01   3.015873e-01   1.825397e-01   3.015873e-01   1.746032e-01   -1.285826e-01   1   4.340659e+01
sub-32   85   27   02   bin03    incongr   CSpR  1.053111e-01   0   0   0   0   0   7.348485e-01   7.348485e-01   1.742424e-01   2.819579e-01   1   4.450549e+01
sub-32   86   31   02   bin04    congr   CSmi  -2.921443e-02   0   0   0   6.837607e-01   0   0   0   9.090909e-02   NaN   1   6.538462e+01
sub-32   87   28   02   bin04    congr   CSpR  4.626782e-01   0   0   0   0   0   3.664122e-01   3.664122e-01   7.633588e-03   -2.501248e-01   1   4.450549e+01
sub-32   88   29   02   bin04    congr   CSpR  4.306435e-01   0   0   0   0   0   5.147059e-01   5.147059e-01   4.485294e-01   -2.083825e-01   1   4.450549e+01
sub-32   89   29   02   bin04    congr   CSpL  1.285076e-01   0   0   0   8.148148e-01   9.333333e-01   0   9.333333e-01   4.444444e-02   -1.436840e-01   1   4.340659e+01
sub-32   90   30   02   bin04    congr   CSpL  8.780596e-02   0   0   0   0   7.890625e-01   0   7.890625e-01   1.171875e-01   NaN   1   4.340659e+01
sub-32   91   31   02   bin04    congr   CSpL  -3.270295e-01   0   0   0   0   5.111111e-01   0   5.111111e-01   0   -4.257767e-02   1   4.340659e+01
sub-32   92   32   02   bin04    congr   CSmi  -3.869263e-01   0   0   0   0   0   0   0   0   NaN   1   6.538462e+01
sub-32   93   32   02   bin04    congr   CSpL  3.161649e-02   0   0   0   8.750000e-01   1.703704e-01   0   1.703704e-01   3.555556e-01   -1.178926e-01   1   4.340659e+01
sub-32   94   30   02   bin04    congr   CSpR  3.478030e-01   0   0   0   8.181818e-01   0   5.985401e-01   5.985401e-01   4.014599e-01   NaN   1   4.450549e+01
sub-32   95   33   02   bin04    congr   CSpL  -2.014786e-02   0   0   0   5.291005e-03   8.267717e-01   0   8.267717e-01   0   -5.903688e-02   1   4.340659e+01
sub-32   96   31   02   bin04    congr   CSpR  -2.133611e-01   0   0   0   0   0   8.195489e-01   8.195489e-01   0   -3.325073e-02   1   4.450549e+01
sub-32   97   34   02   bin04    congr   CSpL  1.431935e-01   0   0   0   0   9.083969e-01   0   9.083969e-01   0   2.588157e-01   1   4.340659e+01
sub-32   98   32   02   bin04    congr   CSpR  2.151149e-01   0   0   0   0   0   6.940299e-01   6.940299e-01   1.716418e-01   3.822098e-02   1   4.450549e+01
sub-32   99   35   02   bin04    incongr   CSpL  2.444960e-01   0   0   0   0   8.394161e-01   0   8.394161e-01   0   1.401892e-01   1   4.340659e+01
sub-32   100   36   02   bin04    congr   CSpL  7.824780e-02   0   0   0   0   9.481481e-01   0   9.481481e-01   0   8.754487e-02   1   4.340659e+01
sub-32   101   33   02   bin04    congr   CSpR  -7.483592e-02   0   0   0   0   2.403101e-01   5.813953e-01   5.813953e-01   0   -2.553115e-01   1   4.450549e+01
sub-32   102   33   02   bin04    congr   CSmi  1.201989e-01   0   0   0   0   0   0   0   0   NaN   1   6.538462e+01
sub-32   103   34   02   bin04    congr   CSpR  2.273043e-01   0   0   0   0   0   7.686567e-01   7.686567e-01   0   3.376784e-01   1   4.450549e+01
sub-32   104   35   02   bin04    congr   CSpR  3.770068e-01   NaN   NaN   NaN   NaN   0   5.000000e-01   5.000000e-01   0   -1.849832e-01   1   4.450549e+01
sub-32   105   34   02   bin04    incongr   CSmi  -6.272684e-02   0   0   0   0   0   0   0   5.328467e-01   1.567323e-01   1   6.538462e+01
sub-32   106   35   02   bin04    incongr   CSmi  1.295587e-01   0   0   0   0   1.832061e-01   0   9.160305e-02   7.022901e-01   1.109219e-01   1   6.538462e+01
sub-32   107   36   02   bin04    congr   CSpR  -5.214376e-02   0   0   0   0   2.519084e-01   6.259542e-01   6.259542e-01   0   -2.956814e-01   1   4.450549e+01
sub-32   108   36   02   bin04    incongr   CSmi  -5.993167e-02   0   0   0   7.920792e-01   3.053435e-02   0   1.526718e-02   5.267176e-01   3.210209e-01   1   6.538462e+01
sub-32   109   37   03   bin05    congr   CSmi  2.399830e-02   0   0   0   0   2.170543e-01   1.085271e-01   1.627907e-01   1.472868e-01   NaN   1   5.384615e+01
sub-32   110   37   03   bin05    congr   CSpR  1.216630e-01   0   0   0   8.823529e-01   0   9.402985e-01   9.402985e-01   0   1.551213e-01   1   5.494505e+01
sub-32   111   38   03   bin05    congr   CSmi  9.008141e-02   0   0   0   0   1.328125e-01   0   6.640625e-02   0   NaN   1   5.384615e+01
sub-32   112   39   03   bin05    congr   CSmi  -5.997041e-02   0   0   0   3.544974e-01   0   0   0   0   NaN   1   5.384615e+01
sub-32   113   40   03   bin05    congr   CSmi  1.935143e-02   0   0   0   7.258065e-01   0   0   0   1.705426e-01   NaN   1   5.384615e+01
sub-32   114   38   03   bin05    congr   CSpR  -3.525657e-02   0   0   0   0   1.406250e-01   4.687500e-01   4.687500e-01   1.171875e-01   -2.945026e-01   1   5.494505e+01
sub-32   115   39   03   bin05    congr   CSpR  1.323904e-01   0   0   0   0   0   3.007519e-01   3.007519e-01   0   1.859609e-01   1   5.494505e+01
sub-32   116   37   03   bin05    congr   CSpL  6.001623e-02   2.870813e-01   8.133971e-02   2.870813e-01   4.210526e-01   9.457364e-01   0   9.457364e-01   0   NaN   1   4.395604e+01
sub-32   117   40   03   bin05    congr   CSpR  -1.665116e-01   0   0   0   0   0   7.209302e-01   7.209302e-01   0   -1.221421e-01   1   5.494505e+01
sub-32   118   41   03   bin05    congr   CSpR  1.309586e-01   0   0   0   8.166667e-01   0   6.940299e-01   6.940299e-01   1.716418e-01   -4.500344e-01   1   5.494505e+01
sub-32   119   38   03   bin05    congr   CSpL  1.900703e-01   0   0   0   0   2.500000e-01   3.906250e-02   2.500000e-01   1.875000e-01   -2.491657e-04   1   4.395604e+01
sub-32   120   39   03   bin05    congr   CSpL  -1.057805e-02   2.304147e-02   0   2.304147e-02   4.101382e-01   6.541353e-01   3.082707e-01   6.541353e-01   0   -5.155148e-02   1   4.395604e+01
sub-32   121   40   03   bin05    congr   CSpL  -6.541942e-02   0   0   0   8.623188e-01   8.244275e-01   0   8.244275e-01   1.068702e-01   1.626443e-01   1   4.395604e+01
sub-32   122   41   03   bin05    congr   CSmi  -9.538290e-02   0   0   0   7.232143e-01   0   0   0   1.451613e-01   NaN   1   5.384615e+01
sub-32   123   41   03   bin05    congr   CSpL  -1.712390e-01   0   0   0   6.724138e-01   8.091603e-01   0   8.091603e-01   1.297710e-01   -1.157884e-02   1   4.395604e+01
sub-32   124   42   03   bin05    incongr   CSmi  6.947323e-02   0   0   0   0   0   0   0   7.794118e-01   -5.686733e-02   1   5.384615e+01
sub-32   125   42   03   bin05    congr   CSpR  3.718575e-02   0   0   0   7.872340e-01   1.162791e-01   7.209302e-01   7.209302e-01   1.007752e-01   -2.635272e-01   1   5.494505e+01
sub-32   126   43   03   bin05    congr   CSmi  -2.466087e-01   0   0   0   0   0   1.603053e-01   8.015267e-02   1.297710e-01   NaN   1   5.384615e+01
sub-32   127   42   03   bin05    congr   CSpL  3.081943e-01   0   0   0   3.209877e-01   4.285714e-01   0   4.285714e-01   1.353383e-01   -2.301134e-01   1   4.395604e+01
sub-32   128   43   03   bin05    congr   CSpL  2.200676e-01   0   0   0   8.903226e-01   7.615385e-01   9.230769e-02   7.615385e-01   0   -1.868416e-01   1   4.395604e+01
sub-32   129   43   03   bin05    congr   CSpR  1.910343e-01   0   0   0   7.368421e-01   7.031250e-02   2.968750e-01   2.968750e-01   4.687500e-02   NaN   0   5.494505e+01
sub-32   130   44   03   bin05    congr   CSpR  -1.492598e-01   0   0   0   8.396226e-01   2.556391e-01   5.714286e-01   5.714286e-01   1.127820e-01   1.058721e-01   1   5.494505e+01
sub-32   131   44   03   bin05    incongr   CSmi  -1.393502e-02   0   0   0   3.100000e-01   0   0   0   2.843137e-01   8.914888e-02   1   5.384615e+01
sub-32   132   45   03   bin05    congr   CSmi  6.265834e-02   0   0   0   8.358209e-01   0   0   0   6.444444e-01   NaN   1   5.384615e+01
sub-32   133   45   03   bin05    congr   CSpR  3.515285e-01   0   0   0   9.181818e-01   1.317829e-01   4.108527e-01   4.108527e-01   1.162791e-01   -2.021694e-01   1   5.494505e+01
sub-32   134   44   03   bin05    congr   CSpL  2.186982e-01   0   0   0   6.875000e-01   1.093750e-01   2.421875e-01   1.093750e-01   1.171875e-01   2.606103e-01   1   4.395604e+01
sub-32   135   46   03   bin06    congr   CSpR  -1.135519e-01   0   7.567568e-02   7.567568e-02   8.324324e-01   0   9.253731e-01   9.253731e-01   0   -2.004597e-01   1   5.494505e+01
sub-32   136   46   03   bin06    congr   CSmi  -1.790188e-01   0   0   0   8.425926e-01   2.985075e-01   0   1.492537e-01   6.791045e-01   NaN   1   5.384615e+01
sub-32   137   47   03   bin06    congr   CSpR  4.007858e-01   0   0   0   3.470320e-01   0   0   0   4.671533e-01   5.138500e-02   1   5.494505e+01
sub-32   138   48   03   bin06    congr   CSpR  5.627972e-02   0   0   0   5.476190e-01   0   7.462687e-01   7.462687e-01   0   -5.102026e-02   1   5.494505e+01
sub-32   139   45   03   bin05    incongr   CSpL  -1.597972e-01   0   0   0   0   2.325581e-01   2.170543e-01   2.325581e-01   2.325581e-02   3.837717e-01   1   4.395604e+01
sub-32   140   49   03   bin06    congr   CSpR  1.674561e-01   0   0   0   0   2.671756e-01   6.335878e-01   6.335878e-01   9.160305e-02   NaN   1   5.494505e+01
sub-32   141   46   03   bin06    congr   CSpL  -2.295945e-01   0   0   0   8.841463e-01   0   0   0   2.213740e-01   -1.211481e-01   1   4.395604e+01
sub-32   142   50   03   bin06    incongr   CSpR  -1.248641e-02   0   0   0   0   0   2.424242e-01   2.424242e-01   5.984848e-01   1.450421e-01   1   5.494505e+01
sub-32   143   47   03   bin06    incongr   CSmi  -6.348779e-02   0   0   0   4.230769e-01   5.658915e-01   1.627907e-01   3.643411e-01   0   3.150718e-01   1   5.384615e+01
sub-32   144   47   03   bin06    congr   CSpL  -1.060559e-03   0   0   0   8.561644e-01   4.384615e-01   3.307692e-01   4.384615e-01   0   -1.803649e-02   1   4.395604e+01
sub-32   145   48   03   bin06    incongr   CSpL  -1.242028e-01   0   0   0   7.674419e-01   2.442748e-01   0   2.442748e-01   9.923664e-02   5.653294e-01   1   4.395604e+01
sub-32   146   49   03   bin06    congr   CSpL  -1.565583e-01   0   0   0   0   3.435115e-01   0   3.435115e-01   1.297710e-01   1.872553e-02   1   4.395604e+01
sub-32   147   50   03   bin06    congr   CSpL  -8.352753e-02   0   0   0   8.855422e-01   8.421053e-01   1.127820e-01   8.421053e-01   0   -1.839529e-01   1   4.395604e+01
sub-32   148   51   03   bin06    congr   CSpL  -1.842398e-02   0   0   0   7.474747e-01   3.149606e-01   0   3.149606e-01   1.338583e-01   1.348204e-01   1   4.395604e+01
sub-32   149   52   03   bin06    congr   CSpL  -2.963529e-01   0   0   0   0   0   5.538462e-01   0   3.000000e-01   1.361721e-01   1   4.395604e+01
sub-32   150   48   03   bin06    congr   CSmi  -2.458238e-01   0   0   0   6.930693e-02   0   2.307692e-01   1.153846e-01   2.230769e-01   NaN   1   5.384615e+01
sub-32   151   49   03   bin06    congr   CSmi  -1.548698e-01   0   0   0   8.125000e-01   0   0   0   1.145038e-01   NaN   1   5.384615e+01
sub-32   152   50   03   bin06    congr   CSmi  -4.776806e-01   0   0   0   0   1.111111e-01   0   5.555556e-02   5.555556e-01   NaN   1   5.384615e+01
sub-32   153   53   03   bin06    congr   CSpL  -5.150265e-03   0   0   0   7.823129e-01   5.692308e-01   3.000000e-01   5.692308e-01   0   NaN   1   4.395604e+01
sub-32   154   51   03   bin06    incongr   CSpR  -1.258431e-01   0   0   0   7.692308e-01   1.984733e-01   6.488550e-01   6.488550e-01   0   1.216148e-01   1   5.494505e+01
sub-32   155   51   03   bin06    congr   CSmi  -7.099015e-02   0   0   0   8.758621e-01   0   0   0   2.538462e-01   NaN   1   5.384615e+01
sub-32   156   52   03   bin06    congr   CSmi  -1.316109e-01   0   0   0   7.904762e-01   0   3.153846e-01   1.576923e-01   1.615385e-01   NaN   1   5.384615e+01
sub-32   157   54   03   bin06    congr   CSpL  1.581313e-01   0   0   0   8.805031e-01   5.496183e-01   0   5.496183e-01   3.816794e-01   3.102160e-01   1   4.395604e+01
sub-32   158   52   03   bin06    congr   CSpR  2.207432e-02   0   0   0   0   0   6.153846e-01   6.153846e-01   2.538462e-01   -6.255604e-02   1   5.494505e+01
sub-32   159   53   03   bin06    congr   CSpR  1.812068e-01   0   0   0   7.343750e-01   7.812500e-03   4.062500e-01   4.062500e-01   1.171875e-01   -1.900983e-01   1   5.494505e+01
sub-32   160   53   03   bin06    incongr   CSmi  2.602161e-02   0   0   0   7.647059e-01   0   0   0   9.029851e-01   4.007782e-01   1   5.384615e+01
sub-32   161   54   03   bin06    congr   CSmi  -1.107261e-01   0   0   0   8.333333e-01   0   0   0   3.385827e-01   NaN   1   5.384615e+01
sub-32   162   54   03   bin06    congr   CSpR  -6.911308e-02   0   0   0   8.367347e-01   0   8.195489e-01   8.195489e-01   9.774436e-02   -5.884546e-02   1   5.494505e+01
sub-33   1   1   01   bin01    congr   CSpL  2.312672e-01   0   0   0   0   0   0   0   1.666667e-01   2.319807e-01   1   5.934066e+01
sub-33   2   1   01   bin01    congr   CSpR  -3.662000e-01   0   0   0   0   0   0   0   1.280000e-01   1.812777e-01   1   2.802198e+01
sub-33   3   2   01   bin01    congr   CSpR  5.358032e-02   0   2.253521e-01   2.253521e-01   0   0   1   1   0   6.240529e-02   1   2.802198e+01
sub-33   4   2   01   bin01    congr   CSpL  -1.986910e-01   0   0   0   0   7.352941e-01   0   7.352941e-01   6.617647e-02   -1.885920e-01   1   5.934066e+01
sub-33   5   1   01   bin01    congr   CSmi  -2.196815e-01   0   0   0   5.652174e-01   0   0   0   2.500000e-01   NaN   1   5.329670e+01
sub-33   6   3   01   bin01    congr   CSpR  -1.388951e-01   0   6.666667e-01   6.666667e-01   2.371795e-01   NaN   NaN   NaN   NaN   -2.113486e-01   1   2.802198e+01
sub-33   7   3   01   bin01    congr   CSpL  -1.849733e-01   0   0   0   0   6.691176e-01   0   6.691176e-01   1.617647e-01   -3.721465e-01   1   5.934066e+01
sub-33   8   4   01   bin01    congr   CSpR  1.735278e-01   0   0   0   5.423729e-01   0   1   1   0   -3.668615e-01   1   2.802198e+01
sub-33   9   5   01   bin01    congr   CSpR  -2.803605e-01   0   3.142857e-01   3.142857e-01   3.142857e-01   0   1   1   0   -1.981314e-01   1   2.802198e+01
sub-33   10   4   01   bin01    congr   CSpL  1.055087e-01   8.064516e-01   0   8.064516e-01   1.013825e-01   1   0   1   0   -7.228453e-01   1   5.934066e+01
sub-33   11   2   01   bin01    incongr   CSmi  8.990373e-02   0   0   0   0   0   0   0   0   6.002558e-01   1   5.329670e+01
sub-33   12   6   01   bin01    congr   CSpR  -4.762424e-02   0   1.702128e-01   1.702128e-01   6.063830e-01   0   1   1   0   -1.644340e-01   1   2.802198e+01
